Mã trường,Mã ngành,Tên ngành,Tổ hợp môn,Điểm chuẩn,Năm xét tuyển,Ghi chú,Môn chính
KTA,7580210,Kỹ thuật hạ tầng đô thị,A00;A01;B00,14,2019,,
KTA,7580210,Kỹ thuật hạ tầng đô thị,A00;A01;B00;D07,16,2020,,
KTA,7580210,Kỹ thuật cơ sở hạ tầng (Chuyên ngành Kỹ thuật hạ tầng đô thị),A00;A01;D01;D07,20,2021,,
KTA,7580210,"Kỹ thuật cơ sở hạ tầng
(Chuyên ngành Kỹ thuật hạ tầng đô thị)",A00;A01;D01;D07,22.5,2022,,
KTA,7580210,Kỹ thuật cơ sở hạ tầng (Chuyên ngành Kỹ thuật hạ tầng đô thị),A00;A01;D01;D07,21.45,2023,Đăng ký NV ưu tiên chuyên ngành trong nhóm ngành,
KTA,7580210,Kỹ thuật cơ sở hạ tầng (Chuyên ngành Kỹ thuật hạ tầng đô thị),A00;A01;D01;D07,21.15,2024,,
KTA,7580210,Kỹ thuật hạ tầng đô thị (Chuyên ngành thuộc ngành Kỹ thuật cơ sở hạ tầng),A00;C01;C02;D01;X03;X04,16.1,2025,,
KTA,7580213,Kỹ thuật cấp thoát nước,A00;A01;B00,14,2019,,
KTA,7580213,Kỹ thuật cấp thoát nước,A00;A01;B00;D07,16,2020,,
KTA,7580213,Kỹ thuật cấp thoát nước,A00;A01;D01;D07,20,2021,,
KTA,7580213,Kỹ thuật cấp thoát nước,A00;A01;D01;D07,22.5,2022,,
KTA,7580213,Kỹ thuật cấp thoát nước,A00;A01;D01;D07,21.45,2023,Đăng ký NV ưu tiên chuyên ngành trong nhóm ngành,
KTA,7580213,Kỹ thuật cấp thoát nước,A00;A01;D01;D07,21.15,2024,,
KTA,7580213,Kỹ thuật cấp thoát nước,A00;C01;C02;D01;X03;X04,16.1,2025,,
KTA,7580301,Kinh tế xây dựng,A00;A01,15,2019,,
KTA,7580301,Kinh tế xây dựng,A00;A01;D01;D07,17,2020,,
KTA,7580301,Kinh tế Xây dựng,A00;A01;C01;D01,22.5,2021,,
KTA,7580301,Kinh tế xây dựng,A00;A01;C01;D01,23.45,2022,,
KTA,7580301,Kinh tế Xây dựng,A00;A01;C01;D01,22.9,2023,,
KTA,7580301,Kinh tế Xây dựng,A00;A01;C01;D01,23.6,2024,,
KTA,7580301,Kinh tế Xây dựng,A00;C01;C02;D01;X03;X04,20.85,2025,,
KTA,7580302,Quản lý xây dựng,A00;A01;D01,15.5,2019,,
KTA,7580302,Quản lý xây dựng,A00;A01;D01;D07,17.5,2020,,
KTA,7580302,Quản lý xây dựng,A00;A01;C01;D01,19.75,2021,,
KTA,7580302,Quản lý xây dựng,A00;A01;C01;D01,22.25,2022,,
KTA,7580302,Quản lý xây dựng,A00;A01;C01;D01,21.75,2023,,
KTA,7580302,Quản lý xây dựng,A00;A01;C01;D01,22.15,2024,,
KTA,7580302,Quản lý xây dựng,A00;C01;C02;D01;X03;X04,19.5,2025,,
KTD,7220201,Ngôn ngữ Anh,A01;D01;D14;D15,14,2019,,
KTD,7220201,Ngôn ngữ Anh,A01;D01;D14;D15,15.5,2020,,
KTD,7220201,Ngôn ngữ Anh,A01;D01;D14;D15,14.5,2021,,
KTD,7220201,Ngôn ngữ Anh,A01;D01;D14;D15,14,2022,,
KTD,7220201,Ngôn ngữ Anh,A01;D01;D14;D15,17,2023,,
KTD,7220201,Ngôn ngữ Anh,A01;D01;D14;D15,19.5,2024,,
KTD,7220201,Ngôn ngữ Anh,A01;D01;D14;D15;X06;X07;X26;X27,16,2025,,
KTD,7220204,Ngôn ngữ Trung Quốc,A01;D01;D14;D15,15.5,2019,,
KTD,7220204,Ngôn ngữ Trung Quốc,A01;D01;D14;D15,18,2020,,
KTD,7220204,Ngôn ngữ Trung Quốc,A01;D01;D14;D15,15,2021,,
KTD,7220204,Ngôn ngữ Trung Quốc,A01;D01;D14;D15,14,2022,,
KTD,7220204,Ngôn ngữ Trung Quốc,A01;D01;D14;D15,21,2023,,
KTD,7220204,Ngôn ngữ Trung Quốc,A01;D01;D14;D15,24,2024,,
KTD,7220204,Ngôn ngữ Trung Quốc,A01;D01;D14;D15;X06;X07;X26;X27,16,2025,,
KTD,7340101,Quản trị kinh doanh,A00;A01;B00;D01,14,2019,,
KTD,7340101,Quản trị kinh doanh,A00;A01;B00;D01,14.55,2020,,
KTD,7340101,Quản trị kinh doanh,A00;A01;B00;D01,14.2,2021,,
KTD,7340101,Quản trị kinh doanh,A00;A01;B00;D01,14,2022,,
KTD,7340101,Quản trị kinh doanh,A00;A01;B00;D01,17,2023,,
KTD,7340101,Quản trị kinh doanh,A00;A01;B00;D01,19.5,2024,,
KTD,7340101,Quản trị Kinh doanh,A00;A01;B00;D01;X06;X07;X26;X27,16,2025,,
KTD,7340201,Tài chính Ngân hàng,A00;A01;B00;D01,14,2019,,
KTD,7340201,Tài chính-Ngân hàng,A00;A01;B00;D01,14.55,2020,,
KTD,7340201,Tài chính - Ngân hàng,A00;A01;B00;D01,14.2,2021,,
KTD,7340201,Tài chính - Ngân hàng,A00;A01;B00;D01,14,2022,,
KTD,7340201,Tài chính - Ngân hàng,A00;A01;B00;D01,17,2023,,
KTD,7340201,Tài chính - ngân hàng,A00;A01;B00;D01,19.5,2024,,
KTD,7340201,Tài chính - Ngân hàng,A00;A01;B00;D01;X06;X07;X26;X27,16,2025,,
KTD,7340301,Kế toán,A00;A01;B00;D01,14,2019,,
KTD,7340301,Kế toán,A00;A01;B00;D01,14.55,2020,,
KTD,7340301,Kế toán,A00;A01;B00;D01,14.2,2021,,
KTD,7340301,Kế toán,A00;A01;B00;D01,14,2022,,
KTD,7340301,Kế toán,A00;A01;B00;D01,17,2023,,
KTD,7340301,Kế toán,A00;A01;B00;D01,19.5,2024,,
KTD,7340301,Kế toán,A00;A01;B00;D01;X06;X07;X26;X27,16,2025,,
KTD,7480201,Công nghệ thông tin,A00;A01;B00;D01,14,2019,,
KTD,7480201,Công nghệ thông tin,A00;A01;B00;D01,14.45,2020,,
KTD,7480201,Công nghệ thông tin,A00;A01;B00;D01,14.5,2021,,
KTD,7480201,Công nghệ thông tin,A00;A01;B00;D01,14,2022,,
KTD,7480201,Công nghệ thông tin,A00;A01;B00;D01,23,2023,,
KTD,7480201,Công nghệ thông tin,A00;A01;B00;D01,23,2024,,
KTD,7480201,Công nghệ thông tin,A00;A01;B00;D01;X06;X07;X26;X27,16,2025,,
KTD,7580101,Kiến trúc,A01;V00;V01;V02,14,2019,,
KTD,7580101_A01,Kiến trúc,A01,15.55,2020,,
KTD,7580101_V00,Kiến trúc,V00,15.55,2020,,
KTD,7580101_V01,Kiến trúc,V01,15.55,2020,,
KTD,7580101_V02,Kiến trúc,V02,15.55,2020,,
KTD,7580101,Kiến trúc,A01;V00;V01;V02,16,2021,,
KTD,7580101,Kiến trúc,121;122;5K1;5K2;A01;V00;V01;V02,14,2022,,
KTD,7580101,Kiến trúc,121;5K1;A01;V00;V01;V02,20,2023,,
KTD,7580101,Kiến trúc,121;5K1;A01;V00;V01;V02,21,2024,,
KTD,7580101,Kiến trúc,A00;V00;V01;V02;V03;V04;X06;X07;X26;X27,16,2025,,
KTD,7580108,Thiết kế nội thất,H00;V00;V01;V02,14,2019,,
KTD,7580108_V00,Thiết kế nội thất,V00,15.55,2020,,
KTD,7580108_V01,Thiết kế nội thất,V01,15.55,2020,,
KTD,7580108_V02,Thiết kế nội thất,V02,15.55,2020,,
KTD,7580108_A01,Thiết kế nội thất,A01,15.55,2020,,
KTD,7580108,Thiết kế nội thất,A01;V00;V01;V02,16,2021,,
KTD,7580108,Thiết kế nội thất,121;122;5K1;5K2;A01;V00;V01;V02,14,2022,,
KTD,7580108,Thiết kế nội thất,121;5K1;A01;V00;V01;V02,20,2023,,
KTD,7580108,Thiết kế nội thất,121;5K1;A01;V00;V01;V02,21,2024,,
KTD,7580108,Thiết kế nội thất,A00;V00;V01;V02;V03;V04;X06;X07;X26;X27,16,2025,,
KTD,7580201,Kỹ thuật xây dựng,A00;A01;B00;D01,14,2019,,
KTD,7580201,Kỹ thuật xây dựng,A00;A01;B00;D01,14.55,2020,,
KTD,7580201,Kỹ thuật xây dựng,A00;A01;B00;D01,14.25,2021,,
KTD,7580201,Kỹ thuật xây dựng,A00;A01;B00;D01,14,2022,,
KTD,7580201,Kỹ thuật xây dựng,A00;A01;B00;D01,17,2023,,
KTD,7580201,Kỹ thuật xây dựng,A00;A01;B00;D01,19.5,2024,,
KTD,7580201,Kỹ thuật xây dựng,A00;A01;B00;D01;X06;X07;X26;X27,16,2025,,
KTD,7580205,Kỹ thuật xây dựng công trình giao thông,A00;A01;B00;D01,14,2019,,
KTD,7580205,Kỹ thuật xây dựng công trình giao thông,A00;A01;B00;D01,14.15,2020,,
KTD,7580205,Kỹ thuật xây dựng công trình giao thông,A00;A01;B00;D01,14.25,2021,,
KTD,7580205,"Kỹ thuật xây dựng công
trình giao thông",A00;A01;B00;D01,14,2022,,
KTD,7580205,Kỹ thuật xây dựng công trình giao thông,A00;A01;B00;D01,17,2023,,
KTD,7580205,Kỹ thuật xây dựng công trình giao thông,A00;A01;B00;D01,19.5,2024,,
KTD,7580205,Kỹ thuật xây dựng công trình giao thông,A00;A01;B00;D01;X06;X07;X26;X27,16,2025,,
KTD,7580302,Quản lý xây dựng,A00;A01;B00;D01,14,2019,,
KTD,7580302,Quản lý xây dựng,A00;A01;B00;D01,14.55,2020,,
KTD,7580302,Quản lý xây dựng,A00;A01;B00;D01,14.25,2021,,
KTD,7580302,Quản lý xây dựng,A00;A01;B00;D01,14,2022,,
KTD,7580302,Quản lý xây dựng,A00;A01;B00;D01,17,2023,,
KTD,7580302,Quản lý xây dựng,A00;A01;B00;D01,19.5,2024,,
KTD,7580302,Quản lý xây dựng,A00;A01;B00;D01;X06;X07;X26;X27,16,2025,,
KTD,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;B00;D01,14,2019,,
KTD,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;B00;D01,14.45,2020,,
KTD,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;B00;D01,14.2,2021,,
KTD,7810103,"Quản trị dịch vụ du lịch và
lữ hành",A00;A01;B00;D01,14,2022,,
KTD,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;B00;D01,17,2023,,
KTD,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;B00;D01,19.5,2024,,
KTD,7810103,Quản trị Dịch vụ du lịch và Lữ hành,A00;A01;B00;D01;X06;X07;X26;X27,16,2025,,
KTS,7210110,Mỹ thuật đô thị,V00;V01,21.65,2019,,
KTS,7210110,Mỹ thuật đô thị,V00;V01;V02,22.05,2020,Tại TPHCM,
KTS,7210110,Mỹ thuật đô thị,V00;V01;V02,22.87,2021,,
KTS,7210110,Mỹ thuật đô thị,V00;V01;V02,22.7,2022,,
KTS,7210110,Mỹ thuật đô thị,V00;V01;V02,23.45,2023,,
KTS,7210110,Mỹ thuật đô thị,V00;V01;V02,22.76,2024,,
KTS,7210110,Mỹ thuật đô thị,V00;V01;V02,20.57,2025,,
KTS,7210402,Thiết kế công nghiệp,H01;H02,21.35,2019,,
KTS,7210402,Thiết kế công nghiệp,H01;H02,24.6,2020,Tại TPHCM,
KTS,7210402,Thiết kế công nghiệp,H01;H02,24.08,2021,,
KTS,7210402,Thiết kế công nghiệp,V01;V02,24.51,2022,,
KTS,7210402,Thiết kế công nghiệp,H01;H02,24.57,2023,,
KTS,7210402,Thiết kế công nghiệp,H01;H02,24.72,2024,,
KTS,7210402,Thiết kế công nghiệp,H01;H02,23.2,2025,,
KTS,7210403,Thiết kế đồ họa,H01;H06,22.65,2019,,
KTS,7210403,Thiết kế đồ họa,H01;H06,25.4,2020,Tại TPHCM,
KTS,7210403,Thiết kế đồ họa,H01;H06,25.35,2021,,
KTS,7210403,Thiết kế đồ họa,V01;V02,25.17,2022,,
KTS,7210403,Thiết kế đồ họa,H01;H06,25.69,2023,,
KTS,7210403,Thiết kế đồ họa,H01;H06,25.54,2024,,
KTS,7210403,Thiết kế đồ họa,H01;H06,24.43,2025,,
KTS,7210404,Thiết kế thời trang,H01;H06,21.5,2019,,
KTS,7210404,Thiết kế thời trang,H01;H06,24.48,2020,Tại TPHCM,
KTS,7210404,Thiết kế thời trang,H01;H06,24.26,2021,,
KTS,7210404,Thiết kế thời trang,V01;V02,24.22,2022,,
KTS,7210404,Thiết kế thời trang,H01;H06,24.7,2023,,
KTS,7210404,Thiết kế thời trang,H01;H06,24.81,2024,,
KTS,7210404,Thiết kế thời trang,H01;H06,0,2025,,
KTS,7580101,Kiến trúc,V00;V01,22.85,2019,,
KTS,7580101,Kiến trúc,V00;V01;V02,24.28,2020,Tại TPHCM,
KTS,7580101,Kiến trúc,V00;V01;V02,24.4,2021,,
KTS,7580101,Kiến trúc,V00;V01;V02,24.17,2022,,
KTS,7580101,Kiến trúc,V00;V01;V02,24.64,2023,,
KTS,7580101,Kiến trúc,V00;V01;V02,24.09,2024,,
KTS,7580101,Kiến trúc,V00;V01;V02,22.18,2025,,
KTS,7580101CT,Kiến trúc,V00;V01,20,2019,,
KTS,7580101CT,Kiến trúc (CT),V00;V01;V02,20.8,2020,Tại Trung tâm đào tạo cơ sở Cần Thơ,
KTS,7580101CT,Kiến trúc (CT),V00;V01;V02,21.16,2021,Cơ sở Cần Thơ,
KTS,7580101CT,Kiến trúc (CT),V00;V01;V02,18.27,2022,Cơ sở Cần Thơ,
KTS,7580101CT,Kiến trúc (Cần Thơ),V00;V01;V02,22.19,2023,,
KTS,7580101CT,Kiến trúc (CT),V00;V01;V02,22.78,2024,Đào tạo tại cơ sở Cần Thơ,
KTS,7580101CT,Kiến trúc (CT),V00;V01;V02,22.18,2025,,
KTS,7580101DL,Kiến trúc,V00;V01,18.25,2019,,
KTS,7580101DL,Kiến trúc (DL),V00;V01;V02,20.25,2020,Tại Trung tâm đào tạo cơ sở Đà Lạt,
KTS,7580101DL,Kiến trúc (DL),V00;V01;V02,20.29,2021,Cơ sở Đà Lạt,
KTS,7580101DL,Kiến trúc (DL),V00;V01;V02,18.85,2022,Cơ sở Đà Lạt,
KTS,7580101DL,Kiến trúc (Đà Lạt),V00;V01;V02,21.94,2023,,
KTS,7580101DL,Kiến trúc (DL),V00;V01;V02,22.15,2024,Đào tạo tại cơ sở Đà Lạt,
KTS,7580101DL,Kiến trúc (DL),V00;V01;V02,22.18,2025,,
KTS,7580102,Kiến trúc cảnh quan,V00;V01,21.2,2019,,
KTS,7580102,Kiến trúc cảnh quan,V00;V01;V02,22.89,2020,Tại TPHCM,
KTS,7580102,Kiến trúc cảnh quan,V00;V01;V02,23.51,2021,,
KTS,7580102,Kiến trúc cảnh quan,V00;V01;V02,23.05,2022,,
KTS,7580102,Kiến trúc cảnh quan,V00;V01;V02,23.95,2023,,
KTS,7580102,Kiến trúc cảnh quan,V00;V01;V02,23.4,2024,,
KTS,7580102,Kiến trúc cảnh quan,V00;V01;V02,21.04,2025,,
KTS,7580105,Quy hoạch vùng và đô thị,V00;V01,20.8,2019,,
KTS,7580105,Quy hoạch vùng và đô thị,V00;V01;V02,21.76,2020,Tại TPHCM,
KTS,7580105,Quy hoạch vùng và đô thị,V00;V01;V02,22.65,2021,,
KTS,7580105,"Quy hoạch vùng và đô
thị",V00;V01;V02,22.28,2022,,
KTS,7580105,Quy hoạch vùng và đô thị,V00;V01;V02,23.54,2023,,
KTS,7580105,Quy hoạch vùng và đô thị,V00;V01;V02,23.12,2024,,
KTS,7580105,Quy hoạch vùng và đô thị,V00;V01;V02,20.64,2025,,
KTS,7580105CLC,Quy hoạch vùng và đô thị,V00;V01,16.5,2019,,
KTS,7580105CLC,Quy hoạch vùng và đô thị (CLC),V00;V01;V02,16.5,2020,Tại TPHCM,
KTS,7580105CLC,Quy hoạch vùng và đô thị (CLC),V00;V01;V02,20.83,2021,,
KTS,7580105CLC,"Quy hoạch vùng và đô
thị (CLC)",V00;V01;V02,21.55,2022,,
KTS,7580105CLC,Quy hoạch vùng và đô thị (CLC),V00;V01;V02,22.37,2023,,
KTS,7580105CLC,Quy hoạch vùng và đô thị (CLC),V00;V01;V02,22.32,2024,,
KTS,7580105CLC,Quy hoạch vùng và đô thị (Chất lượng cao),V00;V01;V02,20.18,2025,,
KTS,7580108,Thiết kế nội thất,V00;V01,22.55,2019,,
KTS,7580108,Thiết kế nội thất,V00;V01;V02,24.15,2020,Tại TPHCM,
KTS,7580108,Thiết kế nội thất,V00;V01;V02,24.46,2021,,
KTS,7580108,Thiết kế nội thất,V00;V01;V02,24.59,2022,,
KTS,7580108,Thiết kế nội thất,V00;V01;V02,24.61,2023,,
KTS,7580108,Thiết kế nội thất,V00;V01;V02,23.91,2024,,
KTS,7580108,Thiết kế nội thất,V00;V01;V02,21.77,2025,,
KTS,7580108CT,Thiết kế nội thất,V00;V01,17,2019,,
KTS,7580108CT,Thiết kế nội thất (CT),V00;V01,17,2020,Tại Trung tâm đào tạo cơ sở Cần Thơ,
KTS,7580108CT,Thiết kế nội thất (CT),V00;V01,20.75,2021,Cơ sở Cần Thơ,
KTS,7580108CT,Thiết kế nội thất (CT),V00;V01;V02,17,2022,Cơ sở Cần Thơ,
KTS,7580108CT,Thiết kế nội thất (Cần Thơ),V00;V01;V02,18.73,2023,,
KTS,7580108CT,Thiết kế nội thất (CT),V00;V01;V02,21.81,2024,Đào tạo tại cơ sở Cần Thơ,
KTS,7580108CT,Thiết kế nội thất (CT),V00;V01;V02,21.77,2025,,
KTS,7580201,Kỹ thuật xây dựng,A00;A01,19.7,2019,,
KTS,7580201,Kỹ thuật xây dựng,A00;A01,21.9,2020,Tại TPHCM,
KTS,7580201,Kỹ thuật xây dựng,A00;A01,22.6,2021,,
KTS,7580201,Kỹ thuật xây dựng,A00;A01,19.85,2022,,
KTS,7580201,Kỹ thuật xây dựng,A00;A01,20.95,2023,,
KTS,7580201,Kỹ thuật xây dựng,A00;A01;C01;C02,21.2,2024,,
KTS,7580201,Kỹ thuật xây dựng,A00;A01;C01,19.6,2025,,
KTS,7580201CLC,Kỹ thuật xây dựng,A00;A01,15.25,2019,,
KTS,7580201CLC,Kỹ thuật xây dựng (CLC),A00;A01,15.5,2020,Tại TPHCM,
KTS,7580201CLC,Kỹ thuật xây dựng (CLC),A00;A01,20.65,2021,,
KTS,7580201CLC,Kỹ thuật xây dựng (CLC),A00;A01,21.1,2022,,
KTS,7580201CLC,Kỹ thuật xây dựng (CLC),A00;A01,21.1,2023,,
KTS,7580201CLC,Kỹ thuật xây dựng (CLC),A00;A01;C01;C02,21.2,2024,,
KTS,7580201CLC,Kỹ thuật xây dựng (Chất lượng cao),A00;A01;C01,20.1,2025,,
KTS,7580201CT,Kỹ thuật xây dựng,A00;A01,15.05,2019,,
KTS,7580201CT,Kỹ thuật xây dựng (CT),A00;A01,15.5,2020,Tại Trung tâm đào tạo cơ sở Cần Thơ,
KTS,7580201CT,Kỹ thuật xây dựng (CT),A00;A01,17.15,2021,Cơ sở Cần Thơ,
KTS,7580201CT,Kỹ thuật xây dựng (CT),A00;A01,15.5,2022,Cơ sở Cần Thơ,
KTS,7580201CT,Kỹ thuật xây dựng (Cần Thơ),A00;A01,15,2023,,
KTS,7580201CT,Kỹ thuật xây dựng (CT),A00;A01;C01;C02,17.35,2024,Đào tạo tại cơ sở Cần Thơ,
KTS,7580201CT,Kỹ thuật xây dựng (CT),A00;A01;C01,19.6,2025,,
KTS,7580201DL,Kỹ thuật xây dựng,A00;A01,15.15,2019,,
KTS,7580201DL,Kỹ thuật xây dựng (DL),A00;A01,15.5,2020,Tại Trung tâm đào tạo cơ sở Đà Lạt,
KTS,7580201DL,Kỹ thuật xây dựng (DL),A00;A01,17.2,2021,Cơ sở Đà Lạt,
KTS,7580201DL,Kỹ thuật xây dựng (DL),A00;A01,15.5,2022,Cơ sở Đà Lạt,
KTS,7580201DL,Kỹ thuật xây dựng (Đà Lạt),A00;A01,15,2023,,
KTS,7580201DL,Kỹ thuật xây dựng (DL),A00;A01;C01;C02,15.95,2024,Đào tạo tại cơ sở Đà Lạt,
KTS,7580201DL,Kỹ thuật xây dựng (DL),A00;A01;C01,19.6,2025,,
KTS,7580210,Kỹ thuật cơ sở hạ tầng,A00;A01,16,2019,,
KTS,7580210,Kỹ thuật cơ sở hạ tầng,A00;A01,15.5,2020,Tại TPHCM,
KTS,7580210,Kỹ thuật cơ sở hạ tầng,A00;A01,16.2,2021,,
KTS,7580210,Kỹ thuật cơ sở hạ tầng,A00;A01,15.5,2022,,
KTS,7580210,Kỹ thuật cơ sở hạ tầng,A00;A01,15,2023,,
KTS,7580210,Kỹ thuật cơ sở hạ tầng,A00;A01;C01;D01,18.8,2024,,
KTS,7580210,Kỹ thuật cơ sở hạ tầng,A00;A01;C01;D01,18.8,2025,,
KTS,7580302,Quản lý xây dựng,A00;A01,18.8,2019,,
KTS,7580302,Quản lý xây dựng,A00;A01,21.7,2020,Tại TPHCM,
KTS,7580302,Quản lý xây dựng,A00;A01,22,2021,,
KTS,7580302,Quản lý xây dựng,A00;A01,20.5,2022,,
KTS,7580302,Quản lý xây dựng,A00;A01,21.2,2023,,
KTS,7580302,Quản lý xây dựng,A00;A01;C01;C02,22.5,2024,,
KTS,7580302,Quản lý xây dựng,A00;A01;C01,20.5,2025,,
LAH,7860201,Chỉ huy tham mưu Lục quân (Thí sinh nam cả nước ),A00;A01,22.3,2019,"Thí sinh mức 22,30 điểm: Tiêu chí phụ 1: Điểm môn Toán  ≥ 7,80. Tiêu chí phụ 2: Điểm môn Lý  ≥ 7,00.",
LAH,7860201,Chỉ huy tham mưu,A00;A01,25.3,2020,Thí sinh mức 25.3: Tiêu chí phụ 1: Toán >= 8.8; Tiêu chí phụ 2: Vật Lý >= 7.75; Tiêu chí phụ 3: Hóa (Tiếng Anh) >= 8.5,
LAH,7860201,Chỉ huy tham mưu Lục quân,A00;A01,24.3,2021,Thí sinh mức 24.3 điểm xét  tiêu chí phụ môn Toán ≥ 8.8,
LAH,7860201,Chỉ huy tham mưu Lục quân,A00;A01,24.55,2022,Thí sinh mức 24.55 điểm xét  tiêu chí phụ môn Toán ≥ 8,
LAH,7860201,Ngành Chỉ huy tham mưu Lục quân,A00;A01,21.1,2023,TS nam miền Bắc,
LAH,7860201,Chỉ huy tham mưu Lục quân,A00;A01,24.45,2024,TS nam miền Bắc; Tiêu chí phụ 1: Toán >= 8.80,
LAH,7860201,Chỉ huy Tham mưu Lục quân,A00;A01;C01,24.2,2025,,
LDA,7310301,Xã hội học,A01;C00;D01,14,2019,TTNV <=1,
LDA,7310301,Xã hội học,A01;C00;D01,14.5,2020,,
LDA,7310301,Xã hội học,A01;C00;D01,17.75,2021,,
LDA,7310301,Xã hội học,A01;C00;D01,15.3,2022,,
LDA,7310301,Xã hội học,A01;C00;D01,20,2023,,
LDA,7310301,Xã hội học,A01;C00;D01,22.75,2024,,
LDA,7310301,Xã hội học,C00;C03;C07;D01;D14;X70,23.7,2025,,
LDA,7340101,Quản trị kinh doanh,A00;A01;D01,19.1,2019,TTNV <=3,
LDA,7340101,Quản trị Kinh doanh,A00;A01;D01,22,2020,,
LDA,7340101,Quản trị Kinh doanh,A00;A01;D01,24.65,2021,,
LDA,7340101,Quản trị kinh doanh,A00;A01;D01,23.25,2022,,
LDA,7340101,Quản trị kinh doanh,A00;A01;D01,22.8,2023,,
LDA,7340101,Quản trị kinh doanh,A00;A01;D01,22.8,2024,,
LDA,7340101,Quản trị kinh doanh,A01;D01;D07;D09;D10;X25,18.75,2025,,
LDA,7340201,Tài chính Ngân hàng,A00;A01;D01,18.65,2019,TTNV <=1,
LDA,7340201,Tài chính Ngân hàng,A00;A01;D01,22.5,2020,,
LDA,7340201,Tài chính Ngân hàng,A00;A01;D01,24.7,2021,,
LDA,7340201,Tài chính - Ngân hàng,A00;A01;D01,23.5,2022,,
LDA,7340201,Tài chính - Ngân hàng,A00;A01;D01,23.2,2023,,
LDA,7340201,Tài chính - Ngân hàng,A00;A01;D01,23.61,2024,,
LDA,7340201,Tài chính - Ngân hàng,A01;D01;D07;D09;D10;X25,18.75,2025,,
LDA,7340301,Kế toán,A00;A01;D01,19.55,2019,TTNV <=2,
LDA,7340301,Kế toán,A00;A01;D01,22.85,2020,,
LDA,7340301,Kế toán,A00;A01;D01,24.85,2021,,
LDA,7340301,Kế toán,A00;A01;D01,23.6,2022,,
LDA,7340301,Kế toán,A00;A01;D01,23.15,2023,,
LDA,7340301,Kế toán,A00;A01;D01,23.6,2024,,
LDA,7340301,Kế toán,A01;D01;D07;D09;D10;X25,18.2,2025,,
LDA,7340404,Quản trị nhân lực,A00;A01;D01,18.45,2019,TTNV <=1,
LDA,7340404,Quản trị nhân lực,A00;A01;D01,22,2020,,
LDA,7340404,Quản trị nhân lực,A00;A01;D01,24.8,2021,,
LDA,7340404,Quản trị nhân lực,A00;A01;D01,23.3,2022,,
LDA,7340404,Quản trị nhân lực,A00;A01;D01,22.7,2023,,
LDA,7340404,Quản trị nhân lực,A00;A01;D01,23.19,2024,,
LDA,7340404,Quản trị nhân lực,A01;D01;D07;D09;D10;X25,18.6,2025,,
LDA,7340408,Quan hệ lao động,A00;A01;D01,14.1,2019,TTNV <=7,
LDA,7340408,Quan hệ lao động,A00;A01;D01,14.5,2020,,
LDA,7340408,Quan hệ lao động,A00;A01;D01,15.1,2021,,
LDA,7340408,Quan hệ lao động,A00;A01;D01,15.3,2022,,
LDA,7340408,Quan hệ lao dộng,A00;A01;D01,17.1,2023,,
LDA,7340408,Quan hệ lao động,A00;A01;D01,19.95,2024,,
LDA,7340408,Quan hệ lao động,A01;D01;D07;D09;D10;X25,20.43,2025,,
LDA,7380101,Luật,A01;C00;D01,19.25,2019,TTNV <=3,
LDA,7380101,Luật,A01;C00;D01,23.25,2020,,
LDA,7380101,Luật,A01;C00;D01,25.5,2021,,
LDA,7380101,Luật,A01;C00;D01,26.1,2022,,
LDA,7380101,Luật,A01;C00;D01,23.23,2023,,
LDA,7380101,Luật,A01;C00;D01,26.38,2024,,
LDA,7380101,Luật,C00;C03;C07;D01;D14;X70,25.25,2025,,
LDA,7760101,Công tác xã hội,A01;C00;D01,14,2019,TTNV<=6,
LDA,7760101,Công tác xã hội,A01;C00;D01,15,2020,,
LDA,7760101,Công tác xã hội,A01;C00;D01,19.7,2021,,
LDA,7760101,Công tác xã hội,A01;C00;D01,19,2022,,
LDA,7760101,Công tác xã hội,A01;C00;D01,21.25,2023,,
LDA,7760101,Công tác xã hội,A01;C00;D01,23.75,2024,,
LDA,7760101,Công tác xã hội,C00;C03;C07;D01;D14;X70,23.72,2025,,
LDA,7850201,Bảo hộ lao động,A00;A01;D01,14.1,2019,TTNV <=1,
LDA,7850201,Bảo hộ Lao động,A00;A01;D01,14.5,2020,,
LDA,7850201,Bảo hộ Lao động,A00;A01;D01,18.2,2021,,
LDA,7850201,Bảo hộ lao động,A00;A01;D01,15.3,2022,,
LDA,7850201,Bảo hộ lao động,A00;A01;D01,15.15,2023,,
LDA,7850201,Bảo hộ lao động,A00;A01;D01,15.2,2024,,
LDA,7850201,Bảo hộ lao động,A00;A01;A03;C01;D01;X06,19.69,2025,,
LPH,7220201_A01,Ngôn ngữ Anh,A01,20,2019,,
LPH,7220201_D01,Ngôn ngữ Anh,D01,21.5,2019,,
LPH,7220201_A01,Ngôn ngữ Anh,A01,21.55,2020,,
LPH,7220201_D01,Ngôn ngữ Anh,D01,24.6,2020,,
LPH,7220201_A01,Ngôn ngữ Anh,A01,25.35,2021,,
LPH,7220201_D01,Ngôn ngữ Anh,D01,26.25,2021,,
LPH,7220201_A01,Ngôn ngữ Anh,A01,24.35,2022,,
