Mã trường,Mã ngành,Tên ngành,Tổ hợp môn,Điểm chuẩn,Năm xét tuyển,Ghi chú,Môn chính
DCN,7220210,Ngôn ngữ Hàn Quốc,D01,23.44,2020,Tiêu chí phụ 1: Ngoại ngữ>7.6; Tiêu chí phụ 2: Ngoại ngữ=7.6 và NV<=5,
DCN,7220210,Ngôn ngữ Hàn Quốc,D01;DD2,26.45,2021,NV≤ 5,
DCN,7220210,Ngôn ngữ Hàn Quốc,D01;DD2,24.55,2022,NV≤ 2,
DCN,7220210,Ngôn ngữ Hàn Quốc,D01;DD2,24.92,2023,,
DCN,7220210,Ngôn ngữ Hàn Quốc,D01;DD2,24.86,2024,,
DCN,7220210,Ngôn ngữ Hàn Quốc,D01;DD2,21.5,2025,,
DCN,7310104,Kinh tế đầu tư,A00;A01;D01,18.95,2019,<=NV4,
DCN,7310104,Kinh tế đầu tư,A00;A01;D01,22.6,2020,Tiêu chí phụ 1: Toán>8.6; Tiêu chí phụ 2: Toán=8.6 và NV<=4,
DCN,7310104,Kinh tế đầu tư,A00;A01;D01,25.05,2021,Tiêu chí phụ thứ nhất: Toán > 8.8; Tiêu chí phụ thứ hai: Toán = 8.8 và NV≤ 4,
DCN,7310104,Kinh tế đầu tư,A00;A01;D01,24.5,2022,Tiêu chí phụ thứ nhất: Toán > 8; Tiêu chí phụ thứ hai: Toán = 8 và NV=1,
DCN,7310104,Kinh tế đầu tư,A00;A01;D01,24.45,2023,,
DCN,7310104,Kinh tế đầu tư,A00;A01;D01,24.64,2024,,
DCN,7310104,Kinh tế đầu tư,A01;D01;X25,21.25,2025,,
DCN,7340101,Quản trị kinh doanh,A00;A01;D01,20.5,2019,(=NV1),
DCN,7340101,Quản trị kinh doanh,A00;A01;D01,23.55,2020,Tiêu chí phụ 1: Toán>8.6; Tiêu chí phụ 2: Toán=8.6 và NV<=3,
DCN,7340101,Quản trị kinh doanh,A00;A01;D01,25.3,2021,Tiêu chí phụ thứ nhất: Toán > 8.4; Tiêu chí phụ thứ hai: Toán = 8.4 và NV≤ 3,
DCN,7340101,Quản trị kinh doanh,A00;A01;D01,24.55,2022,Tiêu chí phụ thứ nhất: Toán > 8.2; Tiêu chí phụ thứ hai: Toán = 8.2 và NV=1,
DCN,7340101,Quản trị kinh doanh,A00;A01;D01,24.21,2023,,
DCN,7340101,Quản trị kinh doanh,A00;A01;D01,24.31,2024,,
DCN,7340101,Quản trị kinh doanh,A01;D01;X25,20.25,2025,,
DCN,7340115,Marketing,A00;A01;D01,21.65,2019,<=NV4,
DCN,7340115,Marketing,A00;A01;D01,24.9,2020,Tiêu chí phụ 1: Toán>8.4; Tiêu chí phụ 2: Toán=8.4 và NV<=7,
DCN,7340115,Marketing,A00;A01;D01,26.1,2021,Tiêu chí phụ thứ nhất: Toán > 8.6; Tiêu chí phụ thứ hai: Toán = 8.6 và NV≤ 2,
DCN,7340115,Marketing,A00;A01;D01,25.6,2022,Tiêu chí phụ thứ nhất: Toán > 8.6; Tiêu chí phụ thứ hai: Toán = 8.6 và NV≤ 5,
DCN,7340115,Marketing,A00;A01;D01,25.24,2023,,
DCN,7340115,Marketing,A00;A01;D01,25.33,2024,,
DCN,7340115,Marketing,A01;D01;X25,22.5,2025,,
DCN,7340201,Tài chính – Ngân hàng,A00;A01;D01,20.2,2019,<=NV2,
DCN,7340201,Tài chính Ngân hàng,A00;A01;D01,23.45,2020,Tiêu chí phụ 1: Toán>8.4; Tiêu chí phụ 2: Toán=8.4 và NV<=8,
DCN,7340201,Tài chính – Ngân hàng,A00;A01;D01,25.45,2021,Tiêu chí phụ thứ nhất: Toán > 8.2; Tiêu chí phụ thứ hai: Toán = 8.2 và NV≤ 14,
DCN,7340201,Tài chính – Ngân hàng,A00;A01;D01,24.7,2022,Tiêu chí phụ thứ nhất: Toán > 8.2; Tiêu chí phụ thứ hai: Toán = 8.2 và NV≤ 5,
DCN,7340201,Tài chính - Ngân hàng,A00;A01;D01,24.4,2023,,
DCN,7340201,Tài chính – Ngân hàng,A00;A01;D01,24.74,2024,,
DCN,7340201,Tài chính - Ngân hàng,A01;D01;X25,20.75,2025,,
DCN,7340301,Kế toán,A00;A01;D01,20,2019,<=NV5,
DCN,7340301,Kế toán,A00;A01;D01,22.75,2020,Tiêu chí phụ 1: Toán>7; Tiêu chí phụ 2: Toán=7 và NV<=3,
DCN,7340301,Kế toán,A00;A01;D01,24.75,2021,Tiêu chí phụ thứ nhất: Toán > 8.0; Tiêu chí phụ thứ hai: Toán =8.0 và NV≤ 1,
DCN,7340301,Kế toán,A00;A01;D01,23.95,2022,Tiêu chí phụ thứ nhất: Toán > 7.8; Tiêu chí phụ thứ hai: Toán = 7.8 và NV≤ 1,
DCN,7340301,Kế toán,A00;A01;D01,23.8,2023,,
DCN,7340301,Kế toán,A00;A01;D01,24.01,2024,,
DCN,7340301,Kế toán,A01;D01;X25,20,2025,,
DCN,7340302,Kiểm toán,A00;A01;D01,19.3,2019,<=NV2,
DCN,7340302,Kiểm toán,A00;A01;D01,22.3,2020,Tiêu chí phụ 1: Toán>7.8; Tiêu chí phụ 2: Toán=7.8 và NV<=4,
DCN,7340302,Kiểm toán,A00;A01;D01,25,2021,Tiêu chí phụ thứ nhất: Toán > 8.8; Tiêu chí phụ thứ hai: Toán = 8.8 và NV≤ 9,
DCN,7340302,Kiểm toán,A00;A01;D01,24.3,2022,Tiêu chí phụ thứ nhất: Toán > 8.2; Tiêu chí phụ thứ hai: Toán = 8.2 và NV≤ 5,
DCN,7340302,Kiểm toán,A00;A01;D01,24.03,2023,,
DCN,7340302,Kiểm toán,A00;A01;D01,24.45,2024,,
DCN,7340302,Kiểm toán,A01;D01;X25,20,2025,,
DCN,7340404,Quản trị nhân lực,A00;A01;D01,20.65,2019,<=NV3,
DCN,7340404,Quản trị nhân lực,A00;A01;D01,24.2,2020,Tiêu chí phụ 1: Toán>8.2; Tiêu chí phụ 2: Toán=8.2 và NV<=5,
DCN,7340404,Quản trị nhân lực,A00;A01;D01,25.65,2021,Tiêu chí phụ thứ nhất: Toán > 8.2; Tiêu chí phụ thứ hai: Toán = 8.2 và NV≤ 5,
DCN,7340404,Quản trị nhân lực,A00;A01;D01,24.95,2022,Tiêu chí phụ thứ nhất: Toán > 8.2; Tiêu chí phụ thứ hai: Toán = 8.2 và NV≤ 7,
DCN,7340404,Quản trị nhân lực,A00;A01;D01,24.59,2023,,
DCN,7340404,Quản trị nhân lực,A00;A01;D01,24.8,2024,,
DCN,7340404,Quản trị nhân lực,A01;D01;X25,21.25,2025,,
DCN,7340406,Quản trị văn phòng,A00;A01;D01,19.3,2019,<=NV3,
DCN,7340406,Quản trị văn phòng,A00;A01;D01,22.2,2020,Tiêu chí phụ 1: Toán>8.2; Tiêu chí phụ 2: Toán=8.2 và NV<=4,
DCN,7340406,Quản trị văn phòng,A00;A01;D01,24.5,2021,Tiêu chí phụ thứ nhất: Toán > 7.6; Tiêu chí phụ thứ hai: Toán = 7.6 và NV≤ 5,
DCN,7340406,Quản trị văn phòng,A00;A01;D01,24,2022,Tiêu chí phụ thứ nhất: Toán > 8; Tiêu chí phụ thứ hai: Toán = 8 và NV=1,
DCN,7340406,Quản trị văn phòng,A00;A01;D01,23.09,2023,,
DCN,7340406,Quản trị văn phòng,A00;A01;D01,24.01,2024,,
DCN,7340406,Quản trị văn phòng,A01;D01;X25,20,2025,,
DCN,7480101,Khoa học máy tính,A00;A01,21.15,2019,<=NV6,
DCN,7480101,Khoa học máy tính,A00;A01,24.7,2020,Tiêu chí phụ 1: Toán>8.2; Tiêu chí phụ 2: Toán=8.2 và NV<=5,
DCN,7480101,Khoa học máy tính,A00;A01,25.65,2021,Tiêu chí phụ thứ nhất: Toán > 8.4; Tiêu chí phụ thứ hai: Toán = 8.4 và NV≤ 7,
DCN,7480101,Khoa học máy tính,A00;A01,25.65,2022,Tiêu chí phụ thứ nhất: Toán > 8.4; Tiêu chí phụ thứ hai: Toán = 8.4 và NV≤ 5,
DCN,7480101,Khoa học máy tính,A00;A01,25.05,2023,,
DCN,7480101,Khoa học máy tính,A00;A01,25.32,2024,,
DCN,7480101,Khoa học máy tính,A00;A01;X06;X07,23.72,2025,,
DCN,7480102,Mạng máy tính và truyền thông dữ liệu,A00;A01,19.65,2019,<=NV3,
DCN,7480102,Mạng máy tính và truyền thông dữ liệu,A00;A01,23.1,2020,Tiêu chí phụ 1: Toán>7.6; Tiêu chí phụ 2: Toán=7.6 và NV<=4,
DCN,7480102,Mạng máy tính và truyền thông dữ liệu,A00;A01,25.05,2021,Tiêu chí phụ thứ nhất: Toán > 8.0; Tiêu chí phụ thứ hai: Toán = 8.0 và NV≤ 3,
DCN,7480102,Mạng máy tính và truyền thông dữ liệu,A00;A01,24.65,2022,Tiêu chí phụ thứ nhất: Toán > 8.4; Tiêu chí phụ thứ hai: Toán = 8.4 và NV≤ 5,
DCN,7480102,Mạng máy tính và truyền thông dữ liệu,A00;A01,24.17,2023,,
DCN,7480102,Mạng máy tính và truyền thông dữ liệu,A00;A01,24.35,2024,,
DCN,7480102,Mạng máy tính và truyền thông dữ liệu,A00;A01;X06;X07,21.7,2025,,
DCN,7480103,Kỹ thuật phần mềm,A00;A01,21.05,2019,<=NV3,
DCN,7480103,Kỹ thuật phần mềm,A00;A01,24.3,2020,Tiêu chí phụ 1: Toán>8.8; Tiêu chí phụ 2: Toán=8.8 và NV<=1,
DCN,7480103,Kỹ thuật phần mềm,A00;A01,25.4,2021,Tiêu chí phụ thứ nhất: Toán > 8.6; Tiêu chí phụ thứ hai: Toán = 8.6 và NV≤ 3,
DCN,7480103,Kỹ thuật phần mềm,A00;A01,25.35,2022,Tiêu chí phụ thứ nhất: Toán > 8.6; Tiêu chí phụ thứ hai: Toán = 8.6 và NV≤ 2,
DCN,7480103,Kỹ thuật phần mềm,A00;A01,24.54,2023,,
DCN,7480103,Kỹ thuật phần mềm,A00;A01,24.68,2024,,
DCN,7480103,Kỹ thuật phần mềm,A00;A01;X06;X07,21.75,2025,,
DCN,7480104,Hệ thống thông tin,A00;A01,20.2,2019,<=NV3,
DCN,7480104,Hệ thống thông tin,A00;A01,23.5,2020,Tiêu chí phụ 1: Toán>8; Tiêu chí phụ 2: Toán=8 và NV<=3,
DCN,7480104,Hệ thống thông tin,A00;A01,25.25,2021,Tiêu chí phụ thứ nhất: Toán > 8.0; Tiêu chí phụ thứ hai: Toán = 8.0 và NV≤11,
DCN,7480104,Hệ thống thông tin,A00;A01,25.15,2022,Tiêu chí phụ thứ nhất: Toán > 8.4; Tiêu chí phụ thứ hai: Toán = 8.4 và NV≤ 3,
DCN,7480104,Hệ thống thông tin,A00;A01,24.31,2023,,
DCN,7480104,Hệ thống thông tin,A00;A01,24.44,2024,,
DCN,7480104,Hệ thống thông tin,A00;A01;X06;X07,21.1,2025,,
DCN,7480108,Công nghệ kỹ thuật máy tính,A00;A01,20.5,2019,<=NV4,
DCN,7480108,Công nghệ kỹ thuật máy tính,A00;A01,24,2020,Tiêu chí phụ 1: Toán>8.6; Tiêu chí phụ 2: Toán=8.6 và NV<=7,
DCN,7480108,Công nghệ kỹ thuật máy tính,A00;A01,25.1,2021,Tiêu chí phụ thứ nhất: Toán  > 8.6; Tiêu chí phụ thứ hai: Toán = 8.6 và NV≤ 3,
DCN,7480108,Công nghệ kỹ thuật máy tính,A00;A01,24.7,2022,Tiêu chí phụ thứ nhất: Toán  > 8.2; Tiêu chí phụ thứ hai: Toán = 8.2 và NV≤ 2,
DCN,7480108,Công nghệ kỹ thuật máy tính,A00;A01,24.3,2023,,
DCN,7480108,Công nghệ kỹ thuật máy tính,A00;A01,24.55,2024,,
DCN,7480108,Công nghệ kỹ thuật máy tính,A00;A01;X06;X07,21.85,2025,,
DCN,7480201,Công nghệ thông tin,A00;A01,22.8,2019,<=NV2,
DCN,7480201,Công nghệ thông tin,A00;A01,25.6,2020,Tiêu chí phụ 1: Toán>8.6; Tiêu chí phụ 2: Toán=8.6 và NV<=1,
DCN,7480201,Công nghệ thông tin,A00;A01,26.05,2021,Tiêu chí phụ thứ nhất: Toán > 8.6; Tiêu chí phụ thứ hai: Toán = 8.6 và NV≤ 3,
DCN,7480201,Công nghệ thông tin,A00;A01,26.15,2022,Tiêu chí phụ thứ nhất: Toán > 8.6; Tiêu chí phụ thứ hai: Toán = 8.6 và NV≤ 3,
DCN,7480201,Công nghệ thông tin,A00;A01,25.19,2023,,
DCN,7480201,Công nghệ thông tin,A00;A01,25.22,2024,,
DCN,7480201,Công nghệ thông tin,A00;A01;X06;X07,23.09,2025,,
DCN,7510201,Công nghệ kỹ thuật cơ khí,A00;A01,20.85,2019,<=NV2,
DCN,7510201,Công nghệ kỹ thuật cơ khí,A00;A01,23.9,2020,Tiêu chí phụ 1: Toán>8.4; Tiêu chí phụ 2: Toán=8.4 và NV<=2,
DCN,7510201,Công nghệ kỹ thuật cơ khí,A00;A01,24.35,2021,Tiêu chí phụ thứ nhất: Toán > 8.6; Tiêu chí phụ thứ hai: Toán = 8.6 và NV≤ 1,
DCN,7510201,Công nghệ kỹ thuật cơ khí,A00;A01,23.25,2022,Tiêu chí phụ thứ nhất: Toán > 8; Tiêu chí phụ thứ hai: Toán = 8 và NV≤ 4,
DCN,7510201,Công nghệ kỹ thuật cơ khí,A00;A01,23.42,2023,,
DCN,7510201,Công nghệ kỹ thuật cơ khí,A00;A01,24.35,2024,,
DCN,7510201,Công nghệ kỹ thuật cơ khí,A00;A01;X06;X07,23.72,2025,,
DCN,7510203,Công nghệ kỹ thuật cơ điện tử,A00;A01,22.35,2019,<=NV2,
DCN,7510203,Công nghệ kỹ thuật cơ điện tử,A00;A01,25.3,2020,Tiêu chí phụ 1: Toán>8.8; Tiêu chí phụ 2: Toán=8.8 và NV<=7,
DCN,7510203,Công nghệ kỹ thuật cơ điện tử,A00;A01,25.35,2021,Tiêu chí phụ thứ nhất: Toán > 8.6; Tiêu chí phụ thứ hai: Toán = 8.6 và NV≤ 2,
DCN,7510203,Công nghệ kỹ thuật cơ điện tử,A00;A01,24.95,2022,Tiêu chí phụ thứ nhất: Toán > 9; Tiêu chí phụ thứ hai: Toán = 9 và NV=1,
DCN,7510203,Công nghệ kỹ thuật cơ điện tử,A00;A01,24.63,2023,,
DCN,7510203,Công nghệ kỹ thuật cơ điện tử,A00;A01,25.41,2024,,
DCN,7510203,Công nghệ kỹ thuật cơ điện tử,A00;A01;X06;X07,25.17,2025,,
DCN,7510205,Công nghệ kỹ thuật ô tô,A00;A01,22.1,2019,<=NV2,
DCN,7510205,Công nghệ kỹ thuật ô tô,A00;A01,25.1,2020,Tiêu chí phụ 1: Toán>8.6; Tiêu chí phụ 2: Toán=8.6 và NV<=2,
DCN,7510205,Công nghệ kỹ thuật ô tô,A00;A01,25.25,2021,Tiêu chí phụ thứ nhất: Toán > 8.0; Tiêu chí phụ thứ hai: Toán = 8.0 và NV≤ 8,
DCN,7510205,Công nghệ kỹ thuật ô tô,A00;A01,24.7,2022,Tiêu chí phụ thứ nhất: Toán > 8.2; Tiêu chí phụ thứ hai: Toán = 8.2 và NV≤ 7,
DCN,7510205,Công nghệ kỹ thuật ô tô,A00;A01,24.26,2023,,
DCN,7510205,Công nghệ kỹ thuật ô tô,A00;A01,24.82,2024,,
DCN,7510205,Công nghệ kỹ thuật ô tô,A00;A01;X06;X07,22.5,2025,,
DCN,7510206,Công nghệ kỹ thuật nhiệt,A00;A01,19.15,2019,<=NV4,
DCN,7510206,Công nghệ kỹ thuật nhiệt,A00;A01,22.45,2020,Tiêu chí phụ 1: Toán>7.2; Tiêu chí phụ 2: Toán=7.2 và NV<=4,
DCN,7510206,Công nghệ kỹ thuật nhiệt,A00;A01,23.9,2021,Tiêu chí phụ thứ nhất: Toán > 8.2; Tiêu chí phụ thứ hai: Toán = 8.2 và NV≤ 2,
DCN,7510206,Công nghệ kỹ thuật nhiệt,A00;A01,20,2022,,
DCN,7510206,Công nghệ kỹ thuật nhiệt,A00;A01,22.15,2023,,
DCN,7510206,Công nghệ kỹ thuật nhiệt,A00;A01,23.57,2024,,
DCN,7510206,Công nghệ kỹ thuật nhiệt,A00;A01;X06;X07,21.85,2025,,
DCN,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01,20.9,2019,(=NV1),
DCN,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01,24.1,2020,Tiêu chí phụ 1: Toán>8.6; Tiêu chí phụ 2: Toán=8.6 và NV<=2,
DCN,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01,24.6,2021,Tiêu chí phụ thứ nhất: Toán > 8.6; Tiêu chí phụ thứ hai: Toán = 8.6 và NV≤ 1,
DCN,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01,23.55,2022,Tiêu chí phụ thứ nhất: Toán > 7.6; Tiêu chí phụ thứ hai: Toán = 7.6 và NV=1,
DCN,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01,23.81,2023,,
DCN,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01,24.51,2024,,
DCN,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01;X06;X07,23.93,2025,,
DCN,7510302,Công nghệ kỹ thuật điện tử - viễn thông,A00;A01,19.75,2019,<=NV4,
DCN,7510302,Công nghệ kỹ thuật điện tử viễn thông,A00;A01,23.2,2020,Tiêu chí phụ 1: Toán>8.2; Tiêu chí phụ 2: Toán=8.2 và NV<=1,
DCN,7510302,Công nghệ kỹ thuật điện tử - viễn thông,A00;A01,24.25,2021,Tiêu chí phụ thứ nhất: Toán > 8.4; Tiêu chí phụ thứ hai: Toán = 8.4 và NV≤ 1,
DCN,7510302,Công nghệ kỹ thuật điện tử - viễn thông,A00;A01,23.05,2022,Tiêu chí phụ thứ nhất: Toán > 7.8; Tiêu chí phụ thứ hai: Toán = 7.88 và NV≤ 2,
DCN,7510302,Công nghệ kỹ thuật điện tử -viễn thông,A00;A01,23.65,2023,,
DCN,7510302,Công nghệ kỹ thuật điện tử - viễn thông,A00;A01,24.4,2024,,
DCN,7510302,Công nghệ kỹ thuật điện tử - viễn thông,A00;A01;X06;X07,22.75,2025,,
DCN,7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00;A01,23.1,2019,<=NV2,
DCN,7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00;A01,26,2020,Tiêu chí phụ 1: Toán>9; Tiêu chí phụ 2: Toán=9 và NV<=5,
DCN,7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00;A01,26,2021,Tiêu chí phụ thứ nhất: Toán > 9.0; Tiêu chí phụ thứ hai: Toán = 9.0 và NV≤ 1,
DCN,7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00;A01,25.85,2022,Tiêu chí phụ thứ nhất: Toán > 8.6; Tiêu chí phụ thứ hai: Toán = 8.6 và NV=1,
DCN,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,A00;A01,25.47,2023,,
DCN,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,A00;A01,26.05,2024,,
DCN,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,A00;A01;X06;X07,26.27,2025,,
DCN,7510401,Công nghệ kỹ thuật hoá học,A00;B00;D07,16.95,2019,(=NV1),
DCN,7510401,Công nghệ kỹ thuật hoá học,A00;B00;D07,18,2020,Tiêu chí phụ 1: Toán>5; Tiêu chí phụ 2: Toán=5 và NV<=1,
DCN,7510401,Công nghệ kỹ thuật hoá học,A00;B00;D01;D07,22.05,2021,Tiêu chí phụ thứ nhất: Toán > 7.8; Tiêu chí phụ thứ hai: Toán = 7.8 và NV≤ 2,
DCN,7510401,Công nghệ kỹ thuật hoá học,A00;B00;D07,19.95,2022,Tiêu chí phụ thứ nhất: Toán > 7.2; Tiêu chí phụ thứ hai: Toán = 7.2 và NV=1,
DCN,7510401,Công nghệ kỹ thuật hoá học,A00;B00;D07,20.35,2023,,
DCN,7510401,Công nghệ kỹ thuật hoá học,A00;B00;D07,19,2024,,
DCN,7510401,Công nghệ kỹ thuật hóa học,A00;B00;C02;D07,20.25,2025,,
DCN,7510406,Công nghệ kỹ thuật môi trường,A00;B00;D07,16,2019,<=NV3,
DCN,7510406,Công nghệ kỹ thuật môi trường,A00;B00;D07,18.05,2020,Tiêu chí phụ 1: Toán>6.8; Tiêu chí phụ 2: Toán=6.8 và NV<=5,
DCN,7510406,Công nghệ kỹ thuật môi trường,A00;B00;D01;D07,20.8,2021,Tiêu chí phụ thứ nhất: Toán > 7.8; Tiêu chí phụ thứ hai: Toán = 7.8 và NV≤ 9,
DCN,7510406,Công nghệ kỹ thuật môi trường,A00;B00;D07,18.65,2022,Tiêu chí phụ thứ nhất: Toán > 7.4; Tiêu chí phụ thứ hai: Toán = 7.4 và NV=13,
DCN,7510406,Công nghệ kỹ thuật môi trường,A00;B00;D07,19,2023,,
DCN,7510406,Công nghệ kỹ thuật môi trường,A00;B00;D07,19,2024,,
DCN,7510406,Công nghệ kỹ thuật môi trường,A00;B00;C02;D07,18.75,2025,,
DCN,7520118,Kỹ thuật hệ thống công nghiệp,A00;A01,17.85,2019,<=NV2,
DCN,7520118,Kỹ thuật hệ thống công nghiệp,A00;A01,21.95,2020,Tiêu chí phụ 1: Toán>8; Tiêu chí phụ 2: Toán=8 và NV<=5,
DCN,7520118,Kỹ thuật hệ thống công nghiệp,A00;A01,23.8,2021,Tiêu chí phụ thứ nhất: Toán > 8.8; Tiêu chí phụ thứ hai: Toán =8.8 và NV≤ 14,
DCN,7520118,Kỹ thuật hệ thống công nghiệp,A00;A01,21.25,2022,Tiêu chí phụ thứ nhất: Toán > 8; Tiêu chí phụ thứ hai: Toán = 8 và NV≤ 4,
DCN,7520118,Kỹ thuật hệ thống công nghiệp,A00;A01,22.65,2023,,
DCN,7520118,Kỹ thuật hệ thống công nghiệp,A00;A01,23.61,2024,,
DCN,7520118,Kỹ thuật hệ thống công nghiệp,A00;A01;X06;X07,21.75,2025,,
DCN,7540101,Công nghệ thực phẩm,A00;B00;D07,19.05,2019,(=NV1),
DCN,7540101,Công nghệ thực phẩm,A00;B00;D07,21.05,2020,Tiêu chí phụ 1: Toán>7.8; Tiêu chí phụ 2: Toán=7.8 và NV<=4,
DCN,7540101,Công nghệ thực phẩm,A00;B00;D01;D07,23.75,2021,Tiêu chí phụ thứ nhất: Toán > 8.0; Tiêu chí phụ thứ hai: Toán = 8.0 và NV≤ 2,
DCN,7540101,Công nghệ thực phẩm,A00;B00;D07,23.75,2022,Tiêu chí phụ thứ nhất: Toán > 8.0; Tiêu chí phụ thứ hai: Toán = 8.0 và NV = 1,
DCN,7540101,Công nghệ thực phẩm,A00;B00;D07,23.51,2023,,
DCN,7540101,Công nghệ thực phẩm,A00;B00;D07,22.65,2024,,
DCN,7540101,Công nghệ thực phẩm,A00;B00;C02;D07,20.6,2025,,
DCN,7540203,"Công nghệ vật liệu dệt, may",A00;A01,16.2,2019,<=NV2,
DCN,7540203,"Công nghệ vật liệu dệt, may",A00;A01;D01,18.5,2020,Tiêu chí phụ 1: Toán>7; Tiêu chí phụ 2: Toán=7 và NV<=2,
DCN,7540203,"Công nghệ vật liệu dệt, may",A00;A01;D01,22.15,2021,Tiêu chí phụ thứ nhất: Toán > 7.6; Tiêu chí phụ thứ hai: Toán = 7.6 và NV≤ 3,
DCN,7540203,"Công nghệ vật liệu dệt, may",A00;A01;D01,22.15,2022,Tiêu chí phụ thứ nhất: Toán > 7.4; Tiêu chí phụ thứ hai: Toán = 7.4 và NV ≤ 2,
DCN,7540203,"Công nghệ vật liệu dệt, may",A00;A01;D01,20.1,2023,,
DCN,7540203,"Công nghệ vật liệu dệt, may",A00;A01;D01,20.9,2024,,
DCN,7540203,"Công nghệ vật liệu dệt, may",A01;D01;X27,18.25,2025,,
DCN,7540204,"Công nghệ dệt, may",A00;A01;D01,20.75,2019,(=NV1),
DCN,7540204,"Công nghệ dệt, may",A00;A01;D01,22.8,2020,Tiêu chí phụ 1: Toán>8; Tiêu chí phụ 2: Toán=8 và NV<=5,
DCN,7540204,"Công nghệ dệt, may",A00;A01;D01,24,2021,Tiêu chí phụ thứ nhất: Toán > 6.8; Tiêu chí phụ thứ hai: Toán = 6.8 và NV≤ 1,
DCN,7540204,"Công nghệ dệt, may",A00;A01;D01,22.45,2022,Tiêu chí phụ thứ nhất: Toán > 7; Tiêu chí phụ thứ hai: Toán = 7 và NV≤ 7,
DCN,7540204,"Công nghệ dệt, may",A00;A01;D01,21.8,2023,,
DCN,7540204,"Công nghệ dệt, may",A00;A01;D01,21.9,2024,,
DCN,7540204,"Công nghệ dệt, may",A01;D01;X27,18,2025,,
DCN,7810101,Du lịch,C00;D01;D14,22.25,2019,<=NV2,
DCN,7810101,Du lịch,C00;D01;D14,24.25,2020,Tiêu chí phụ 1: văn>8.5; Tiêu chí phụ 2: Văn=8.5 và NV<=4,
DCN,7810101,Du lịch,C00;D01;D14,24.75,2021,Tiêu chí phụ thứ nhất: Ngữ văn > 6.75; Tiêu chí phụ thứ hai: Ngữ văn = 6.75 và NV≤1,
DCN,7810101,Du lịch,C00;D01;D14,25.75,2022,NV = 1,
DCN,7810101,Du lịch,C00;D01;D14,24.2,2023,,
DCN,7810101,Du lịch,D01;D14;D15,22.4,2024,,
DCN,7810101,Du lịch,D01;D14;D15,21.85,2025,,
DCN,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;D01,20.2,2019,<=NV3,
DCN,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;D01,23,2020,Tiêu chí phụ 1: Toán>9; tiêu chí phụ 2: Toán>9 và NV<=5,
DCN,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;D01,24.3,2021,Tiêu chí phụ thứ nhất: Toán > 8.8; Tiêu chí phụ thứ hai: Toán = 8.8 và NV≤ 1,
DCN,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;D01,23.45,2022,NV ≤ 2,
DCN,7810103,Quản trị dịch vụ du lịch và lữ hành,A01;D01;D14,23.62,2023,,
DCN,7810103,Quản trị dịch vụ du lịch và lữ hành,A01;D01;D14,23.77,2024,,
DCN,7810103,Quản trị dịch vụ du lịch và lữ hành,D01;D14;D15,22.25,2025,,
DCN,7810201,Quản trị khách sạn,A00;A01;D01,20.85,2019,<=NV2,
DCN,7810201,Quản trị khách sạn,A00;A01;D01,23.75,2020,Tiêu chí phụ 1: Toán>8.2; Tiêu chí phụ 2: Toán=8.2 và NV<=4,
DCN,7810201,Quản trị khách sạn,A00;A01;D01,24.75,2021,Tiêu chí phụ thứ nhất: Toán > 9.4; Tiêu chí phụ thứ hai: Toán = 9.4 và NV≤ 4,
DCN,7810201,Quản trị khách sạn,A00;D01;D14,22.45,2022,NV ≤ 3,
DCN,7810201,Quản trị khách sạn,A01;D01;D14,23.56,2023,,
DCN,7810201,Quản trị khách sạn,A01;D01;D14,23.56,2024,,
DCN,7810201,Quản trị khách sạn,D01;D14;D15,21.75,2025,,
DCQ,7220201,Ngôn ngữ Anh,D01;D07;D11;D14,15,2019,,
DCQ,7220201,Ngôn ngữ Anh,D01;D07;D11;D14,15,2020,,
DCQ,7220201,Ngôn ngữ Anh,D01;D07;D11;D14,15,2021,,
DCQ,7220201,Ngôn ngữ Anh,D01;D07;D11;D14,15,2022,,
DCQ,7220201,Ngôn ngữ Anh,D01;D07;D11;D14,15,2023,,
DCQ,7220201,Ngôn ngữ Anh,D01;D10;D14;D15,16,2024,,
DCQ,7220201,Ngôn ngữ Anh,D01;D10;D14;D15,16,2025,,
DCQ,7310205,Quản lý nhà nước,A00;D01;D11;D14,15,2019,,
DCQ,7310205,Quản lý nhà nước,A00;D01;D11;D14,15,2020,,
