MA_TINH,NĂM_THI,KHOI_THI,GRID_ID,SO_THI_SINH,MOC_DIEM
05,2019,A00,5_29,159,15.00
05,2019,A00,5_29,159,15.05
05,2019,A00,5_29,158,15.10
05,2019,A00,5_29,158,15.15
05,2019,A00,5_29,158,15.20
05,2019,A00,5_29,158,15.25
05,2019,A00,5_29,158,15.30
05,2019,A00,5_29,156,15.35
05,2019,A00,5_29,156,15.40
05,2019,A00,5_29,154,15.45
05,2019,A00,5_29,154,15.50
05,2019,A00,5_29,153,15.55
05,2019,A00,5_29,153,15.60
05,2019,A00,5_29,153,15.65
05,2019,A00,5_29,153,15.70
05,2019,A00,5_29,152,15.75
05,2019,A00,5_29,152,15.80
05,2019,A00,5_29,151,15.85
05,2019,A00,5_29,151,15.90
05,2019,A00,5_29,151,15.95
05,2019,A00,5_29,150,16.00
05,2019,A00,5_29,150,16.05
05,2019,A00,5_29,149,16.10
05,2019,A00,5_29,148,16.15
05,2019,A00,5_29,148,16.20
05,2019,A00,5_29,147,16.25
05,2019,A00,5_29,147,16.30
05,2019,A00,5_29,146,16.35
05,2019,A00,5_29,146,16.40
05,2019,A00,5_29,146,16.45
05,2019,A00,5_29,145,16.50
05,2019,A00,5_29,144,16.55
05,2019,A00,5_29,144,16.60
05,2019,A00,5_29,143,16.65
05,2019,A00,5_29,143,16.70
05,2019,A00,5_29,142,16.75
05,2019,A00,5_29,140,16.80
05,2019,A00,5_29,139,16.85
05,2019,A00,5_29,137,16.90
05,2019,A00,5_29,137,16.95
05,2019,A00,5_29,137,17.00
05,2019,A00,5_29,137,17.05
05,2019,A00,5_29,136,17.10
05,2019,A00,5_29,135,17.15
05,2019,A00,5_29,134,17.20
05,2019,A00,5_29,133,17.25
05,2019,A00,5_29,131,17.30
05,2019,A00,5_29,130,17.35
05,2019,A00,5_29,130,17.40
05,2019,A00,5_29,129,17.45
05,2019,A00,5_29,129,17.50
05,2019,A00,5_29,127,17.55
05,2019,A00,5_29,126,17.60
05,2019,A00,5_29,125,17.65
05,2019,A00,5_29,125,17.70
05,2019,A00,5_29,124,17.75
05,2019,A00,5_29,124,17.80
05,2019,A00,5_29,124,17.85
05,2019,A00,5_29,124,17.90
05,2019,A00,5_29,124,17.95
05,2019,A00,5_29,123,18.00
05,2019,A00,5_29,122,18.05
05,2019,A00,5_29,121,18.10
05,2019,A00,5_29,120,18.15
05,2019,A00,5_29,120,18.20
05,2019,A00,5_29,119,18.25
05,2019,A00,5_29,118,18.30
