nam_thi,mon,bin_start,bin_end,count
2020,Sinh,8.25,8.5,2600
2020,Sinh,8.5,8.75,2065
2020,Sinh,8.75,9.0,1683
2020,Sinh,9.0,9.25,1197
2020,Sinh,9.25,9.5,711
2020,Sinh,9.5,9.75,332
2020,Sinh,9.75,10.0,122
2021,Sinh,-0.001,0.25,26
2021,Sinh,0.25,0.5,1
2021,Sinh,0.5,0.75,11
2021,Sinh,0.75,1.0,37
2021,Sinh,1.0,1.25,110
2021,Sinh,1.25,1.5,176
2021,Sinh,1.5,1.75,366
2021,Sinh,1.75,2.0,621
2021,Sinh,2.0,2.25,1300
2021,Sinh,2.25,2.5,1920
2021,Sinh,2.5,2.75,2997
2021,Sinh,2.75,3.0,4454
2021,Sinh,3.0,3.25,6441
2021,Sinh,3.25,3.5,8856
2021,Sinh,3.5,3.75,12262
2021,Sinh,3.75,4.0,15402
2021,Sinh,4.0,4.25,18294
2021,Sinh,4.25,4.5,21528
2021,Sinh,4.5,4.75,23573
2021,Sinh,4.75,5.0,25079
2021,Sinh,5.0,5.25,25209
2021,Sinh,5.25,5.5,24653
2021,Sinh,5.5,5.75,22773
2021,Sinh,5.75,6.0,20952
2021,Sinh,6.0,6.25,18462
2021,Sinh,6.25,6.5,16037
2021,Sinh,6.5,6.75,13608
2021,Sinh,6.75,7.0,11471
2021,Sinh,7.0,7.25,9503
2021,Sinh,7.25,7.5,7890
2021,Sinh,7.5,7.75,6537
2021,Sinh,7.75,8.0,5192
2021,Sinh,8.0,8.25,4147
2021,Sinh,8.25,8.5,3385
2021,Sinh,8.5,8.75,2716
2021,Sinh,8.75,9.0,2141
2021,Sinh,9.0,9.25,1715
2021,Sinh,9.25,9.5,1408
2021,Sinh,9.5,9.75,1078
2021,Sinh,9.75,10.0,579
2022,Sinh,-0.001,0.25,36
2022,Sinh,0.25,0.5,5
2022,Sinh,0.5,0.75,6
2022,Sinh,0.75,1.0,45
2022,Sinh,1.0,1.25,80
2022,Sinh,1.25,1.5,244
2022,Sinh,1.5,1.75,560
2022,Sinh,1.75,2.0,1191
2022,Sinh,2.0,2.25,2193
2022,Sinh,2.25,2.5,3995
2022,Sinh,2.5,2.75,6188
2022,Sinh,2.75,3.0,9198
2022,Sinh,3.0,3.25,12549
2022,Sinh,3.25,3.5,16010
2022,Sinh,3.5,3.75,19296
2022,Sinh,3.75,4.0,21628
2022,Sinh,4.0,4.25,22942
2022,Sinh,4.25,4.5,24004
2022,Sinh,4.5,4.75,23470
2022,Sinh,4.75,5.0,22360
2022,Sinh,5.0,5.25,20200
2022,Sinh,5.25,5.5,18423
2022,Sinh,5.5,5.75,16094
2022,Sinh,5.75,6.0,13956
2022,Sinh,6.0,6.25,11701
2022,Sinh,6.25,6.5,9799
2022,Sinh,6.5,6.75,8466
2022,Sinh,6.75,7.0,7063
2022,Sinh,7.0,7.25,5942
2022,Sinh,7.25,7.5,5159
2022,Sinh,7.5,7.75,4606
2022,Sinh,7.75,8.0,4062
2022,Sinh,8.0,8.25,3566
2022,Sinh,8.25,8.5,2906
2022,Sinh,8.5,8.75,2096
2022,Sinh,8.75,9.0,1243
2022,Sinh,9.0,9.25,622
2022,Sinh,9.25,9.5,235
2022,Sinh,9.5,9.75,54
2022,Sinh,9.75,10.0,5
2023,Sinh,-0.001,0.25,20
2023,Sinh,0.25,0.5,1
2023,Sinh,0.5,0.75,2
2023,Sinh,0.75,1.0,13
2023,Sinh,1.0,1.25,15
2023,Sinh,1.25,1.5,42
2023,Sinh,1.5,1.75,78
2023,Sinh,1.75,2.0,118
2023,Sinh,2.0,2.25,171
2023,Sinh,2.25,2.5,297
2023,Sinh,2.5,2.75,465
2023,Sinh,2.75,3.0,709
2023,Sinh,3.0,3.25,1077
2023,Sinh,3.25,3.5,1740
2023,Sinh,3.5,3.75,2527
2023,Sinh,3.75,4.0,3748
2023,Sinh,4.0,4.25,5306
2023,Sinh,4.25,4.5,7462
2023,Sinh,4.5,4.75,9963
2023,Sinh,4.75,5.0,13053
2023,Sinh,5.0,5.25,16145
2023,Sinh,5.25,5.5,19307
2023,Sinh,5.5,5.75,22602
2023,Sinh,5.75,6.0,25243
2023,Sinh,6.0,6.25,26677
2023,Sinh,6.25,6.5,27268
2023,Sinh,6.5,6.75,26755
2023,Sinh,6.75,7.0,24468
2023,Sinh,7.0,7.25,21946
2023,Sinh,7.25,7.5,18487
2023,Sinh,7.5,7.75,14606
2023,Sinh,7.75,8.0,11244
2023,Sinh,8.0,8.25,8048
2023,Sinh,8.25,8.5,5739
2023,Sinh,8.5,8.75,3832
2023,Sinh,8.75,9.0,2470
2023,Sinh,9.0,9.25,1526
2023,Sinh,9.25,9.5,888
2023,Sinh,9.5,9.75,432
2023,Sinh,9.75,10.0,135
2024,Sinh,-0.001,0.25,35
2024,Sinh,0.25,0.5,1
2024,Sinh,0.5,0.75,2
2024,Sinh,0.75,1.0,11
2024,Sinh,1.0,1.25,15
2024,Sinh,1.25,1.5,38
2024,Sinh,1.5,1.75,75
2024,Sinh,1.75,2.0,134
2024,Sinh,2.0,2.25,221
2024,Sinh,2.25,2.5,357
2024,Sinh,2.5,2.75,597
2024,Sinh,2.75,3.0,898
2024,Sinh,3.0,3.25,1489
2024,Sinh,3.25,3.5,2257
2024,Sinh,3.5,3.75,3498
2024,Sinh,3.75,4.0,5491
2024,Sinh,4.0,4.25,7544
2024,Sinh,4.25,4.5,10205
2024,Sinh,4.5,4.75,13000
2024,Sinh,4.75,5.0,16114
2024,Sinh,5.0,5.25,18721
2024,Sinh,5.25,5.5,21363
2024,Sinh,5.5,5.75,23825
2024,Sinh,5.75,6.0,25170
2024,Sinh,6.0,6.25,25969
2024,Sinh,6.25,6.5,26129
2024,Sinh,6.5,6.75,25176
2024,Sinh,6.75,7.0,23773
2024,Sinh,7.0,7.25,21545
2024,Sinh,7.25,7.5,18754
2024,Sinh,7.5,7.75,15533
2024,Sinh,7.75,8.0,12398
2024,Sinh,8.0,8.25,8857
2024,Sinh,8.25,8.5,5967
2024,Sinh,8.5,8.75,3591
2024,Sinh,8.75,9.0,1930
2024,Sinh,9.0,9.25,1045
2024,Sinh,9.25,9.5,446
2024,Sinh,9.5,9.75,170
2024,Sinh,9.75,10.0,34
2019,Sử,-0.001,0.25,169
2019,Sử,0.25,0.5,17
2019,Sử,0.5,0.75,84
2019,Sử,0.75,1.0,291
2019,Sử,1.0,1.25,829
2019,Sử,1.25,1.5,2237
2019,Sử,1.5,1.75,4953
2019,Sử,1.75,2.0,9237
2019,Sử,2.0,2.25,15040
2019,Sử,2.25,2.5,21555
2019,Sử,2.5,2.75,29183
2019,Sử,2.75,3.0,35660
2019,Sử,3.0,3.25,39867
2019,Sử,3.25,3.5,42735
2019,Sử,3.5,3.75,43447
2019,Sử,3.75,4.0,43204
2019,Sử,4.0,4.25,40416
2019,Sử,4.25,4.5,36996
2019,Sử,4.5,4.75,33232
2019,Sử,4.75,5.0,29411
2019,Sử,5.0,5.25,25126
2019,Sử,5.25,5.5,21159
2019,Sử,5.5,5.75,17771
2019,Sử,5.75,6.0,14743
2019,Sử,6.0,6.25,12077
2019,Sử,6.25,6.5,9715
2019,Sử,6.5,6.75,8172
2019,Sử,6.75,7.0,6599
2019,Sử,7.0,7.25,5424
2019,Sử,7.25,7.5,4488
2019,Sử,7.5,7.75,3724
2019,Sử,7.75,8.0,3154
2019,Sử,8.0,8.25,2553
2019,Sử,8.25,8.5,2129
2019,Sử,8.5,8.75,1598
2019,Sử,8.75,9.0,1239
2019,Sử,9.0,9.25,928
2019,Sử,9.25,9.5,545
2019,Sử,9.5,9.75,246
2019,Sử,9.75,10.0,80
2020,Sử,-0.001,0.25,19
2020,Sử,0.25,0.5,6
2020,Sử,0.5,0.75,29
2020,Sử,0.75,1.0,71
2020,Sử,1.0,1.25,275
2020,Sử,1.25,1.5,619
2020,Sử,1.5,1.75,1306
2020,Sử,1.75,2.0,2523
2020,Sử,2.0,2.25,4605
2020,Sử,2.25,2.5,7572
2020,Sử,2.5,2.75,11496
2020,Sử,2.75,3.0,16186
2020,Sử,3.0,3.25,21202
2020,Sử,3.25,3.5,26217
2020,Sử,3.5,3.75,30811
2020,Sử,3.75,4.0,34519
2020,Sử,4.0,4.25,36358
2020,Sử,4.25,4.5,37572
2020,Sử,4.5,4.75,37159
2020,Sử,4.75,5.0,35544
2020,Sử,5.0,5.25,33456
2020,Sử,5.25,5.5,30981
2020,Sử,5.5,5.75,28010
2020,Sử,5.75,6.0,25273
2020,Sử,6.0,6.25,22263
2020,Sử,6.25,6.5,19736
2020,Sử,6.5,6.75,17100
2020,Sử,6.75,7.0,14782
2020,Sử,7.0,7.25,12752
2020,Sử,7.25,7.5,11026
2020,Sử,7.5,7.75,9433
2020,Sử,7.75,8.0,8408
2020,Sử,8.0,8.25,7111
2020,Sử,8.25,8.5,6250
2020,Sử,8.5,8.75,5585
2020,Sử,8.75,9.0,4773
2020,Sử,9.0,9.25,3715
2020,Sử,9.25,9.5,2339
2020,Sử,9.5,9.75,1143
2020,Sử,9.75,10.0,380
2021,Sử,-0.001,0.25,11
2021,Sử,0.25,0.5,24
2021,Sử,0.5,0.75,126
2021,Sử,0.75,1.0,383
2021,Sử,1.0,1.25,953
2021,Sử,1.25,1.5,2350
2021,Sử,1.5,1.75,4428
2021,Sử,1.75,2.0,8123
2021,Sử,2.0,2.25,12790
2021,Sử,2.25,2.5,17935
2021,Sử,2.5,2.75,23239
2021,Sử,2.75,3.0,28398
2021,Sử,3.0,3.25,31090
2021,Sử,3.25,3.5,33386
2021,Sử,3.5,3.75,34198
2021,Sử,3.75,4.0,34505
2021,Sử,4.0,4.25,34437
2021,Sử,4.25,4.5,33263
2021,Sử,4.5,4.75,32119
2021,Sử,4.75,5.0,30905
2021,Sử,5.0,5.25,29579
2021,Sử,5.25,5.5,27821
2021,Sử,5.5,5.75,26534
2021,Sử,5.75,6.0,24461
2021,Sử,6.0,6.25,23008
2021,Sử,6.25,6.5,20946
2021,Sử,6.5,6.75,19179
2021,Sử,6.75,7.0,17241
2021,Sử,7.0,7.25,15272
2021,Sử,7.25,7.5,13838
2021,Sử,7.5,7.75,12281
2021,Sử,7.75,8.0,10377
2021,Sử,8.0,8.25,9050
2021,Sử,8.25,8.5,7584
2021,Sử,8.5,8.75,6247
2021,Sử,8.75,9.0,4905
2021,Sử,9.0,9.25,3425
2021,Sử,9.25,9.5,2024
2021,Sử,9.5,9.75,934
2021,Sử,9.75,10.0,266
2022,Sử,-0.001,0.25,6
2022,Sử,0.25,0.5,2
2022,Sử,0.5,0.75,14
2022,Sử,0.75,1.0,58
2022,Sử,1.0,1.25,108
2022,Sử,1.25,1.5,259
2022,Sử,1.5,1.75,579
2022,Sử,1.75,2.0,1154
2022,Sử,2.0,2.25,1929
2022,Sử,2.25,2.5,3235
2022,Sử,2.5,2.75,4690
2022,Sử,2.75,3.0,6456
2022,Sử,3.0,3.25,8329
2022,Sử,3.25,3.5,10685
2022,Sử,3.5,3.75,12913
2022,Sử,3.75,4.0,15610
2022,Sử,4.0,4.25,17953
2022,Sử,4.25,4.5,20593
2022,Sử,4.5,4.75,22979
2022,Sử,4.75,5.0,25896
2022,Sử,5.0,5.25,28554
2022,Sử,5.25,5.5,30961
2022,Sử,5.5,5.75,33304
2022,Sử,5.75,6.0,35161
2022,Sử,6.0,6.25,36931
2022,Sử,6.25,6.5,38602
2022,Sử,6.5,6.75,38565
2022,Sử,6.75,7.0,38718
2022,Sử,7.0,7.25,37785
2022,Sử,7.25,7.5,35358
2022,Sử,7.5,7.75,32674
2022,Sử,7.75,8.0,28576
2022,Sử,8.0,8.25,24257
2022,Sử,8.25,8.5,19968
2022,Sử,8.5,8.75,15598
2022,Sử,8.75,9.0,11742
2022,Sử,9.0,9.25,8343
2022,Sử,9.25,9.5,5572
2022,Sử,9.5,9.75,3766
2022,Sử,9.75,10.0,1779
2023,Sử,-0.001,0.25,7
2023,Sử,0.25,0.5,2
2023,Sử,0.5,0.75,4
2023,Sử,0.75,1.0,25
2023,Sử,1.0,1.25,79
2023,Sử,1.25,1.5,153
2023,Sử,1.5,1.75,373
2023,Sử,1.75,2.0,769
2023,Sử,2.0,2.25,1516
2023,Sử,2.25,2.5,2630
2023,Sử,2.5,2.75,4257
2023,Sử,2.75,3.0,6693
2023,Sử,3.0,3.25,9785
2023,Sử,3.25,3.5,13436
2023,Sử,3.5,3.75,17448
2023,Sử,3.75,4.0,22203
2023,Sử,4.0,4.25,26527
2023,Sử,4.25,4.5,30462
2023,Sử,4.5,4.75,33868
2023,Sử,4.75,5.0,36301
2023,Sử,5.0,5.25,37987
2023,Sử,5.25,5.5,38921
2023,Sử,5.5,5.75,39085
2023,Sử,5.75,6.0,38903
2023,Sử,6.0,6.25,38519
2023,Sử,6.25,6.5,37167
2023,Sử,6.5,6.75,35826
2023,Sử,6.75,7.0,33971
2023,Sử,7.0,7.25,31691
2023,Sử,7.25,7.5,29288
2023,Sử,7.5,7.75,26220
2023,Sử,7.75,8.0,22820
2023,Sử,8.0,8.25,18967
2023,Sử,8.25,8.5,15018
2023,Sử,8.5,8.75,11590
2023,Sử,8.75,9.0,8267
2023,Sử,9.0,9.25,5776
2023,Sử,9.25,9.5,3827
2023,Sử,9.5,9.75,2277
2023,Sử,9.75,10.0,789
2024,Sử,-0.001,0.25,6
2024,Sử,0.25,0.5,2
2024,Sử,0.5,0.75,4
2024,Sử,0.75,1.0,8
2024,Sử,1.0,1.25,32
2024,Sử,1.25,1.5,55
2024,Sử,1.5,1.75,139
2024,Sử,1.75,2.0,312
2024,Sử,2.0,2.25,550
2024,Sử,2.25,2.5,936
2024,Sử,2.5,2.75,1687
2024,Sử,2.75,3.0,2624
2024,Sử,3.0,3.25,4134
2024,Sử,3.25,3.5,5890
2024,Sử,3.5,3.75,8333
2024,Sử,3.75,4.0,11241
2024,Sử,4.0,4.25,14801
2024,Sử,4.25,4.5,18562
2024,Sử,4.5,4.75,22790
2024,Sử,4.75,5.0,27004
2024,Sử,5.0,5.25,31628
2024,Sử,5.25,5.5,35434
2024,Sử,5.5,5.75,38932
2024,Sử,5.75,6.0,42223
2024,Sử,6.0,6.25,44411
2024,Sử,6.25,6.5,46091
2024,Sử,6.5,6.75,46238
2024,Sử,6.75,7.0,45469
2024,Sử,7.0,7.25,43066
2024,Sử,7.25,7.5,39378
2024,Sử,7.5,7.75,35701
2024,Sử,7.75,8.0,31363
2024,Sử,8.0,8.25,26577
2024,Sử,8.25,8.5,21979
2024,Sử,8.5,8.75,17729
2024,Sử,8.75,9.0,14175
2024,Sử,9.0,9.25,11038
2024,Sử,9.25,9.5,8153
2024,Sử,9.5,9.75,5411
2024,Sử,9.75,10.0,2108
2019,Địa,-0.001,0.25,231
2019,Địa,0.25,0.5,4
2019,Địa,0.5,0.75,11
2019,Địa,0.75,1.0,31
2019,Địa,1.0,1.25,57
2019,Địa,1.25,1.5,151
2019,Địa,1.5,1.75,297
2019,Địa,1.75,2.0,530
2019,Địa,2.0,2.25,859
2019,Địa,2.25,2.5,1313
2019,Địa,2.5,2.75,2054
2019,Địa,2.75,3.0,2918
2019,Địa,3.0,3.25,4207
2019,Địa,3.25,3.5,5824
2019,Địa,3.5,3.75,8104
2019,Địa,3.75,4.0,11006
2019,Địa,4.0,4.25,14816
2019,Địa,4.25,4.5,19687
2019,Địa,4.5,4.75,24838
2019,Địa,4.75,5.0,30704
2019,Địa,5.0,5.25,36660
2019,Địa,5.25,5.5,41634
2019,Địa,5.5,5.75,45367
2019,Địa,5.75,6.0,46864
2019,Địa,6.0,6.25,46570
2019,Địa,6.25,6.5,44720
2019,Địa,6.5,6.75,40170
2019,Địa,6.75,7.0,34826
2019,Địa,7.0,7.25,28460
2019,Địa,7.25,7.5,22072
2019,Địa,7.5,7.75,16549
2019,Địa,7.75,8.0,11601
2019,Địa,8.0,8.25,7744
2019,Địa,8.25,8.5,5046
2019,Địa,8.5,8.75,3106
2019,Địa,8.75,9.0,1835
2019,Địa,9.0,9.25,1051
2019,Địa,9.25,9.5,554
2019,Địa,9.5,9.75,236
2019,Địa,9.75,10.0,42
2020,Địa,-0.001,0.25,129
2020,Địa,0.25,0.5,2
2020,Địa,0.5,0.75,8
2020,Địa,0.75,1.0,9
2020,Địa,1.0,1.25,27
2020,Địa,1.25,1.5,53
2020,Địa,1.5,1.75,115
2020,Địa,1.75,2.0,203
2020,Địa,2.0,2.25,313
2020,Địa,2.25,2.5,517
2020,Địa,2.5,2.75,806
2020,Địa,2.75,3.0,1127
2020,Địa,3.0,3.25,1522
2020,Địa,3.25,3.5,2031
2020,Địa,3.5,3.75,2826
2020,Địa,3.75,4.0,3679
2020,Địa,4.0,4.25,5121
2020,Địa,4.25,4.5,7116
2020,Địa,4.5,4.75,9597
2020,Địa,4.75,5.0,12826
2020,Địa,5.0,5.25,16634
2020,Địa,5.25,5.5,21389
2020,Địa,5.5,5.75,26842
2020,Địa,5.75,6.0,32387
2020,Địa,6.0,6.25,38393
2020,Địa,6.25,6.5,43778
2020,Địa,6.5,6.75,47809
2020,Địa,6.75,7.0,50228
2020,Địa,7.0,7.25,50638
2020,Địa,7.25,7.5,47137
2020,Địa,7.5,7.75,40979
2020,Địa,7.75,8.0,32469
2020,Địa,8.0,8.25,23505
2020,Địa,8.25,8.5,15410
2020,Địa,8.5,8.75,9106
2020,Địa,8.75,9.0,5112
2020,Địa,9.0,9.25,2721
2020,Địa,9.25,9.5,1516
2020,Địa,9.5,9.75,765
2020,Địa,9.75,10.0,251
2021,Địa,-0.001,0.25,95
2021,Địa,0.25,0.5,3
2021,Địa,0.5,0.75,9
2021,Địa,0.75,1.0,11
2021,Địa,1.0,1.25,26
2021,Địa,1.25,1.5,42
2021,Địa,1.5,1.75,73
2021,Địa,1.75,2.0,141
2021,Địa,2.0,2.25,251
2021,Địa,2.25,2.5,389
2021,Địa,2.5,2.75,583
2021,Địa,2.75,3.0,801
2021,Địa,3.0,3.25,1129
2021,Địa,3.25,3.5,1619
2021,Địa,3.5,3.75,2141
2021,Địa,3.75,4.0,2990
2021,Địa,4.0,4.25,4208
2021,Địa,4.25,4.5,6142
2021,Địa,4.5,4.75,8607
2021,Địa,4.75,5.0,11823
2021,Địa,5.0,5.25,16327
2021,Địa,5.25,5.5,21542
2021,Địa,5.5,5.75,28008
2021,Địa,5.75,6.0,34986
2021,Địa,6.0,6.25,41601
2021,Địa,6.25,6.5,47221
2021,Địa,6.5,6.75,52762
2021,Địa,6.75,7.0,55183
2021,Địa,7.0,7.25,55040
2021,Địa,7.25,7.5,52234
2021,Địa,7.5,7.75,46467
2021,Địa,7.75,8.0,39873
2021,Địa,8.0,8.25,32465
2021,Địa,8.25,8.5,24527
2021,Địa,8.5,8.75,17814
2021,Địa,8.75,9.0,11893
2021,Địa,9.0,9.25,7158
2021,Địa,9.25,9.5,3868
2021,Địa,9.5,9.75,1479
2021,Địa,9.75,10.0,226
2022,Địa,-0.001,0.25,24
2022,Địa,0.25,0.5,3
2022,Địa,0.5,0.75,7
2022,Địa,0.75,1.0,4
2022,Địa,1.0,1.25,10
2022,Địa,1.25,1.5,36
2022,Địa,1.5,1.75,75
2022,Địa,1.75,2.0,135
2022,Địa,2.0,2.25,210
2022,Địa,2.25,2.5,405
2022,Địa,2.5,2.75,610
2022,Địa,2.75,3.0,867
2022,Địa,3.0,3.25,1413
2022,Địa,3.25,3.5,2194
2022,Địa,3.5,3.75,3350
2022,Địa,3.75,4.0,5062
2022,Địa,4.0,4.25,7546
2022,Địa,4.25,4.5,10907
2022,Địa,4.5,4.75,15127
2022,Địa,4.75,5.0,20364
2022,Địa,5.0,5.25,26111
2022,Địa,5.25,5.5,32256
2022,Địa,5.5,5.75,38481
2022,Địa,5.75,6.0,44464
2022,Địa,6.0,6.25,48253
2022,Địa,6.25,6.5,50888
2022,Địa,6.5,6.75,52272
2022,Địa,6.75,7.0,52448
2022,Địa,7.0,7.25,49164
2022,Địa,7.25,7.5,45213
2022,Địa,7.5,7.75,39556
2022,Địa,7.75,8.0,33014
2022,Địa,8.0,8.25,26025
2022,Địa,8.25,8.5,19697
2022,Địa,8.5,8.75,13878
2022,Địa,8.75,9.0,8784
2022,Địa,9.0,9.25,5223
2022,Địa,9.25,9.5,2394
2022,Địa,9.5,9.75,788
2022,Địa,9.75,10.0,163
2023,Địa,-0.001,0.25,80
2023,Địa,0.25,0.5,2
2023,Địa,0.5,0.75,10
2023,Địa,0.75,1.0,20
2023,Địa,1.0,1.25,35
2023,Địa,1.25,1.5,68
2023,Địa,1.5,1.75,151
2023,Địa,1.75,2.0,285
2023,Địa,2.0,2.25,514
2023,Địa,2.25,2.5,873
2023,Địa,2.5,2.75,1350
2023,Địa,2.75,3.0,2120
2023,Địa,3.0,3.25,3214
2023,Địa,3.25,3.5,4693
2023,Địa,3.5,3.75,7094
2023,Địa,3.75,4.0,10230
2023,Địa,4.0,4.25,14417
2023,Địa,4.25,4.5,19760
2023,Địa,4.5,4.75,26157
2023,Địa,4.75,5.0,33417
2023,Địa,5.0,5.25,41583
2023,Địa,5.25,5.5,49235
2023,Địa,5.5,5.75,55449
2023,Địa,5.75,6.0,59360
2023,Địa,6.0,6.25,60795
2023,Địa,6.25,6.5,58418
2023,Địa,6.5,6.75,53029
2023,Địa,6.75,7.0,45992
2023,Địa,7.0,7.25,37319
2023,Địa,7.25,7.5,29288
2023,Địa,7.5,7.75,21874
2023,Địa,7.75,8.0,15806
2023,Địa,8.0,8.25,11035
2023,Địa,8.25,8.5,7564
2023,Địa,8.5,8.75,4964
2023,Địa,8.75,9.0,3108
2023,Địa,9.0,9.25,1706
2023,Địa,9.25,9.5,825
2023,Địa,9.5,9.75,259
2023,Địa,9.75,10.0,35
2024,Địa,-0.001,0.25,61
2024,Địa,0.25,0.5,1
2024,Địa,0.5,0.75,2
2024,Địa,0.75,1.0,13
2024,Địa,1.0,1.25,24
2024,Địa,1.25,1.5,52
2024,Địa,1.5,1.75,75
2024,Địa,1.75,2.0,141
2024,Địa,2.0,2.25,249
2024,Địa,2.25,2.5,374
2024,Địa,2.5,2.75,587
2024,Địa,2.75,3.0,878
2024,Địa,3.0,3.25,1211
2024,Địa,3.25,3.5,1764
2024,Địa,3.5,3.75,2422
2024,Địa,3.75,4.0,3304
2024,Địa,4.0,4.25,4558
2024,Địa,4.25,4.5,6373
2024,Địa,4.5,4.75,8658
2024,Địa,4.75,5.0,11616
2024,Địa,5.0,5.25,15404
2024,Địa,5.25,5.5,20212
2024,Địa,5.5,5.75,26101
2024,Địa,5.75,6.0,32569
2024,Địa,6.0,6.25,38599
2024,Địa,6.25,6.5,44920
2024,Địa,6.5,6.75,50251
2024,Địa,6.75,7.0,53350
2024,Địa,7.0,7.25,55594
2024,Địa,7.25,7.5,54671
2024,Địa,7.5,7.75,52133
2024,Địa,7.75,8.0,47364
2024,Địa,8.0,8.25,41702
2024,Địa,8.25,8.5,35562
2024,Địa,8.5,8.75,29067
2024,Địa,8.75,9.0,23265
2024,Địa,9.0,9.25,18112
2024,Địa,9.25,9.5,12621
2024,Địa,9.5,9.75,7647
2024,Địa,9.75,10.0,3175
2019,GDCD,-0.001,0.25,102
2019,GDCD,0.25,0.5,3
2019,GDCD,0.5,0.75,3
2019,GDCD,0.75,1.0,4
2019,GDCD,1.0,1.25,14
2019,GDCD,1.25,1.5,19
2019,GDCD,1.5,1.75,61
2019,GDCD,1.75,2.0,101
2019,GDCD,2.0,2.25,160
2019,GDCD,2.25,2.5,254
2019,GDCD,2.5,2.75,368
2019,GDCD,2.75,3.0,566
2019,GDCD,3.0,3.25,794
2019,GDCD,3.25,3.5,1188
2019,GDCD,3.5,3.75,1689
2019,GDCD,3.75,4.0,2148
2019,GDCD,4.0,4.25,2968
2019,GDCD,4.25,4.5,4110
2019,GDCD,4.5,4.75,5116
2019,GDCD,4.75,5.0,6649
2019,GDCD,5.0,5.25,8842
2019,GDCD,5.25,5.5,11485
2019,GDCD,5.5,5.75,14047
2019,GDCD,5.75,6.0,17662
2019,GDCD,6.0,6.25,21338
2019,GDCD,6.25,6.5,25551
2019,GDCD,6.5,6.75,29373
2019,GDCD,6.75,7.0,33713
2019,GDCD,7.0,7.25,36658
2019,GDCD,7.25,7.5,39219
2019,GDCD,7.5,7.75,40136
2019,GDCD,7.75,8.0,39464
2019,GDCD,8.0,8.25,37638
2019,GDCD,8.25,8.5,34111
2019,GDCD,8.5,8.75,28791
2019,GDCD,8.75,9.0,22666
2019,GDCD,9.0,9.25,14895
2019,GDCD,9.25,9.5,8205
2019,GDCD,9.5,9.75,3258
2019,GDCD,9.75,10.0,784
2020,GDCD,-0.001,0.25,42
2020,GDCD,0.5,0.75,2
2020,GDCD,0.75,1.0,4
2020,GDCD,1.0,1.25,9
2020,GDCD,1.25,1.5,13
2020,GDCD,1.5,1.75,21
2020,GDCD,1.75,2.0,39
2020,GDCD,2.0,2.25,57
2020,GDCD,2.25,2.5,93
2020,GDCD,2.5,2.75,106
2020,GDCD,2.75,3.0,148
2020,GDCD,3.0,3.25,200
2020,GDCD,3.25,3.5,313
2020,GDCD,3.5,3.75,409
2020,GDCD,3.75,4.0,606
2020,GDCD,4.0,4.25,813
2020,GDCD,4.25,4.5,1109
2020,GDCD,4.5,4.75,1605
2020,GDCD,4.75,5.0,2130
2020,GDCD,5.0,5.25,2827
2020,GDCD,5.25,5.5,3769
2020,GDCD,5.5,5.75,4893
2020,GDCD,5.75,6.0,6498
2020,GDCD,6.0,6.25,8492
2020,GDCD,6.25,6.5,11115
2020,GDCD,6.5,6.75,14261
2020,GDCD,6.75,7.0,18397
2020,GDCD,7.0,7.25,23553
2020,GDCD,7.25,7.5,29399
2020,GDCD,7.5,7.75,35504
2020,GDCD,7.75,8.0,41403
2020,GDCD,8.0,8.25,47019
2020,GDCD,8.25,8.5,50259
2020,GDCD,8.5,8.75,50550
2020,GDCD,8.75,9.0,46239
2020,GDCD,9.0,9.25,37710
2020,GDCD,9.25,9.5,25754
2020,GDCD,9.5,9.75,13444
2020,GDCD,9.75,10.0,4195
2021,GDCD,-0.001,0.25,24
2021,GDCD,0.25,0.5,1
2021,GDCD,0.5,0.75,2
2021,GDCD,0.75,1.0,2
2021,GDCD,1.0,1.25,4
2021,GDCD,1.25,1.5,12
2021,GDCD,1.5,1.75,10
2021,GDCD,1.75,2.0,19
2021,GDCD,2.0,2.25,45
2021,GDCD,2.25,2.5,56
2021,GDCD,2.5,2.75,92
2021,GDCD,2.75,3.0,113
2021,GDCD,3.0,3.25,171
2021,GDCD,3.25,3.5,306
2021,GDCD,3.5,3.75,377
2021,GDCD,3.75,4.0,579
2021,GDCD,4.0,4.25,816
2021,GDCD,4.25,4.5,1110
2021,GDCD,4.5,4.75,1581
2021,GDCD,4.75,5.0,2079
2021,GDCD,5.0,5.25,2724
2021,GDCD,5.25,5.5,3778
2021,GDCD,5.5,5.75,4987
2021,GDCD,5.75,6.0,6504
2021,GDCD,6.0,6.25,8544
2021,GDCD,6.25,6.5,11106
2021,GDCD,6.5,6.75,13752
2021,GDCD,6.75,7.0,17303
2021,GDCD,7.0,7.25,21053
2021,GDCD,7.25,7.5,25467
2021,GDCD,7.5,7.75,29985
2021,GDCD,7.75,8.0,35047
2021,GDCD,8.0,8.25,39842
2021,GDCD,8.25,8.5,44240
2021,GDCD,8.5,8.75,49110
2021,GDCD,8.75,9.0,51614
2021,GDCD,9.0,9.25,52938
2021,GDCD,9.25,9.5,50393
2021,GDCD,9.5,9.75,40200
2021,GDCD,9.75,10.0,18687
2022,GDCD,-0.001,0.25,25
2022,GDCD,0.75,1.0,3
2022,GDCD,1.0,1.25,4
2022,GDCD,1.25,1.5,8
2022,GDCD,1.5,1.75,23
2022,GDCD,1.75,2.0,31
