nam_thi,mon,bin_start,bin_end,count
2022,GDCD,2.0,2.25,36
2022,GDCD,2.25,2.5,61
2022,GDCD,2.5,2.75,90
2022,GDCD,2.75,3.0,153
2022,GDCD,3.0,3.25,227
2022,GDCD,3.25,3.5,270
2022,GDCD,3.5,3.75,395
2022,GDCD,3.75,4.0,613
2022,GDCD,4.0,4.25,830
2022,GDCD,4.25,4.5,1216
2022,GDCD,4.5,4.75,1736
2022,GDCD,4.75,5.0,2417
2022,GDCD,5.0,5.25,3237
2022,GDCD,5.25,5.5,4531
2022,GDCD,5.5,5.75,6331
2022,GDCD,5.75,6.0,8240
2022,GDCD,6.0,6.25,11174
2022,GDCD,6.25,6.5,14814
2022,GDCD,6.5,6.75,19062
2022,GDCD,6.75,7.0,24029
2022,GDCD,7.0,7.25,30504
2022,GDCD,7.25,7.5,37262
2022,GDCD,7.5,7.75,44159
2022,GDCD,7.75,8.0,50854
2022,GDCD,8.0,8.25,55320
2022,GDCD,8.25,8.5,57508
2022,GDCD,8.5,8.75,55193
2022,GDCD,8.75,9.0,48229
2022,GDCD,9.0,9.25,37779
2022,GDCD,9.25,9.5,23731
2022,GDCD,9.5,9.75,11412
2022,GDCD,9.75,10.0,2836
2023,GDCD,-0.001,0.25,23
2023,GDCD,0.5,0.75,1
2023,GDCD,0.75,1.0,2
2023,GDCD,1.0,1.25,6
2023,GDCD,1.25,1.5,8
2023,GDCD,1.5,1.75,17
2023,GDCD,1.75,2.0,31
2023,GDCD,2.0,2.25,35
2023,GDCD,2.25,2.5,59
2023,GDCD,2.5,2.75,99
2023,GDCD,2.75,3.0,125
2023,GDCD,3.0,3.25,196
2023,GDCD,3.25,3.5,293
2023,GDCD,3.5,3.75,431
2023,GDCD,3.75,4.0,622
2023,GDCD,4.0,4.25,766
2023,GDCD,4.25,4.5,1196
2023,GDCD,4.5,4.75,1582
2023,GDCD,4.75,5.0,2227
2023,GDCD,5.0,5.25,3035
2023,GDCD,5.25,5.5,4065
2023,GDCD,5.5,5.75,5391
2023,GDCD,5.75,6.0,7264
2023,GDCD,6.0,6.25,9510
2023,GDCD,6.25,6.5,12527
2023,GDCD,6.5,6.75,15781
2023,GDCD,6.75,7.0,20068
2023,GDCD,7.0,7.25,24845
2023,GDCD,7.25,7.5,29864
2023,GDCD,7.5,7.75,35477
2023,GDCD,7.75,8.0,40580
2023,GDCD,8.0,8.25,45798
2023,GDCD,8.25,8.5,49976
2023,GDCD,8.5,8.75,53083
2023,GDCD,8.75,9.0,54610
2023,GDCD,9.0,9.25,52498
2023,GDCD,9.25,9.5,45557
2023,GDCD,9.5,9.75,33111
2023,GDCD,9.75,10.0,14693
2024,GDCD,-0.001,0.25,23
2024,GDCD,0.75,1.0,1
2024,GDCD,1.0,1.25,5
2024,GDCD,1.25,1.5,8
2024,GDCD,1.5,1.75,23
2024,GDCD,1.75,2.0,26
2024,GDCD,2.0,2.25,48
2024,GDCD,2.25,2.5,54
2024,GDCD,2.5,2.75,70
2024,GDCD,2.75,3.0,108
2024,GDCD,3.0,3.25,158
2024,GDCD,3.25,3.5,226
2024,GDCD,3.5,3.75,311
2024,GDCD,3.75,4.0,474
2024,GDCD,4.0,4.25,682
2024,GDCD,4.25,4.5,979
2024,GDCD,4.5,4.75,1323
2024,GDCD,4.75,5.0,1885
2024,GDCD,5.0,5.25,2627
2024,GDCD,5.25,5.5,3712
2024,GDCD,5.5,5.75,5204
2024,GDCD,5.75,6.0,7143
2024,GDCD,6.0,6.25,10047
2024,GDCD,6.25,6.5,13536
2024,GDCD,6.5,6.75,17935
2024,GDCD,6.75,7.0,23295
2024,GDCD,7.0,7.25,29574
2024,GDCD,7.25,7.5,36595
2024,GDCD,7.5,7.75,43315
2024,GDCD,7.75,8.0,50689
2024,GDCD,8.0,8.25,55888
2024,GDCD,8.25,8.5,59083
2024,GDCD,8.5,8.75,60143
2024,GDCD,8.75,9.0,56721
2024,GDCD,9.0,9.25,48214
2024,GDCD,9.25,9.5,33591
2024,GDCD,9.5,9.75,16232
2024,GDCD,9.75,10.0,3661
