MA_TINH,NĂM_THI,KHOI_THI,GRID_ID,SO_THI_SINH,MOC_DIEM
42,2019,A00,12_7,1786,15.00
42,2019,A00,12_7,1785,15.05
42,2019,A00,12_7,1780,15.10
42,2019,A00,12_7,1777,15.15
42,2019,A00,12_7,1777,15.20
42,2019,A00,12_7,1774,15.25
42,2019,A00,12_7,1771,15.30
42,2019,A00,12_7,1770,15.35
42,2019,A00,12_7,1768,15.40
42,2019,A00,12_7,1765,15.45
42,2019,A00,12_7,1763,15.50
42,2019,A00,12_7,1763,15.55
42,2019,A00,12_7,1760,15.60
42,2019,A00,12_7,1758,15.65
42,2019,A00,12_7,1757,15.70
42,2019,A00,12_7,1753,15.75
42,2019,A00,12_7,1750,15.80
42,2019,A00,12_7,1748,15.85
42,2019,A00,12_7,1746,15.90
42,2019,A00,12_7,1742,15.95
42,2019,A00,12_7,1739,16.00
42,2019,A00,12_7,1737,16.05
42,2019,A00,12_7,1734,16.10
42,2019,A00,12_7,1729,16.15
42,2019,A00,12_7,1725,16.20
42,2019,A00,12_7,1723,16.25
42,2019,A00,12_7,1717,16.30
42,2019,A00,12_7,1715,16.35
42,2019,A00,12_7,1710,16.40
42,2019,A00,12_7,1707,16.45
42,2019,A00,12_7,1698,16.50
42,2019,A00,12_7,1696,16.55
42,2019,A00,12_7,1694,16.60
42,2019,A00,12_7,1691,16.65
42,2019,A00,12_7,1686,16.70
42,2019,A00,12_7,1683,16.75
42,2019,A00,12_7,1681,16.80
42,2019,A00,12_7,1672,16.85
42,2019,A00,12_7,1666,16.90
42,2019,A00,12_7,1661,16.95
42,2019,A00,12_7,1652,17.00
42,2019,A00,12_7,1641,17.05
42,2019,A00,12_7,1636,17.10
42,2019,A00,12_7,1628,17.15
42,2019,A00,12_7,1623,17.20
42,2019,A00,12_7,1616,17.25
42,2019,A00,12_7,1613,17.30
42,2019,A00,12_7,1609,17.35
42,2019,A00,12_7,1602,17.40
42,2019,A00,12_7,1594,17.45
42,2019,A00,12_7,1584,17.50
42,2019,A00,12_7,1567,17.55
42,2019,A00,12_7,1561,17.60
42,2019,A00,12_7,1553,17.65
42,2019,A00,12_7,1538,17.70
42,2019,A00,12_7,1532,17.75
42,2019,A00,12_7,1522,17.80
42,2019,A00,12_7,1515,17.85
42,2019,A00,12_7,1509,17.90
42,2019,A00,12_7,1495,17.95
42,2019,A00,12_7,1482,18.00
42,2019,A00,12_7,1471,18.05
42,2019,A00,12_7,1462,18.10
42,2019,A00,12_7,1450,18.15
42,2019,A00,12_7,1439,18.20
42,2019,A00,12_7,1426,18.25
42,2019,A00,12_7,1416,18.30
42,2019,A00,12_7,1404,18.35
42,2019,A00,12_7,1394,18.40
42,2019,A00,12_7,1386,18.45
42,2019,A00,12_7,1377,18.50
42,2019,A00,12_7,1358,18.55
42,2019,A00,12_7,1345,18.60
42,2019,A00,12_7,1337,18.65
42,2019,A00,12_7,1325,18.70
42,2019,A00,12_7,1321,18.75
42,2019,A00,12_7,1302,18.80
42,2019,A00,12_7,1293,18.85
42,2019,A00,12_7,1276,18.90
42,2019,A00,12_7,1264,18.95
42,2019,A00,12_7,1251,19.00
42,2019,A00,12_7,1237,19.05
42,2019,A00,12_7,1224,19.10
42,2019,A00,12_7,1212,19.15
42,2019,A00,12_7,1202,19.20
42,2019,A00,12_7,1187,19.25
42,2019,A00,12_7,1174,19.30
42,2019,A00,12_7,1162,19.35
42,2019,A00,12_7,1149,19.40
42,2019,A00,12_7,1133,19.45
42,2019,A00,12_7,1121,19.50
42,2019,A00,12_7,1100,19.55
42,2019,A00,12_7,1081,19.60
42,2019,A00,12_7,1067,19.65
42,2019,A00,12_7,1052,19.70
42,2019,A00,12_7,1031,19.75
42,2019,A00,12_7,1018,19.80
42,2019,A00,12_7,1001,19.85
42,2019,A00,12_7,981,19.90
42,2019,A00,12_7,957,19.95
42,2019,A00,12_7,942,20.00
42,2019,A00,12_7,933,20.05
42,2019,A00,12_7,917,20.10
42,2019,A00,12_7,895,20.15
42,2019,A00,12_7,870,20.20
42,2019,A00,12_7,851,20.25
42,2019,A00,12_7,828,20.30
42,2019,A00,12_7,802,20.35
42,2019,A00,12_7,785,20.40
42,2019,A00,12_7,769,20.45
42,2019,A00,12_7,755,20.50
42,2019,A00,12_7,738,20.55
42,2019,A00,12_7,722,20.60
42,2019,A00,12_7,706,20.65
42,2019,A00,12_7,691,20.70
42,2019,A00,12_7,677,20.75
42,2019,A00,12_7,660,20.80
42,2019,A00,12_7,651,20.85
42,2019,A00,12_7,628,20.90
42,2019,A00,12_7,614,20.95
42,2019,A00,12_7,604,21.00
42,2019,A00,12_7,578,21.05
42,2019,A00,12_7,564,21.10
