MA_TINH,NĂM_THI,KHOI_THI,GRID_ID,SO_THI_SINH,MOC_DIEM
40,2019,A00,12_9,2979,15.00
40,2019,A00,12_9,2972,15.05
40,2019,A00,12_9,2963,15.10
40,2019,A00,12_9,2955,15.15
40,2019,A00,12_9,2951,15.20
40,2019,A00,12_9,2943,15.25
40,2019,A00,12_9,2933,15.30
40,2019,A00,12_9,2928,15.35
40,2019,A00,12_9,2922,15.40
40,2019,A00,12_9,2912,15.45
40,2019,A00,12_9,2907,15.50
40,2019,A00,12_9,2902,15.55
40,2019,A00,12_9,2894,15.60
40,2019,A00,12_9,2883,15.65
40,2019,A00,12_9,2867,15.70
40,2019,A00,12_9,2861,15.75
40,2019,A00,12_9,2853,15.80
40,2019,A00,12_9,2850,15.85
40,2019,A00,12_9,2839,15.90
40,2019,A00,12_9,2828,15.95
40,2019,A00,12_9,2817,16.00
40,2019,A00,12_9,2804,16.05
40,2019,A00,12_9,2790,16.10
40,2019,A00,12_9,2783,16.15
40,2019,A00,12_9,2773,16.20
40,2019,A00,12_9,2761,16.25
40,2019,A00,12_9,2747,16.30
40,2019,A00,12_9,2738,16.35
40,2019,A00,12_9,2724,16.40
40,2019,A00,12_9,2709,16.45
40,2019,A00,12_9,2698,16.50
40,2019,A00,12_9,2682,16.55
40,2019,A00,12_9,2670,16.60
40,2019,A00,12_9,2661,16.65
40,2019,A00,12_9,2648,16.70
40,2019,A00,12_9,2637,16.75
40,2019,A00,12_9,2625,16.80
40,2019,A00,12_9,2607,16.85
40,2019,A00,12_9,2592,16.90
40,2019,A00,12_9,2581,16.95
40,2019,A00,12_9,2562,17.00
40,2019,A00,12_9,2545,17.05
40,2019,A00,12_9,2531,17.10
40,2019,A00,12_9,2520,17.15
40,2019,A00,12_9,2508,17.20
40,2019,A00,12_9,2490,17.25
40,2019,A00,12_9,2480,17.30
40,2019,A00,12_9,2469,17.35
40,2019,A00,12_9,2461,17.40
40,2019,A00,12_9,2439,17.45
40,2019,A00,12_9,2421,17.50
40,2019,A00,12_9,2410,17.55
40,2019,A00,12_9,2392,17.60
40,2019,A00,12_9,2380,17.65
40,2019,A00,12_9,2366,17.70
40,2019,A00,12_9,2356,17.75
40,2019,A00,12_9,2339,17.80
40,2019,A00,12_9,2322,17.85
40,2019,A00,12_9,2303,17.90
40,2019,A00,12_9,2291,17.95
40,2019,A00,12_9,2272,18.00
