MA_TINH,NĂM_THI,KHOI_THI,GRID_ID,SO_THI_SINH,MOC_DIEM
57,2019,A00,7_4,999,15.00
57,2019,A00,7_4,997,15.05
57,2019,A00,7_4,997,15.10
57,2019,A00,7_4,996,15.15
57,2019,A00,7_4,996,15.20
57,2019,A00,7_4,993,15.25
57,2019,A00,7_4,991,15.30
57,2019,A00,7_4,991,15.35
57,2019,A00,7_4,991,15.40
57,2019,A00,7_4,990,15.45
57,2019,A00,7_4,987,15.50
57,2019,A00,7_4,987,15.55
57,2019,A00,7_4,985,15.60
57,2019,A00,7_4,985,15.65
57,2019,A00,7_4,984,15.70
57,2019,A00,7_4,983,15.75
57,2019,A00,7_4,982,15.80
57,2019,A00,7_4,980,15.85
57,2019,A00,7_4,979,15.90
57,2019,A00,7_4,975,15.95
57,2019,A00,7_4,973,16.00
57,2019,A00,7_4,972,16.05
57,2019,A00,7_4,970,16.10
57,2019,A00,7_4,969,16.15
57,2019,A00,7_4,968,16.20
57,2019,A00,7_4,967,16.25
57,2019,A00,7_4,965,16.30
57,2019,A00,7_4,963,16.35
57,2019,A00,7_4,962,16.40
57,2019,A00,7_4,961,16.45
57,2019,A00,7_4,956,16.50
57,2019,A00,7_4,954,16.55
57,2019,A00,7_4,952,16.60
57,2019,A00,7_4,949,16.65
57,2019,A00,7_4,946,16.70
57,2019,A00,7_4,942,16.75
57,2019,A00,7_4,938,16.80
57,2019,A00,7_4,936,16.85
57,2019,A00,7_4,934,16.90
57,2019,A00,7_4,934,16.95
57,2019,A00,7_4,932,17.00
57,2019,A00,7_4,929,17.05
57,2019,A00,7_4,929,17.10
57,2019,A00,7_4,927,17.15
57,2019,A00,7_4,921,17.20
57,2019,A00,7_4,916,17.25
57,2019,A00,7_4,913,17.30
57,2019,A00,7_4,910,17.35
57,2019,A00,7_4,906,17.40
57,2019,A00,7_4,899,17.45
57,2019,A00,7_4,894,17.50
57,2019,A00,7_4,888,17.55
57,2019,A00,7_4,886,17.60
57,2019,A00,7_4,878,17.65
57,2019,A00,7_4,867,17.70
57,2019,A00,7_4,864,17.75
57,2019,A00,7_4,856,17.80
57,2019,A00,7_4,851,17.85
57,2019,A00,7_4,841,17.90
57,2019,A00,7_4,837,17.95
57,2019,A00,7_4,833,18.00
57,2019,A00,7_4,831,18.05
57,2019,A00,7_4,824,18.10
57,2019,A00,7_4,820,18.15
57,2019,A00,7_4,815,18.20
57,2019,A00,7_4,807,18.25
57,2019,A00,7_4,804,18.30
57,2019,A00,7_4,798,18.35
57,2019,A00,7_4,793,18.40
57,2019,A00,7_4,782,18.45
57,2019,A00,7_4,778,18.50
57,2019,A00,7_4,771,18.55
57,2019,A00,7_4,763,18.60
57,2019,A00,7_4,762,18.65
57,2019,A00,7_4,752,18.70
57,2019,A00,7_4,747,18.75
57,2019,A00,7_4,739,18.80
57,2019,A00,7_4,731,18.85
57,2019,A00,7_4,727,18.90
57,2019,A00,7_4,720,18.95
57,2019,A00,7_4,712,19.00
57,2019,A00,7_4,708,19.05
57,2019,A00,7_4,700,19.10
57,2019,A00,7_4,686,19.15
57,2019,A00,7_4,675,19.20
57,2019,A00,7_4,667,19.25
57,2019,A00,7_4,660,19.30
57,2019,A00,7_4,654,19.35
57,2019,A00,7_4,646,19.40
57,2019,A00,7_4,634,19.45
57,2019,A00,7_4,623,19.50
57,2019,A00,7_4,610,19.55
57,2019,A00,7_4,602,19.60
57,2019,A00,7_4,598,19.65
57,2019,A00,7_4,588,19.70
57,2019,A00,7_4,579,19.75
57,2019,A00,7_4,572,19.80
57,2019,A00,7_4,559,19.85
57,2019,A00,7_4,552,19.90
57,2019,A00,7_4,542,19.95
57,2019,A00,7_4,537,20.00
57,2019,A00,7_4,531,20.05
57,2019,A00,7_4,518,20.10
57,2019,A00,7_4,511,20.15
57,2019,A00,7_4,503,20.20
57,2019,A00,7_4,491,20.25
57,2019,A00,7_4,482,20.30
57,2019,A00,7_4,475,20.35
57,2019,A00,7_4,465,20.40
57,2019,A00,7_4,454,20.45
57,2019,A00,7_4,442,20.50
57,2019,A00,7_4,435,20.55
57,2019,A00,7_4,425,20.60
57,2019,A00,7_4,418,20.65
57,2019,A00,7_4,405,20.70
57,2019,A00,7_4,398,20.75
57,2019,A00,7_4,385,20.80
57,2019,A00,7_4,373,20.85
57,2019,A00,7_4,361,20.90
57,2019,A00,7_4,354,20.95
57,2019,A00,7_4,338,21.00
57,2019,A00,7_4,328,21.05
57,2019,A00,7_4,323,21.10
57,2019,A00,7_4,319,21.15
57,2019,A00,7_4,307,21.20
57,2019,A00,7_4,299,21.25
57,2019,A00,7_4,288,21.30
57,2019,A00,7_4,282,21.35
57,2019,A00,7_4,275,21.40
57,2019,A00,7_4,265,21.45
57,2019,A00,7_4,260,21.50
57,2019,A00,7_4,245,21.55
57,2019,A00,7_4,233,21.60
57,2019,A00,7_4,228,21.65
57,2019,A00,7_4,218,21.70
57,2019,A00,7_4,213,21.75
57,2019,A00,7_4,204,21.80
57,2019,A00,7_4,198,21.85
57,2019,A00,7_4,193,21.90
57,2019,A00,7_4,184,21.95
57,2019,A00,7_4,180,22.00
57,2019,A00,7_4,175,22.05
57,2019,A00,7_4,162,22.10
57,2019,A00,7_4,158,22.15
57,2019,A00,7_4,153,22.20
57,2019,A00,7_4,147,22.25
57,2019,A00,7_4,144,22.30
57,2019,A00,7_4,141,22.35
57,2019,A00,7_4,138,22.40
57,2019,A00,7_4,129,22.45
57,2019,A00,7_4,126,22.50
57,2019,A00,7_4,121,22.55
57,2019,A00,7_4,113,22.60
57,2019,A00,7_4,108,22.65
57,2019,A00,7_4,104,22.70
57,2019,A00,7_4,103,22.75
57,2019,A00,7_4,95,22.80
57,2019,A00,7_4,92,22.85
57,2019,A00,7_4,87,22.90
57,2019,A00,7_4,82,22.95
57,2019,A00,7_4,75,23.00
57,2019,A00,7_4,68,23.05
57,2019,A00,7_4,65,23.10
57,2019,A00,7_4,61,23.15
57,2019,A00,7_4,57,23.20
57,2019,A00,7_4,56,23.25
57,2019,A00,7_4,54,23.30
57,2019,A00,7_4,52,23.35
57,2019,A00,7_4,49,23.40
57,2019,A00,7_4,47,23.45
57,2019,A00,7_4,47,23.50
57,2019,A00,7_4,46,23.55
57,2019,A00,7_4,45,23.60
57,2019,A00,7_4,43,23.65
57,2019,A00,7_4,41,23.70
57,2019,A00,7_4,40,23.75
57,2019,A00,7_4,40,23.80
57,2019,A00,7_4,38,23.85
57,2019,A00,7_4,37,23.90
57,2019,A00,7_4,36,23.95
57,2019,A00,7_4,36,24.00
57,2019,A00,7_4,33,24.05
57,2019,A00,7_4,29,24.10
57,2019,A00,7_4,26,24.15
57,2019,A00,7_4,24,24.20
57,2019,A00,7_4,23,24.25
57,2019,A00,7_4,23,24.30
57,2019,A00,7_4,23,24.35
57,2019,A00,7_4,22,24.40
57,2019,A00,7_4,20,24.45
57,2019,A00,7_4,20,24.50
57,2019,A00,7_4,19,24.55
57,2019,A00,7_4,18,24.60
57,2019,A00,7_4,18,24.65
57,2019,A00,7_4,17,24.70
57,2019,A00,7_4,16,24.75
57,2019,A00,7_4,16,24.80
57,2019,A00,7_4,16,24.85
57,2019,A00,7_4,14,24.90
57,2019,A00,7_4,12,24.95
57,2019,A00,7_4,12,25.00
57,2019,A00,7_4,11,25.05
57,2019,A00,7_4,9,25.10
57,2019,A00,7_4,9,25.15
57,2019,A00,7_4,8,25.20
57,2019,A00,7_4,8,25.25
57,2019,A00,7_4,8,25.30
57,2019,A00,7_4,5,25.35
57,2019,A00,7_4,5,25.40
57,2019,A00,7_4,5,25.45
57,2019,A00,7_4,5,25.50
57,2019,A00,7_4,3,25.55
57,2019,A00,7_4,3,25.60
57,2019,A00,7_4,3,25.65
57,2019,A00,7_4,2,25.70
57,2019,A00,7_4,2,25.75
57,2019,A00,7_4,2,25.80
57,2019,A00,7_4,2,25.85
57,2019,A00,7_4,2,25.90
57,2019,A00,7_4,2,25.95
57,2019,A00,7_4,1,26.00
57,2019,A00,7_4,1,26.05
57,2019,A00,7_4,1,26.10
57,2019,A00,7_4,1,26.15
57,2019,A01,7_4,560,15.00
57,2019,A01,7_4,560,15.05
