Mã trường,Mã ngành,Tên ngành,Tổ hợp môn năm 2019,Tổ hợp môn năm 2020,Tổ hợp môn năm 2021,Tổ hợp môn năm 2022,Tổ hợp môn năm 2023,Tổ hợp môn năm 2024,Điểm chuẩn năm 2019,Điểm chuẩn năm 2020,Điểm chuẩn năm 2021,Điểm chuẩn năm 2022,Điểm chuẩn năm 2023,Điểm chuẩn năm 2024
DNT,7480201,Công nghệ thông tin,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,19.75,19.75,20.5,21.0,16.0,15.0
DNT,7810103,Quản trị dịch vụ du lịch và lữ hành,A01;D01;D14;D15,A01;D01;D14;D15,A01;D01;D14;D15,A01;D01;D14;D15,A01;D01;D14;D15,A01;D01;D14;D15,20.5,20.75,21.0,20.0,20.0,20.0
DNT,7810201,Quản trị khách sạn,A01;D01;D14;D15,A01;D01;D14;D15,A01;D01;D14;D15,A01;D01;D14;D15,A01;D01;D14;D15,A01;D01;D14;D15,19.0,20.0,21.0,20.0,20.0,20.0
DNU,7140201,Giáo dục Mầm non,M00;M05;M07;M08;M13,M01;M05;M07;M08;M09;M13,M01;M05;M07;M08;M09;M13,M05;M07;M08;M09;M13,M05;M07;M08;M13,M05;M07;M08;M13,18.0,18.5,19.0,19.0,19.0,22.25
DNU,7140202,Giáo dục Tiểu học,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;C00;D01;A01,18.5,19.0,20.0,23.0,22.25,24.25
DNU,7140209,Sư phạm Toán học,A00;A01;D07;D90,A00;A01;D07;D90,A00;A01;D07;D90,A00;A01;D07;D90,A00;A01;D07;D90,A00;A01;D07;D90,18.0,18.5,21.5,24.25,24.75,25.25
DNU,7140217,Sư phạm Ngữ văn,C00;D01;D14,C00;D01;D14,C00;D01;D14,C00;D01;D14,C00;D01;D14,C00;D14;D01,18.0,18.5,21.0,23.0,23.5,25.5
DNU,7220201,Ngôn ngữ Anh,A01;D01,A01;D01,A01;D01,A01;D01,A01;D01,D01;A01,16.0,18.5,22.0,21.5,21.75,22.75
DNU,7340101,Quản trị kinh doanh,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,16.0,18.0,20.5,17.5,19.75,18.5
DPC,7340101,Quản trị kinh doanh,A00;A01;D01;D08;D90,A00;A01;C01;C02;D01,A00;A01;C01;C02;D01,A00;A01;C01;C02;D01,A00;A01;C01;C02;D01,A00;A01;D01,19.0,15.0,15.0,15.0,15.0,16.0
DPC,7720101,Y khoa,A00;B00;D08;D90;D91,A00;B00;D08;D90,A00;B00;D08;D90,A00;B00;D08;D90,A00;B00;D08;D90,A00;B00;D08,21.0,22.0,22.0,22.0,22.5,22.5
DPC,7720601,Kỹ thuật xét nghiệm y học,A00;B00;D08;D90;D91,A00;B00;D07;D08,A00;B00;D07;D08,A00;B00;D07;D08,A00;B00;D07;D08,A00;B00;D08,19.0,19.0,19.0,19.0,19.0,19.0
DPD,7220201,Ngôn ngữ Anh,D01;D02;D03;D04;D05;D06,D01,D01,D01,D01,D01,14.0,14.0,14.0,15.0,20.0,18.0
DPD,7220204,Ngôn ngữ Trung Quốc,D01;D02;D03;D04;D05;D06,D01;D04,D01;D04,D01;D04,D01;D04,D01;D04,14.0,14.0,16.0,21.0,24.0,24.0
DPD,7220209,Ngôn ngữ Nhật,D01;D02;D03;D04;D05;D06,D01;D06,D01;D06,D01;D06,D01;D06,D01;D06,14.0,14.0,16.0,15.0,20.0,15.0
DPD,7340101,Quản trị kinh doanh,A00;A01;D01;D02;D03;D04;D05;D06;D26;D27;D28;D29;D30,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,14.0,14.0,15.0,16.0,20.0,16.0
DPD,7340201,Tài chính - Ngân hàng,A00;A01;D01;D02;D03;D04;D05;D06;D26;D27;D28;D29;D30,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,14.0,14.0,14.0,15.0,16.0,16.0
DPD,7340301,Kế toán,A00;A01;D01;D02;D03;D04;D05;D06;D26;D27;D28;D29;D30,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,14.0,14.0,14.0,15.0,16.0,16.0
DPD,7340406,Quản trị văn phòng,A00;A01;C00;D01;D02;D03;D04;D05;D06;D26;D27;D28;D29;D30,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,14.0,14.0,14.0,15.0,15.0,15.0
DPD,7480201,Công nghệ thông tin,A00;A01;C01;D01;D02;D03;D04;D05;D06;D25;D27;D28;D29;D30,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,14.0,14.0,14.0,15.0,21.0,16.0
DPD,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01;C01;D01;D02;D03;D04;D05;D06;D25;D27;D28;D29;D30,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,14.0,14.0,14.0,14.0,15.0,15.0
DPD,7580101*1,Kiến trúc,H00;V00,H00;V00,H00;V00,H00;V00;V01;V02,H00;V00,H00;V00,17.89,19.32,20.77,15.0,20.63,15.0
DPD,7580101*2,Kiến trúc,V01;V02,V01;V02,V01;V02,H00;V00;V01;V02,V01;V02,V01;V02,17.89,19.32,20.77,19.0,20.63,20.0
DPD,7580201,Kỹ thuật xây dựng,A00;A01;C01;D01;D02;D03;D04;D05;D06;D25;D27;D28;D29;D30,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,14.0,14.0,14.0,15.0,15.0,15.0
DPD,7580301,Kinh tế xây dựng,A00;A01;C01;D01;D02;D03;D04;D05;D06;D10;D16;D17;D18;D19;D20;D26;D27;D28;D29;D30,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,14.0,14.0,14.0,15.0,15.0,15.0
DPD,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;C00;D01;D02;D03;D04;D05;D06;D26;D27;D28;D29;D30,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,14.0,14.0,14.0,15.0,18.0,16.0
DPX,7220201,Ngôn ngữ Anh,A01;D01;D03;D06;D14;D15,A01;D01;D03;D06;D14;D15,A01;D01;D03;D06;D14;D15,A01;D01;D03;D06;D14;D15,A01;D01;D03;D04;D06;D09;D11;D14;D15,A01;D01;D14;D15;D03;D06,14.5,15.5,15.0,15.0,15.0,15.0
DPX,7220204,Ngôn ngữ Trung Quốc,A01;C00;D01;D03;D06;D09;D15,A01;C00;D01;D03;D06;D09;D15,A01;C00;D01;D03;D06;D09;D15,A01;C00;D01;D03;D06;D09;D15,A01;C00;D01;D03;D04;D06;D09;D11;D15,A01;C00;D01;D09;D03;D06,13.75,15.5,15.0,15.0,16.0,15.0
DPX,7340101,Quản trị kinh doanh,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;B08;C01;D01;D03;D04,A00;A01;B00;D01,13.5,16.5,15.5,15.5,15.0,15.0
DPX,7340301,Kế toán,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;B08;C01;D01;D03;D04,A00;A01;B00;D01,14.0,15.0,16.0,15.0,15.0,15.0
DPX,7480201,Công nghệ thông tin,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;B08;C01;D01;D03;D04,A00;A01;B00;D01,13.5,15.4,15.0,15.0,15.0,15.0
DPX,7810103,Quản trị dịch vụ du lịch và lữ hành,A01;C00;C17;D01;D03;D06;D14,A01;C00;C17;D01;D03;D06;D14,A01;C00;C17;D01;D03;D06;D14,A01;C00;C17;D01;D03;D06;D14,A01;C00;C17;D01;D03;D04;D06;D14;D15,A01;C00;C17;D01;D03;D06,13.5,15.0,15.0,15.0,15.0,15.0
DPY,7140201,Giáo dục Mầm non,M00;M01;M09,M01;M09,M01;M09,M01;M09;M19,M01;M09,M01;M09,18.0,18.5,19.5,23.45,20.5,24.4
DPY,7140202,Giáo dục Tiểu học,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,18.0,18.5,19.0,21.6,23.5,25.75
DPY,7140209,Sư phạm Toán học,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,18.0,18.5,19.0,23.0,24.0,25.7
DPY,7140217,Sư phạm Ngữ văn,C00;D01;D14;D15,C00;D01;D14;D15,C00;D01;D14;D15,C00;D01;D14;D15,C00;D01;D14;D15,C00;D01;D14;D15,18.0,18.5,19.0,19.0,23.2,25.73
DQB,7140201,Giáo dục Mầm non,M00;M05;M06;M07;M14,M05;M06;M07;M14,M05;M06;M07;M14,M05;M06;M07;M14,M05;M06;M07;M14,M05;M06;M07;M14,18.0,18.5,19.0,19.0,19.0,23.05
DQB,7140202,Giáo dục Tiểu học,A00;C00;C14;D01,A00;C00;C14;D01,A00;C00;C14;D01,A00;C00;C14;D01,A00;C00;C14;D01,A00;C00;C14;D01,18.0,18.5,20.5,23.5,24.0,26.61
DQB,7220201,Ngôn ngữ Anh,D01;D09;D14;D15,D01;D09;D14;D15,D01;D09;D14;D15,D01;D09;D14;D15,D01;D09;D14;D15,D01;D09;D14;D15,15.0,15.0,15.0,15.0,15.0,15.0
DQB,7340101,Quản trị kinh doanh,A00;A01;A03;C03;D01,A00;A01;A03;C02;C03;D00;D01,A00;A01;A03;C02;C03;D01,A00;A01;A03;C02;C03;D01,A01;A03;C03;D01,A01;A03;C03;D01,15.0,15.0,15.0,15.0,15.0,15.0
DQB,7340301,Kế toán,A00;A01;A09;C02;D01,A00;A01;A09;C02;D01,A00;A01;A09;C02;D01,A00;A01;A09;C02;D01,A01;A09;C02;D01,A01;A09;C02;D01,15.0,15.0,15.0,15.0,15.0,15.0
DQB,7480201,Công nghệ thông tin,A00;A01;A02;D01,A00;A01;A02;D01,A00;A01;A02;C02;D01,A00;A01;A02;C02;D01,A00;A01;A02;D01,A00;A01;A02;D01,15.0,15.0,15.0,15.0,15.0,15.0
DQB,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;C00;C02;C03;D01;D15,A01;C00;C03;C04;D01;D15,A00;C00;C03;C04;D01;D15,A00;C00;C03;C04;D01;D15,C00;C03;D01;D15,C00;C03;D01;D15,15.0,15.0,15.0,15.0,15.0,15.0
DQK,7210403,Thiết kế đồ họa,H00;H01;H02;H06;H08,H00;H01;H02;H06;H08,H00;H01;H06;H08,H00;H01;H06;H08,H00;H01;H06;H08,H00;H01;H06;H08,14.0,15.0,24.1,19.0,19.0,19.0
DQK,7220201,Ngôn ngữ Anh,A01;C00;D01;D09;D10;D66,A01;C00;D01;D09;D10;D66,C00;D01;D09;D66,C00;D01;D09;D66,C00;D01;D09;D66,D01;D09;D66;C00,17.5,17.0,25.0,26.0,19.0,19.0
DQK,7220202,Ngôn ngữ Nga,A01;C00;D01;D09;D10;D66,A01;C00;D01;D09;D10;D66,C00;D01;D09;D66,C00;D01;D09;D66,C00;D01;D09;D66,D01;D09;D66;C00,14.0,16.65,20.1,21.0,19.0,19.0
DQK,7220204,Ngôn ngữ Trung Quốc,A01;C00;D01;D14;D15,A01;C00;D01;D14;D15,C00;D01;D14;D15,C00;D01;D14;D15,C00;D01;D14;D15,D01;D14;D15;C00,19.0,20.0,26.0,26.5,22.5,24.0
DQK,7310101,Kinh tế,A00;A01;A08;D01,A00;A01;A08;D01,A00;A01;A08;D01,A00;A01;A08;D01,A00;A01;A08;D01,A00;A01;A08;D01,14.0,15.0,23.25,25.5,19.0,21.0
DQK,7310205,Quản lý nhà nước,B00;C00;C03;C19;D01;D09;D66,B00;C00;C03;C19;D01;D09;D66,C00;C19;D01;D66,C00;C19;D01;D66,C00;C19;D01;D66,D01;C00;C19;D66,14.0,15.5,22.0,21.0,19.0,19.0
DQK,7340101,Quản trị kinh doanh,A00;A01;A08;D01,A00;A01;A08;D01,A00;A01;A08;D01,A00;A01;A08;D01,A00;A01;A08;D01,A00;A01;A08;D01,18.5,19.0,26.0,26.5,22.0,22.5
DQK,7340120,Kinh doanh quốc tế,A00;A04;A09;C04;D01,A00;A04;A09;C04;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C04;D01,20.0,15.6,25.5,26.0,21.0,21.0
DQK,7340201,Tài chính - Ngân hàng,A00;A01;A02;C14;D10,A00;A01;A02;C14;D10,A00;A01;C14;D10,A00;A01;C14;D10,A00;A01;C14;D10,A00;A01;D10;C14,14.0,15.2,25.25,26.0,20.0,21.0
DQK,7340301,Kế toán,A00;A01;A08;C03;D01,A00;A01;A08;C03;D01,A00;A08;C03;D01,A00;A08;C03;D01,A00;A08;C03;D01,A00;A08;C03;D01,16.0,16.0,24.9,26.0,20.5,21.5
DQK,7380107,Luật kinh tế,A00;A08;C00;C14;D01,A00;A08;C00;C14;D01,A00;C00;C14;D01,A00;C00;C14;D01,A00;C00;C14;D01,A00;C00;C14;D01,18.0,15.5,25.0,26.0,19.0,22.5
DQK,7480201,Công nghệ thông tin,A00;A01;D01;D08;D10,A00;A01;D01;D08;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D10;D01,15.5,16.0,26.0,26.2,22.0,22.0
DQK,7510203,Công nghệ kỹ thuật cơ điện tử,A00;A02;A03;A09;A10;D01,A00;A02;A03;A09;A10;D01,A00;A02;A09;D01,A00;A02;A09;D01,A00;A02;A09;D01,A00;A02;A09;D01,14.0,15.4,24.0,24.0,19.0,23.0
DQK,7510205,Công nghệ kỹ thuật ô tô,A00;A01;A04;A07;A10;B03;C01,A00;A01;A04;A07;A10;B03;C01,A00;A01;B03;C01,A00;A01;B03;C01,A00;A01;B03;C01,A00;A01;B03;C01,18.0,15.1,22.0,24.5,21.0,21.0
DQK,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01;A09;A10;D01,A00;A01;A09;A10;D01,A00;A01;A09;D01,A00;A01;A09;D01,A00;A01;A09;D01,A00;A01;A09;D01,14.0,15.0,24.5,25.0,19.0,23.0
DQK,7510406,Công nghệ kỹ thuật môi trường,A00;A06;B00;B02;B03;B04;C02,A00;A06;B00;B02;B03;B04;C02,A00;B00;B03;C02,A00;B00;B03;C02,A00;B00;B03;C02,B00;A00;B03;C02,14.0,15.0,18.9,19.0,19.0,19.0
DQK,7580101,Kiến trúc,H06;V00;V01;V02;V03,H06;V00;V01;V02;V03,H06;V00;V01;V02;V06,H06;V00;V01;V02;V06,H06;V00;V01;V02,V00;V01;V02;H06,14.0,15.0,18.0,19.0,19.0,19.0
DQK,7580106,Quản lý đô thị và công trình,A00;A01;C00;C01;D01,A00;A01;C00;C01;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,14.0,15.45,21.0,22.0,19.0,19.0
DQK,7580108,Thiết kế nội thất,H00;H01;H02;H06;H08,H00;H01;H02;H06;H08,H00;H01;H06;H08,H00;H01;H06;H08,H00;H01;H06;H08,H00;H01;H06;H08,14.0,15.0,21.0,20.0,19.0,19.0
DQK,7580201,Kỹ thuật xây dựng,A00;A01;A06;B02;B08;C01;C14,A00;A01;A06;B02;B08;C01;C14,A00;A01;B08;C14,A00;A01;B08;C14,A00;A01;B08;C14,A00;A01;B08;C14,14.0,15.0,19.75,21.0,19.0,19.0
DQK,7720101,Y khoa,A00;A02;B00;D08,A00;A02;B00;D08,A00;A02;B00;D08,A00;A02;B00;D08,A00;A02;B00;D08,A00;A02;B00;D08,21.0,22.35,23.45,26.0,22.5,22.5
DQK,7720201,Dược học,A00;A02;A11;B00;D07,A00;A02;A11;B00;D07,A00;A02;B00;D07,A00;A02;B00;D07,A00;A02;B00;D07,A00;A02;B00;D07,20.0,21.15,21.5,25.0,21.0,21.0
DQK,7720501,Răng - Hàm - Mặt,A00;A02;B00;D08,A00;A02;B00;D08,A00;A02;B00;D08,A00;A02;B00;D08,A00;A02;B00;D08,A00;A02;B00;D08,21.0,22.1,24.0,25.5,23.5,24.0
DQN,7140114,Quản lý giáo dục,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,14.0,15.0,15.0,15.0,15.0,22.5
DQN,7140201,Giáo dục Mầm non,M00,M00,M00,M00,M00,M00,18.0,18.5,19.0,19.0,20.25,23.1
DQN,7140202,Giáo dục Tiểu học,A00;C00;D01,A00;C00;D01,A00;C00;D01,A00;C00;D01,A00;C00;D01,A00;C00;D01,18.5,19.5,24.0,24.0,24.45,26.95
DQN,7140206,Giáo dục Thể chất,T00;T02;T03;T05,T00;T02;T03;T05,T00;T02;T03;T05,T00;T02;T03;T05,T00;T02;T03;T05,T00;T02;T03;T05,18.0,18.5,18.0,26.0,22.25,26.5
DQN,7140209,Sư phạm Toán học,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,18.0,18.5,25.0,28.5,25.25,26.5
DQN,7140210,Sư phạm Tin học,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D07,A00;A01;D07,A00;A01;D07,18.0,18.5,19.0,19.0,19.0,22.85
DQN,7140211,Sư phạm Vật lý,A00;A01;A02,A00;A01;A02,A00;A01;A02,A00;A01;A02,A00;A01;A02,A00;A01;A02,18.0,18.5,19.0,28.5,23.5,25.75
DQN,7140213,Sư phạm Sinh học,A02;B00;B08;D08,A02;B00;B08,A02;B00;B08,A02;B00;B08,A02;B00;B08,B00;B08;A02,18.0,18.5,19.0,19.0,20.0,23.9
DQN,7140217,Sư phạm Ngữ văn,C00;D14;D15,C00;D14;D15,C00;D14;D15,C00;D14;D15,C00;D14;D15,C00;D14;D15,18.0,18.5,23.0,28.5,25.25,27.35
DQN,7140218,Sư phạm Lịch sử,C00;C19;D14,C00;C19;D14,C00;C19;D14,C00;C19;D14,C00;C19;D14,C00;C19;D14,18.0,18.5,19.0,28.5,25.75,27.45
DQN,7140219,Sư phạm Địa lý,A00;C00;C20;D15,A00;C00;C20;D15,A00;C00;C20;D15,A00;C00;C20;D15,A00;C00;C20;D15,C00;C20;D15,18.0,18.5,19.0,28.5,23.5,27.3
DQN,7140231,Sư phạm Tiếng Anh,D01,D01,D01,D01,D01,D01,18.0,18.5,24.0,22.25,24.75,25.92
DQN,7220201,Ngôn ngữ Anh,A01;D01;D14;D15,A01;D01;D14;D15,A01;D01;D14;D15,A01;D01;D14;D15,A01;D01;D14;D15,A01;D01;D14;D15,14.0,15.0,15.0,16.0,19.5,22.0
DQN,7229030,Văn học,C00;C19;D14;D15,C00;C19;D14;D15,C00;C19;D14;D15,C00;C19;D14;D15,C00;C19;D14;D15,C00;C19;D14;D15,14.0,15.0,15.0,15.0,15.0,23.5
DQN,7310101,Kinh tế,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,14.0,15.0,15.0,17.5,18.5,18.0
DQN,7310205,Quản lý nhà nước,A00;C00;C19;D01;D14,A00;C00;C19;D01;D14,A00;C00;C19;D01;D14,A00;C00;C19;D01,A00;C00;C19;D01,A00;C00;C19;D01,14.0,15.0,15.0,18.0,17.5,23.15
DQN,7310403,Tâm lý học giáo dục,A00;C00;C19;D01,A00;C00;C19;D01,A00;C00;C19;D01,A00;C00;C19;D01,A00;C00;C19;D01,A00;C00;C19;D01,14.0,15.0,15.0,15.0,15.0,23.0
DQN,7310608,Đông phương học,C00;C19;D14;D15,C00;C19;D14;D15,C00;C19;D14;D15,C00;C19;D14;D15,C00;C19;D14;D15,C00;C19;D14;D15,14.0,15.0,15.0,16.0,15.0,15.0
DQN,7310630,Việt Nam học,C00;C19;D01;D14;D15,C00;C19;D01;D14;D15,C00;C19;D01;D14;D15,C00;C19;D01;D14;D15,C00;C19;D01;D14;D15,C00;C19;D14;D15,14.0,15.0,15.0,18.0,15.0,18.0
DQN,7340101,Quản trị kinh doanh,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,14.0,15.0,15.0,17.0,15.0,17.0
DQN,7340201,Tài chính - Ngân hàng,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,14.0,15.0,15.0,17.0,15.0,20.25
DQN,7340301,Kế toán,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,14.0,15.0,15.0,16.0,15.0,17.75
DQN,7340302,Kiểm toán,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,14.0,15.0,15.0,15.0,15.0,18.75
DQN,7380101,Luật,A00;C00;C19;D01,A00;C00;C19;D01,A00;C00;C19;D01,A00;C00;C19;D01,A00;C00;C19;D01,A00;C00;C19;D01,14.0,15.0,15.0,15.0,17.75,23.65
DQN,7460112,Toán ứng dụng,A00;A01;B00;D07;D90,A00;A01;B00;D07;D90,A00;A01;D01;D07;D90,A00;A01;D07;D90,A00;A01;D07;D90,A00;A01;D07;D90,14.0,15.0,18.0,15.0,15.0,15.0
DQN,7480103,Kỹ thuật phần mềm,A00;A01,A00;A01,A00;A01,A00;A01;K01,A00;A01,A00;A01,14.0,15.0,15.0,15.0,15.0,15.0
DQN,7480201,Công nghệ thông tin,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01;K01,A00;A01;D01,A00;A01;D01,14.0,15.0,15.0,18.0,15.0,16.5
DQN,7510401,Công nghệ kỹ thuật hóa học,A00;A01;B00;C02;D07,A00;B00;C02;D07,A00;B00;C02;D07,A00;B00;C02;D07,A00;B00;C02;D07,A00;B00;C02;D07,14.0,15.0,15.0,15.0,15.0,15.0
DQN,7520201,Kỹ thuật điện,A00;A01;D07,A00;A01;A02;D07,A00;A01;A02;D07,A00;A01;D07;K01,A00;A01;D07,A00;A01;D07,14.0,15.0,15.0,15.0,15.0,16.0
DQN,7520207,Kỹ thuật điện tử - viễn thông,A00;A01;D07,A00;A01;A02;D07,A00;A01;A02;D07,A00;A01;D07;K01,A00;A01;D07,A00;A01;D07,14.0,15.0,15.0,15.0,15.0,15.0
DQN,7580201,Kỹ thuật xây dựng,A00;A01;D07,A00;A01;A02;D07,A00;A01;A02;D07,A00;A01;D07;K01,A00;A01;D07,A00;A01;D07,14.0,15.0,15.0,15.0,15.0,15.0
DQN,7620109,Nông học,A02;B00;B03;B04;C08;D08,A02;B00;B03;B04;C08;D08,A02;B00;B03;B04;C08;D08,B00;B03;B04;C08;D08,B00;B03;B04;C08,B00;B03;B04;C08,14.0,15.0,15.0,15.0,15.0,15.0
DQN,7760101,Công tác xã hội,C00;D01;D14,C00;D01;D14,C00;D01;D14,C00;D01;D14,C00;D01;D14,C00;D01;D14,14.0,15.0,15.0,15.0,15.0,20.25
DQN,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;D01;D14;DI4,A00;A01;D01;D14;DI4,A00;A01;D01;D14;DI4,A00;A01;D01;D14;DI4,A00;A01;D01;D14;DI4,A00;A01;D01;DI4,14.0,15.0,15.0,17.0,17.75,19.85
DQN,7810201,Quản trị khách sạn,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,14.0,15.0,15.0,17.0,15.0,18.35
DQN,7850101,Quản lý tài nguyên và môi trường,A00;B00;C04;D01,A00;B00;C04;D01;D07,A00;B00;C04;D01,A00;B00;C04;D01,A00;B00;C04;D01,A00;B00;C04;D01,14.0,15.0,15.0,15.0,15.0,15.0
DQN,7850103,Quản lý đất đai,A00;B00;C04;D01,A00;B00;B08;C04;D01;D07,A00;B00;C04;D01,A00;B00;C04;D01,A00;B00;C04;D01,A00;B00;C04;D01,14.0,15.0,15.0,18.0,15.0,15.0
DQU,7140201,Giáo dục Mầm non,M00;M01;M02;M03,M00;M01;M02;M03,M00;M01;M02;M03,M00;M01;M02;M03,M00;M01;M02;M03,M00;M01;M02;M03,18.0,18.5,19.0,19.0,21.5,24.26
DQU,7140202,Giáo dục Tiểu học,A00;C00;C14;D01,A00;C00;C14;D01,A00;C00;C14;D01,A00;C00;C14;D01,A00;C00;C14;D01,A00;C00;C14;D01,18.0,18.5,21.25,23.25,24.5,25.8
DQU,7140209,Sư phạm Toán học,A00;A01;A10;C14;D01,A00;A01;A10;C14;D01,A00;A01;A10;C14;D01,A00;A01;C14;D01,A00;A01;C14;D01,A00;A01;C14;D01,18.0,18.5,19.0,19.0,23.5,24.25
DQU,7140211,Sư phạm Vật lý,A00;A01;A02;A10;D11,A00;A01;A02;A10;D11,A00;A01;A02;A10;D11,A00;A01;A02;D11,A00;A01;A02;D11,A00;A01;A02;D11,18.0,18.5,19.0,19.0,19.0,23.5
DQU,7140213,Sư phạm Sinh học,A02;B00;B02;B04;D08;D13,A02;B00;B02;B04;D08;D13,A02;B00;B02;B04;D08;D13,A02;B00;D08;D13,A02;B00;D08;D13,A02;B00;D08;D13,18.0,18.5,19.0,19.0,19.0,21.75
DQU,7140217,Sư phạm Ngữ văn,C00;C19;C20;D14,C00;C19;C20;D14,C00;C19;C20;D14,C00;C19;C20;D14,C00;C19;C20;D14,C00;C19;C20;D14,18.0,18.5,19.0,19.0,23.75,25.74
DQU,7220201,Ngôn ngữ Anh,A01;D01;D11;D12;D66,A01;D01;D11;D66,A01;D01;D11;D66,A01;D01;D11;D66,A01;D01;D11;D66,A01;D01;D11;D66,13.0,13.0,14.0,13.0,14.0,14.0
DQU,7229010,Lịch sử,A08;C00;C19;D14,A08;C00;C19;D14,A08;C00;C19;D14,A08;C00;C19;D14,A08;C00;C19;D14,A08;C00;C19;D14,13.0,13.0,15.0,13.0,14.0,23.0
DQU,7310630,Việt Nam học,A09;C00;C20;D01,A09;C00;C20;D01,A09;C00;C20;D01,A09;C00;C20;D01,A09;C00;C20;D01,A09;C00;C20;D01,13.0,13.0,14.0,13.0,14.0,14.0
DQU,7480201,Công nghệ thông tin,A00;A01;A10;C14;D01,A00;A01;A10;C14;D01,A00;A01;A10;C14;D01,A00;A01;C14;D01,A00;A01;C14;D01,A00;A01;C14;D01,13.0,13.0,12.5,13.0,14.0,14.0
DQU,7620112,Bảo vệ thực vật,A02;B00;B02;B04;D08;D13,A02;B00;B02;B04;D08;D13,A02;B00;B02;B04;D08;D13,A02;B00;D08;D13,A02;B00;D08;D13,A02;B00;D08;D13,13.0,13.0,14.0,13.0,14.0,14.0
