Mã trường,Mã ngành,Tên ngành,Tổ hợp môn năm 2019,Tổ hợp môn năm 2020,Tổ hợp môn năm 2021,Tổ hợp môn năm 2022,Tổ hợp môn năm 2023,Tổ hợp môn năm 2024,Tổ hợp môn năm 2025,Điểm chuẩn năm 2019,Điểm chuẩn năm 2020,Điểm chuẩn năm 2021,Điểm chuẩn năm 2022,Điểm chuẩn năm 2023,Điểm chuẩn năm 2024,Điểm chuẩn năm 2025
QSA,7140205_X01,Giáo dục Chính trị,,,,,,,X01,,,,,,,25.3
QSA,7140205_X04,Giáo dục Chính trị,,,,,,,X04,,,,,,,25.3
QSA,7140205_X05,Giáo dục Chính trị,,,,,,,X05,,,,,,,25.3
QSA,7140205_X06,Giáo dục Chính trị,,,,,,,X06,,,,,,,25.3
QSA,7140205_X08,Giáo dục Chính trị,,,,,,,X08,,,,,,,25.3
QSA,7140205_X10,Giáo dục Chính trị,,,,,,,X10,,,,,,,25.3
QSA,7140205_X12,Giáo dục Chính trị,,,,,,,X12,,,,,,,25.3
QSA,7140205_X14,Giáo dục Chính trị,,,,,,,X14,,,,,,,25.3
QSA,7140205_X17,Giáo dục Chính trị,,,,,,,X17,,,,,,,25.13
QSA,7140205_X20,Giáo dục Chính trị,,,,,,,X20,,,,,,,25.3
QSA,7140205_X24,Giáo dục Chính trị,,,,,,,X24,,,,,,,25.3
QSA,7140205_X25,Giáo dục Chính trị,,,,,,,X25,,,,,,,25.3
QSA,7140205_X26,Giáo dục Chính trị,,,,,,,X26,,,,,,,25.3
QSA,7140205_X27,Giáo dục Chính trị,,,,,,,X27,,,,,,,25.3
QSA,7140205_X28,Giáo dục Chính trị,,,,,,,X28,,,,,,,25.3
QSA,7140205_X65,Giáo dục Chính trị,,,,,,,X65,,,,,,,25.3
QSA,7140205_X70,Giáo dục Chính trị,,,,,,,X70,,,,,,,25.13
QSA,7140205_X74,Giáo dục Chính trị,,,,,,,X74,,,,,,,25.13
QSA,7140205_X78,Giáo dục Chính trị,,,,,,,X78,,,,,,,25.3
QSA,7140205_X80,Giáo dục Chính trị,,,,,,,X80,,,,,,,25.3
QSA,7140205_X81,Giáo dục Chính trị,,,,,,,X81,,,,,,,25.3
QSA,7140209,Sư phạm Toán học,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,,18.0,18.5,22.0,27.0,25.0,26.18,
QSA,7140209_A00,Sư phạm Toán học,,,,,,,A00,,,,,,,26.33
QSA,7140209_A01,Sư phạm Toán học,,,,,,,A01,,,,,,,26.33
QSA,7140209_A02,Sư phạm Toán học,,,,,,,A02,,,,,,,26.33
QSA,7140209_A03,Sư phạm Toán học,,,,,,,A03,,,,,,,26.33
QSA,7140209_A04,Sư phạm Toán học,,,,,,,A04,,,,,,,26.33
QSA,7140209_A05,Sư phạm Toán học,,,,,,,A05,,,,,,,26.33
QSA,7140209_A06,Sư phạm Toán học,,,,,,,A06,,,,,,,26.33
QSA,7140209_A07,Sư phạm Toán học,,,,,,,A07,,,,,,,26.33
QSA,7140209_B00,Sư phạm Toán học,,,,,,,B00,,,,,,,26.33
QSA,7140209_B02,Sư phạm Toán học,,,,,,,B02,,,,,,,26.33
QSA,7140209_B03,Sư phạm Toán học,,,,,,,B03,,,,,,,26.33
QSA,7140209_B08,Sư phạm Toán học,,,,,,,B08,,,,,,,26.33
QSA,7140209_C01,Sư phạm Toán học,,,,,,,C01,,,,,,,25.95
QSA,7140209_C02,Sư phạm Toán học,,,,,,,C02,,,,,,,25.95
QSA,7140209_C03,Sư phạm Toán học,,,,,,,C03,,,,,,,25.95
QSA,7140209_C04,Sư phạm Toán học,,,,,,,C04,,,,,,,25.95
QSA,7140209_C08,Sư phạm Toán học,,,,,,,C08,,,,,,,25.95
QSA,7140209_D01,Sư phạm Toán học,,,,,,,D01,,,,,,,26.33
QSA,7140209_D07,Sư phạm Toán học,,,,,,,D07,,,,,,,26.33
QSA,7140209_D09,Sư phạm Toán học,,,,,,,D09,,,,,,,26.33
QSA,7140209_D10,Sư phạm Toán học,,,,,,,D10,,,,,,,26.33
QSA,7140209_D14,Sư phạm Toán học,,,,,,,D14,,,,,,,26.33
QSA,7140209_D15,Sư phạm Toán học,,,,,,,D15,,,,,,,26.33
QSA,7140209_M00,Sư phạm Toán học,,,,,,,M00,,,,,,,26.33
QSA,7140209_M01,Sư phạm Toán học,,,,,,,M01,,,,,,,26.33
QSA,7140209_M26,Sư phạm Toán học,,,,,,,M26,,,,,,,26.33
QSA,7140209_M27,Sư phạm Toán học,,,,,,,M27,,,,,,,26.33
QSA,7140209_M28,Sư phạm Toán học,,,,,,,M28,,,,,,,26.33
QSA,7140209_M29,Sư phạm Toán học,,,,,,,M29,,,,,,,26.33
QSA,7140209_M30,Sư phạm Toán học,,,,,,,M30,,,,,,,26.33
QSA,7140209_X01,Sư phạm Toán học,,,,,,,X01,,,,,,,26.33
QSA,7140209_X04,Sư phạm Toán học,,,,,,,X04,,,,,,,26.33
QSA,7140209_X05,Sư phạm Toán học,,,,,,,X05,,,,,,,26.33
QSA,7140209_X06,Sư phạm Toán học,,,,,,,X06,,,,,,,26.33
QSA,7140209_X08,Sư phạm Toán học,,,,,,,X08,,,,,,,26.33
QSA,7140209_X10,Sư phạm Toán học,,,,,,,X10,,,,,,,26.33
QSA,7140209_X12,Sư phạm Toán học,,,,,,,X12,,,,,,,26.33
QSA,7140209_X14,Sư phạm Toán học,,,,,,,X14,,,,,,,26.33
QSA,7140209_X17,Sư phạm Toán học,,,,,,,X17,,,,,,,25.95
QSA,7140209_X20,Sư phạm Toán học,,,,,,,X20,,,,,,,26.33
QSA,7140209_X24,Sư phạm Toán học,,,,,,,X24,,,,,,,26.33
QSA,7140209_X25,Sư phạm Toán học,,,,,,,X25,,,,,,,26.33
QSA,7140209_X26,Sư phạm Toán học,,,,,,,X26,,,,,,,26.33
QSA,7140209_X27,Sư phạm Toán học,,,,,,,X27,,,,,,,26.33
QSA,7140209_X28,Sư phạm Toán học,,,,,,,X28,,,,,,,26.33
QSA,7140209_X65,Sư phạm Toán học,,,,,,,X65,,,,,,,26.33
QSA,7140209_X70,Sư phạm Toán học,,,,,,,X70,,,,,,,25.95
QSA,7140209_X74,Sư phạm Toán học,,,,,,,X74,,,,,,,25.95
QSA,7140209_X78,Sư phạm Toán học,,,,,,,X78,,,,,,,26.33
QSA,7140209_X80,Sư phạm Toán học,,,,,,,X80,,,,,,,26.33
QSA,7140209_X81,Sư phạm Toán học,,,,,,,X81,,,,,,,26.33
QSA,7140211,Sư phạm Vật lý,A00;A01;C01;C05,A00;A01;C01;C05,A00;A01;C01;C05,A00;A01;C01;C05,A00;A01;C01;C05,A00;A01;A17;C01,,18.0,18.5,19.0,24.2,24.15,25.57,
QSA,7140211_A00,Sư phạm Vật lý,,,,,,,A00,,,,,,,25.32
QSA,7140211_A01,Sư phạm Vật lý,,,,,,,A01,,,,,,,25.32
QSA,7140211_A02,Sư phạm Vật lý,,,,,,,A02,,,,,,,25.32
QSA,7140211_A03,Sư phạm Vật lý,,,,,,,A03,,,,,,,25.32
QSA,7140211_A04,Sư phạm Vật lý,,,,,,,A04,,,,,,,25.32
QSA,7140211_A05,Sư phạm Vật lý,,,,,,,A05,,,,,,,25.32
QSA,7140211_A06,Sư phạm Vật lý,,,,,,,A06,,,,,,,25.32
QSA,7140211_A07,Sư phạm Vật lý,,,,,,,A07,,,,,,,25.32
QSA,7140211_B00,Sư phạm Vật lý,,,,,,,B00,,,,,,,25.32
QSA,7140211_B02,Sư phạm Vật lý,,,,,,,B02,,,,,,,25.32
QSA,7140211_B03,Sư phạm Vật lý,,,,,,,B03,,,,,,,25.32
QSA,7140211_B08,Sư phạm Vật lý,,,,,,,B08,,,,,,,25.32
QSA,7140211_C01,Sư phạm Vật lý,,,,,,,C01,,,,,,,25.18
QSA,7140211_C02,Sư phạm Vật lý,,,,,,,C02,,,,,,,25.18
QSA,7140211_C03,Sư phạm Vật lý,,,,,,,C03,,,,,,,25.18
QSA,7140211_C04,Sư phạm Vật lý,,,,,,,C04,,,,,,,25.18
QSA,7140211_C08,Sư phạm Vật lý,,,,,,,C08,,,,,,,25.18
QSA,7140211_D01,Sư phạm Vật lý,,,,,,,D01,,,,,,,25.32
QSA,7140211_D07,Sư phạm Vật lý,,,,,,,D07,,,,,,,25.32
QSA,7140211_D09,Sư phạm Vật lý,,,,,,,D09,,,,,,,25.32
QSA,7140211_D10,Sư phạm Vật lý,,,,,,,D10,,,,,,,25.32
QSA,7140211_D14,Sư phạm Vật lý,,,,,,,D14,,,,,,,25.32
QSA,7140211_D15,Sư phạm Vật lý,,,,,,,D15,,,,,,,25.32
QSA,7140211_M00,Sư phạm Vật lý,,,,,,,M00,,,,,,,25.32
QSA,7140211_M01,Sư phạm Vật lý,,,,,,,M01,,,,,,,25.32
QSA,7140211_M26,Sư phạm Vật lý,,,,,,,M26,,,,,,,25.32
QSA,7140211_M27,Sư phạm Vật lý,,,,,,,M27,,,,,,,25.32
QSA,7140211_M28,Sư phạm Vật lý,,,,,,,M28,,,,,,,25.32
QSA,7140211_M29,Sư phạm Vật lý,,,,,,,M29,,,,,,,25.32
QSA,7140211_M30,Sư phạm Vật lý,,,,,,,M30,,,,,,,25.32
QSA,7140211_X01,Sư phạm Vật lý,,,,,,,X01,,,,,,,25.32
QSA,7140211_X04,Sư phạm Vật lý,,,,,,,X04,,,,,,,25.32
QSA,7140211_X05,Sư phạm Vật lý,,,,,,,X05,,,,,,,25.32
QSA,7140211_X06,Sư phạm Vật lý,,,,,,,X06,,,,,,,25.32
QSA,7140211_X08,Sư phạm Vật lý,,,,,,,X08,,,,,,,25.32
QSA,7140211_X10,Sư phạm Vật lý,,,,,,,X10,,,,,,,25.32
QSA,7140211_X12,Sư phạm Vật lý,,,,,,,X12,,,,,,,25.32
QSA,7140211_X14,Sư phạm Vật lý,,,,,,,X14,,,,,,,25.32
QSA,7140211_X17,Sư phạm Vật lý,,,,,,,X17,,,,,,,25.18
QSA,7140211_X20,Sư phạm Vật lý,,,,,,,X20,,,,,,,25.32
QSA,7140211_X24,Sư phạm Vật lý,,,,,,,X24,,,,,,,25.32
QSA,7140211_X25,Sư phạm Vật lý,,,,,,,X25,,,,,,,25.32
QSA,7140211_X26,Sư phạm Vật lý,,,,,,,X26,,,,,,,25.32
QSA,7140211_X27,Sư phạm Vật lý,,,,,,,X27,,,,,,,25.32
QSA,7140211_X28,Sư phạm Vật lý,,,,,,,X28,,,,,,,25.32
QSA,7140211_X65,Sư phạm Vật lý,,,,,,,X65,,,,,,,25.32
QSA,7140211_X70,Sư phạm Vật lý,,,,,,,X70,,,,,,,25.18
QSA,7140211_X74,Sư phạm Vật lý,,,,,,,X74,,,,,,,25.18
QSA,7140211_X78,Sư phạm Vật lý,,,,,,,X78,,,,,,,25.32
QSA,7140211_X80,Sư phạm Vật lý,,,,,,,X80,,,,,,,25.32
QSA,7140211_X81,Sư phạm Vật lý,,,,,,,X81,,,,,,,25.32
QSA,7140212,Sư phạm Hóa học,A00;B00;C02;D07,A00;B00;C02;D07,A00;B00;C02;D07,A00;B00;C02;D07,A00;B00;C02;D07,A00;B00;C02;D07,,18.0,18.5,19.0,24.7,24.15,25.81,
QSA,7140212_A00,Sư phạm Hóa học,,,,,,,A00,,,,,,,24.92
QSA,7140212_A01,Sư phạm Hóa học,,,,,,,A01,,,,,,,24.92
QSA,7140212_A02,Sư phạm Hóa học,,,,,,,A02,,,,,,,24.92
QSA,7140212_A03,Sư phạm Hóa học,,,,,,,A03,,,,,,,24.92
QSA,7140212_A04,Sư phạm Hóa học,,,,,,,A04,,,,,,,24.92
QSA,7140212_A05,Sư phạm Hóa học,,,,,,,A05,,,,,,,24.92
QSA,7140212_A06,Sư phạm Hóa học,,,,,,,A06,,,,,,,24.92
QSA,7140212_A07,Sư phạm Hóa học,,,,,,,A07,,,,,,,24.92
QSA,7140212_B00,Sư phạm Hóa học,,,,,,,B00,,,,,,,24.92
QSA,7140212_B02,Sư phạm Hóa học,,,,,,,B02,,,,,,,24.92
QSA,7140212_B03,Sư phạm Hóa học,,,,,,,B03,,,,,,,24.92
QSA,7140212_B08,Sư phạm Hóa học,,,,,,,B08,,,,,,,24.92
QSA,7140212_C01,Sư phạm Hóa học,,,,,,,C01,,,,,,,24.75
QSA,7140212_C02,Sư phạm Hóa học,,,,,,,C02,,,,,,,24.75
QSA,7140212_C03,Sư phạm Hóa học,,,,,,,C03,,,,,,,24.75
QSA,7140212_C04,Sư phạm Hóa học,,,,,,,C04,,,,,,,24.75
QSA,7140212_C08,Sư phạm Hóa học,,,,,,,C08,,,,,,,24.75
QSA,7140212_D01,Sư phạm Hóa học,,,,,,,D01,,,,,,,24.92
QSA,7140212_D07,Sư phạm Hóa học,,,,,,,D07,,,,,,,24.92
QSA,7140212_D09,Sư phạm Hóa học,,,,,,,D09,,,,,,,24.92
QSA,7140212_D10,Sư phạm Hóa học,,,,,,,D10,,,,,,,24.92
QSA,7140212_D14,Sư phạm Hóa học,,,,,,,D14,,,,,,,24.92
QSA,7140212_D15,Sư phạm Hóa học,,,,,,,D15,,,,,,,24.92
QSA,7140212_M00,Sư phạm Hóa học,,,,,,,M00,,,,,,,24.92
QSA,7140212_M01,Sư phạm Hóa học,,,,,,,M01,,,,,,,24.92
QSA,7140212_M26,Sư phạm Hóa học,,,,,,,M26,,,,,,,24.92
QSA,7140212_M27,Sư phạm Hóa học,,,,,,,M27,,,,,,,24.92
QSA,7140212_M28,Sư phạm Hóa học,,,,,,,M28,,,,,,,24.92
QSA,7140212_M29,Sư phạm Hóa học,,,,,,,M29,,,,,,,24.92
QSA,7140212_M30,Sư phạm Hóa học,,,,,,,M30,,,,,,,24.92
QSA,7140212_X01,Sư phạm Hóa học,,,,,,,X01,,,,,,,24.92
QSA,7140212_X04,Sư phạm Hóa học,,,,,,,X04,,,,,,,24.92
QSA,7140212_X05,Sư phạm Hóa học,,,,,,,X05,,,,,,,24.92
QSA,7140212_X06,Sư phạm Hóa học,,,,,,,X06,,,,,,,24.92
QSA,7140212_X08,Sư phạm Hóa học,,,,,,,X08,,,,,,,24.92
QSA,7140212_X10,Sư phạm Hóa học,,,,,,,X10,,,,,,,24.92
QSA,7140212_X12,Sư phạm Hóa học,,,,,,,X12,,,,,,,24.92
QSA,7140212_X14,Sư phạm Hóa học,,,,,,,X14,,,,,,,24.92
QSA,7140212_X17,Sư phạm Hóa học,,,,,,,X17,,,,,,,24.75
QSA,7140212_X20,Sư phạm Hóa học,,,,,,,X20,,,,,,,24.92
QSA,7140212_X24,Sư phạm Hóa học,,,,,,,X24,,,,,,,24.92
QSA,7140212_X25,Sư phạm Hóa học,,,,,,,X25,,,,,,,24.92
QSA,7140212_X26,Sư phạm Hóa học,,,,,,,X26,,,,,,,24.92
QSA,7140212_X27,Sư phạm Hóa học,,,,,,,X27,,,,,,,24.92
QSA,7140212_X28,Sư phạm Hóa học,,,,,,,X28,,,,,,,24.92
QSA,7140212_X65,Sư phạm Hóa học,,,,,,,X65,,,,,,,24.92
QSA,7140212_X70,Sư phạm Hóa học,,,,,,,X70,,,,,,,24.75
QSA,7140212_X74,Sư phạm Hóa học,,,,,,,X74,,,,,,,24.75
QSA,7140212_X78,Sư phạm Hóa học,,,,,,,X78,,,,,,,24.92
QSA,7140212_X80,Sư phạm Hóa học,,,,,,,X80,,,,,,,24.92
QSA,7140212_X81,Sư phạm Hóa học,,,,,,,X81,,,,,,,24.92
QSA,7140217,Sư phạm Ngữ văn,C00;D01;D14;D15,C00;D01;D14;D15,C00;D01;D14;D15,C00;D01;D14;D15,C00;D01;D14;D15,C00;D01;D14;D15,,18.0,18.5,22.0,25.3,24.96,27.44,
QSA,7140217_A00,Sư phạm Ngữ văn,,,,,,,A00,,,,,,,24.71
QSA,7140217_A01,Sư phạm Ngữ văn,,,,,,,A01,,,,,,,24.71
QSA,7140217_A02,Sư phạm Ngữ văn,,,,,,,A02,,,,,,,24.71
QSA,7140217_A03,Sư phạm Ngữ văn,,,,,,,A03,,,,,,,24.71
QSA,7140217_A04,Sư phạm Ngữ văn,,,,,,,A04,,,,,,,24.71
QSA,7140217_A05,Sư phạm Ngữ văn,,,,,,,A05,,,,,,,24.71
QSA,7140217_A06,Sư phạm Ngữ văn,,,,,,,A06,,,,,,,24.71
QSA,7140217_A07,Sư phạm Ngữ văn,,,,,,,A07,,,,,,,24.71
QSA,7140217_B00,Sư phạm Ngữ văn,,,,,,,B00,,,,,,,24.71
QSA,7140217_B02,Sư phạm Ngữ văn,,,,,,,B02,,,,,,,24.71
QSA,7140217_B03,Sư phạm Ngữ văn,,,,,,,B03,,,,,,,24.71
QSA,7140217_B08,Sư phạm Ngữ văn,,,,,,,B08,,,,,,,24.71
QSA,7140217_C00,Sư phạm Ngữ văn,,,,,,,C00,,,,,,,27.68
QSA,7140217_C01,Sư phạm Ngữ văn,,,,,,,C01,,,,,,,24.65
QSA,7140217_C02,Sư phạm Ngữ văn,,,,,,,C02,,,,,,,24.65
QSA,7140217_C03,Sư phạm Ngữ văn,,,,,,,C03,,,,,,,24.65
QSA,7140217_C04,Sư phạm Ngữ văn,,,,,,,C04,,,,,,,24.65
QSA,7140217_C08,Sư phạm Ngữ văn,,,,,,,C08,,,,,,,24.65
QSA,7140217_D01,Sư phạm Ngữ văn,,,,,,,D01,,,,,,,24.71
QSA,7140217_D07,Sư phạm Ngữ văn,,,,,,,D07,,,,,,,24.71
QSA,7140217_D09,Sư phạm Ngữ văn,,,,,,,D09,,,,,,,24.71
QSA,7140217_D10,Sư phạm Ngữ văn,,,,,,,D10,,,,,,,24.71
QSA,7140217_D14,Sư phạm Ngữ văn,,,,,,,D14,,,,,,,24.71
QSA,7140217_D15,Sư phạm Ngữ văn,,,,,,,D15,,,,,,,24.71
QSA,7140217_M00,Sư phạm Ngữ văn,,,,,,,M00,,,,,,,24.71
QSA,7140217_M01,Sư phạm Ngữ văn,,,,,,,M01,,,,,,,24.71
QSA,7140217_M26,Sư phạm Ngữ văn,,,,,,,M26,,,,,,,24.71
QSA,7140217_M27,Sư phạm Ngữ văn,,,,,,,M27,,,,,,,24.71
QSA,7140217_M28,Sư phạm Ngữ văn,,,,,,,M28,,,,,,,24.71
QSA,7140217_M29,Sư phạm Ngữ văn,,,,,,,M29,,,,,,,24.71
QSA,7140217_M30,Sư phạm Ngữ văn,,,,,,,M30,,,,,,,24.71
QSA,7140217_X01,Sư phạm Ngữ văn,,,,,,,X01,,,,,,,24.71
QSA,7140217_X04,Sư phạm Ngữ văn,,,,,,,X04,,,,,,,24.71
QSA,7140217_X05,Sư phạm Ngữ văn,,,,,,,X05,,,,,,,24.71
QSA,7140217_X06,Sư phạm Ngữ văn,,,,,,,X06,,,,,,,24.71
QSA,7140217_X08,Sư phạm Ngữ văn,,,,,,,X08,,,,,,,24.71
QSA,7140217_X10,Sư phạm Ngữ văn,,,,,,,X10,,,,,,,24.71
QSA,7140217_X12,Sư phạm Ngữ văn,,,,,,,X12,,,,,,,24.71
QSA,7140217_X14,Sư phạm Ngữ văn,,,,,,,X14,,,,,,,24.71
QSA,7140217_X17,Sư phạm Ngữ văn,,,,,,,X17,,,,,,,24.65
QSA,7140217_X20,Sư phạm Ngữ văn,,,,,,,X20,,,,,,,24.71
QSA,7140217_X24,Sư phạm Ngữ văn,,,,,,,X24,,,,,,,24.71
QSA,7140217_X25,Sư phạm Ngữ văn,,,,,,,X25,,,,,,,24.71
QSA,7140217_X26,Sư phạm Ngữ văn,,,,,,,X26,,,,,,,24.71
QSA,7140217_X27,Sư phạm Ngữ văn,,,,,,,X27,,,,,,,24.71
QSA,7140217_X28,Sư phạm Ngữ văn,,,,,,,X28,,,,,,,24.71
QSA,7140217_X65,Sư phạm Ngữ văn,,,,,,,X65,,,,,,,24.71
QSA,7140217_X70,Sư phạm Ngữ văn,,,,,,,X70,,,,,,,24.65
QSA,7140217_X74,Sư phạm Ngữ văn,,,,,,,X74,,,,,,,24.65
QSA,7140217_X78,Sư phạm Ngữ văn,,,,,,,X78,,,,,,,24.71
QSA,7140217_X80,Sư phạm Ngữ văn,,,,,,,X80,,,,,,,24.71
QSA,7140217_X81,Sư phạm Ngữ văn,,,,,,,X81,,,,,,,24.71
QSA,7140218,Sư phạm Lịch sử,C00;C19;D09;D14,C00;C19;D09;D14,A08;C00;C19;D14,A08;C00;C19;D14,A08;C00;C19;D14,A08;C00;C19;D14,,18.0,18.5,20.0,26.51,27.21,27.91,
QSA,7140218_A00,Sư phạm Lịch sử,,,,,,,A00,,,,,,,26.28
QSA,7140218_A01,Sư phạm Lịch sử,,,,,,,A01,,,,,,,26.28
QSA,7140218_A02,Sư phạm Lịch sử,,,,,,,A02,,,,,,,26.28
QSA,7140218_A03,Sư phạm Lịch sử,,,,,,,A03,,,,,,,26.28
QSA,7140218_A04,Sư phạm Lịch sử,,,,,,,A04,,,,,,,26.28
QSA,7140218_A05,Sư phạm Lịch sử,,,,,,,A05,,,,,,,26.28
QSA,7140218_A06,Sư phạm Lịch sử,,,,,,,A06,,,,,,,26.28
QSA,7140218_A07,Sư phạm Lịch sử,,,,,,,A07,,,,,,,26.28
QSA,7140218_B00,Sư phạm Lịch sử,,,,,,,B00,,,,,,,26.28
QSA,7140218_B02,Sư phạm Lịch sử,,,,,,,B02,,,,,,,26.28
QSA,7140218_B03,Sư phạm Lịch sử,,,,,,,B03,,,,,,,26.28
QSA,7140218_B08,Sư phạm Lịch sử,,,,,,,B08,,,,,,,26.28
QSA,7140218_C00,Sư phạm Lịch sử,,,,,,,C00,,,,,,,28.75
QSA,7140218_C01,Sư phạm Lịch sử,,,,,,,C01,,,,,,,25.83
QSA,7140218_C02,Sư phạm Lịch sử,,,,,,,C02,,,,,,,25.83
QSA,7140218_C03,Sư phạm Lịch sử,,,,,,,C03,,,,,,,25.83
QSA,7140218_C04,Sư phạm Lịch sử,,,,,,,C04,,,,,,,25.83
QSA,7140218_C08,Sư phạm Lịch sử,,,,,,,C08,,,,,,,25.83
QSA,7140218_D01,Sư phạm Lịch sử,,,,,,,D01,,,,,,,26.28
QSA,7140218_D07,Sư phạm Lịch sử,,,,,,,D07,,,,,,,26.28
QSA,7140218_D09,Sư phạm Lịch sử,,,,,,,D09,,,,,,,26.28
QSA,7140218_D10,Sư phạm Lịch sử,,,,,,,D10,,,,,,,26.28
QSA,7140218_D14,Sư phạm Lịch sử,,,,,,,D14,,,,,,,26.28
QSA,7140218_D15,Sư phạm Lịch sử,,,,,,,D15,,,,,,,26.28
QSA,7140218_M00,Sư phạm Lịch sử,,,,,,,M00,,,,,,,26.28
QSA,7140218_M01,Sư phạm Lịch sử,,,,,,,M01,,,,,,,26.28
QSA,7140218_M26,Sư phạm Lịch sử,,,,,,,M26,,,,,,,26.28
QSA,7140218_M27,Sư phạm Lịch sử,,,,,,,M27,,,,,,,26.28
QSA,7140218_M28,Sư phạm Lịch sử,,,,,,,M28,,,,,,,26.28
QSA,7140218_M29,Sư phạm Lịch sử,,,,,,,M29,,,,,,,26.28
QSA,7140218_M30,Sư phạm Lịch sử,,,,,,,M30,,,,,,,26.28
QSA,7140218_X01,Sư phạm Lịch sử,,,,,,,X01,,,,,,,26.28
QSA,7140218_X04,Sư phạm Lịch sử,,,,,,,X04,,,,,,,26.28
QSA,7140218_X05,Sư phạm Lịch sử,,,,,,,X05,,,,,,,26.28
QSA,7140218_X06,Sư phạm Lịch sử,,,,,,,X06,,,,,,,26.28
QSA,7140218_X08,Sư phạm Lịch sử,,,,,,,X08,,,,,,,26.28
QSA,7140218_X10,Sư phạm Lịch sử,,,,,,,X10,,,,,,,26.28
QSA,7140218_X12,Sư phạm Lịch sử,,,,,,,X12,,,,,,,26.28
QSA,7140218_X14,Sư phạm Lịch sử,,,,,,,X14,,,,,,,26.28
QSA,7140218_X17,Sư phạm Lịch sử,,,,,,,X17,,,,,,,25.83
QSA,7140218_X20,Sư phạm Lịch sử,,,,,,,X20,,,,,,,26.28
QSA,7140218_X24,Sư phạm Lịch sử,,,,,,,X24,,,,,,,26.28
QSA,7140218_X25,Sư phạm Lịch sử,,,,,,,X25,,,,,,,26.28
QSA,7140218_X26,Sư phạm Lịch sử,,,,,,,X26,,,,,,,26.28
QSA,7140218_X27,Sư phạm Lịch sử,,,,,,,X27,,,,,,,26.28
QSA,7140218_X28,Sư phạm Lịch sử,,,,,,,X28,,,,,,,26.28
QSA,7140218_X65,Sư phạm Lịch sử,,,,,,,X65,,,,,,,26.28
QSA,7140218_X70,Sư phạm Lịch sử,,,,,,,X70,,,,,,,25.83
QSA,7140218_X74,Sư phạm Lịch sử,,,,,,,X74,,,,,,,25.83
QSA,7140218_X78,Sư phạm Lịch sử,,,,,,,X78,,,,,,,26.28
QSA,7140218_X80,Sư phạm Lịch sử,,,,,,,X80,,,,,,,26.28
QSA,7140218_X81,Sư phạm Lịch sử,,,,,,,X81,,,,,,,26.28
QSA,7140219,Sư phạm Địa lý,A09;C00;C04;D10,A09;C00;C04;D10,A09;C00;C04;D10,A09;C00;C04;D10,A09;C00;C04;D10,A09;C00;C20;D10,,18.0,18.5,20.0,25.7,25.05,27.91,
QSA,7140219_A00,Sư phạm Địa lý,,,,,,,A00,,,,,,,25.91
QSA,7140219_A01,Sư phạm Địa lý,,,,,,,A01,,,,,,,25.91
QSA,7140219_A02,Sư phạm Địa lý,,,,,,,A02,,,,,,,25.91
QSA,7140219_A03,Sư phạm Địa lý,,,,,,,A03,,,,,,,25.91
QSA,7140219_A04,Sư phạm Địa lý,,,,,,,A04,,,,,,,25.91
QSA,7140219_A05,Sư phạm Địa lý,,,,,,,A05,,,,,,,25.91
QSA,7140219_A06,Sư phạm Địa lý,,,,,,,A06,,,,,,,25.91
QSA,7140219_A07,Sư phạm Địa lý,,,,,,,A07,,,,,,,25.91
QSA,7140219_B00,Sư phạm Địa lý,,,,,,,B00,,,,,,,25.91
QSA,7140219_B02,Sư phạm Địa lý,,,,,,,B02,,,,,,,25.91
QSA,7140219_B03,Sư phạm Địa lý,,,,,,,B03,,,,,,,25.91
QSA,7140219_B08,Sư phạm Địa lý,,,,,,,B08,,,,,,,25.91
QSA,7140219_C00,Sư phạm Địa lý,,,,,,,C00,,,,,,,28.25
QSA,7140219_C01,Sư phạm Địa lý,,,,,,,C01,,,,,,,25.53
QSA,7140219_C02,Sư phạm Địa lý,,,,,,,C02,,,,,,,25.53
QSA,7140219_C03,Sư phạm Địa lý,,,,,,,C03,,,,,,,25.53
QSA,7140219_C04,Sư phạm Địa lý,,,,,,,C04,,,,,,,25.53
QSA,7140219_C08,Sư phạm Địa lý,,,,,,,C08,,,,,,,25.53
QSA,7140219_D01,Sư phạm Địa lý,,,,,,,D01,,,,,,,25.91
QSA,7140219_D07,Sư phạm Địa lý,,,,,,,D07,,,,,,,25.91
QSA,7140219_D09,Sư phạm Địa lý,,,,,,,D09,,,,,,,25.91
QSA,7140219_D10,Sư phạm Địa lý,,,,,,,D10,,,,,,,25.91
QSA,7140219_D14,Sư phạm Địa lý,,,,,,,D14,,,,,,,25.91
QSA,7140219_D15,Sư phạm Địa lý,,,,,,,D15,,,,,,,25.91
QSA,7140219_M00,Sư phạm Địa lý,,,,,,,M00,,,,,,,25.91
QSA,7140219_M01,Sư phạm Địa lý,,,,,,,M01,,,,,,,25.91
QSA,7140219_M26,Sư phạm Địa lý,,,,,,,M26,,,,,,,25.91
QSA,7140219_M27,Sư phạm Địa lý,,,,,,,M27,,,,,,,25.91
QSA,7140219_M28,Sư phạm Địa lý,,,,,,,M28,,,,,,,25.91
QSA,7140219_M29,Sư phạm Địa lý,,,,,,,M29,,,,,,,25.91
