MA_TINH,NĂM_THI,KHOI_THI,GRID_ID,SO_THI_SINH,MOC_DIEM
31,2019,A00,9_18,693,15.00
31,2019,A00,9_18,693,15.05
31,2019,A00,9_18,693,15.10
31,2019,A00,9_18,693,15.15
31,2019,A00,9_18,692,15.20
31,2019,A00,9_18,692,15.25
31,2019,A00,9_18,692,15.30
31,2019,A00,9_18,691,15.35
31,2019,A00,9_18,690,15.40
31,2019,A00,9_18,690,15.45
31,2019,A00,9_18,689,15.50
31,2019,A00,9_18,689,15.55
31,2019,A00,9_18,688,15.60
31,2019,A00,9_18,688,15.65
31,2019,A00,9_18,688,15.70
31,2019,A00,9_18,687,15.75
31,2019,A00,9_18,686,15.80
31,2019,A00,9_18,686,15.85
31,2019,A00,9_18,683,15.90
31,2019,A00,9_18,683,15.95
31,2019,A00,9_18,683,16.00
31,2019,A00,9_18,681,16.05
31,2019,A00,9_18,681,16.10
31,2019,A00,9_18,678,16.15
31,2019,A00,9_18,676,16.20
31,2019,A00,9_18,676,16.25
31,2019,A00,9_18,674,16.30
31,2019,A00,9_18,674,16.35
31,2019,A00,9_18,673,16.40
31,2019,A00,9_18,672,16.45
31,2019,A00,9_18,669,16.50
31,2019,A00,9_18,664,16.55
31,2019,A00,9_18,662,16.60
31,2019,A00,9_18,659,16.65
31,2019,A00,9_18,658,16.70
31,2019,A00,9_18,657,16.75
31,2019,A00,9_18,654,16.80
31,2019,A00,9_18,654,16.85
31,2019,A00,9_18,652,16.90
31,2019,A00,9_18,649,16.95
31,2019,A00,9_18,648,17.00
31,2019,A00,9_18,648,17.05
31,2019,A00,9_18,646,17.10
31,2019,A00,9_18,643,17.15
31,2019,A00,9_18,638,17.20
31,2019,A00,9_18,634,17.25
31,2019,A00,9_18,631,17.30
31,2019,A00,9_18,628,17.35
31,2019,A00,9_18,625,17.40
31,2019,A00,9_18,623,17.45
31,2019,A00,9_18,618,17.50
31,2019,A00,9_18,617,17.55
31,2019,A00,9_18,614,17.60
31,2019,A00,9_18,613,17.65
31,2019,A00,9_18,609,17.70
31,2019,A00,9_18,608,17.75
31,2019,A00,9_18,602,17.80
31,2019,A00,9_18,600,17.85
31,2019,A00,9_18,597,17.90
31,2019,A00,9_18,593,17.95
31,2019,A00,9_18,591,18.00
31,2019,A00,9_18,590,18.05
31,2019,A00,9_18,585,18.10
31,2019,A00,9_18,584,18.15
31,2019,A00,9_18,580,18.20
31,2019,A00,9_18,575,18.25
31,2019,A00,9_18,574,18.30
31,2019,A00,9_18,570,18.35
31,2019,A00,9_18,566,18.40
31,2019,A00,9_18,566,18.45
31,2019,A00,9_18,560,18.50
31,2019,A00,9_18,552,18.55
31,2019,A00,9_18,550,18.60
31,2019,A00,9_18,543,18.65
31,2019,A00,9_18,538,18.70
31,2019,A00,9_18,536,18.75
31,2019,A00,9_18,533,18.80
31,2019,A00,9_18,527,18.85
31,2019,A00,9_18,523,18.90
31,2019,A00,9_18,519,18.95
31,2019,A00,9_18,516,19.00
31,2019,A00,9_18,511,19.05
31,2019,A00,9_18,506,19.10
31,2019,A00,9_18,506,19.15
31,2019,A00,9_18,501,19.20
31,2019,A00,9_18,498,19.25
31,2019,A00,9_18,493,19.30
31,2019,A00,9_18,488,19.35
31,2019,A00,9_18,481,19.40
31,2019,A00,9_18,478,19.45
31,2019,A00,9_18,472,19.50
31,2019,A00,9_18,466,19.55
31,2019,A00,9_18,461,19.60
31,2019,A00,9_18,455,19.65
31,2019,A00,9_18,447,19.70
31,2019,A00,9_18,441,19.75
31,2019,A00,9_18,435,19.80
31,2019,A00,9_18,430,19.85
31,2019,A00,9_18,426,19.90
31,2019,A00,9_18,417,19.95
31,2019,A00,9_18,409,20.00
31,2019,A00,9_18,402,20.05
31,2019,A00,9_18,398,20.10
31,2019,A00,9_18,393,20.15
31,2019,A00,9_18,387,20.20
31,2019,A00,9_18,382,20.25
31,2019,A00,9_18,376,20.30
31,2019,A00,9_18,372,20.35
31,2019,A00,9_18,370,20.40
31,2019,A00,9_18,368,20.45
31,2019,A00,9_18,364,20.50
31,2019,A00,9_18,356,20.55
31,2019,A00,9_18,345,20.60
31,2019,A00,9_18,339,20.65
31,2019,A00,9_18,331,20.70
31,2019,A00,9_18,326,20.75
31,2019,A00,9_18,318,20.80
31,2019,A00,9_18,310,20.85
31,2019,A00,9_18,304,20.90
31,2019,A00,9_18,297,20.95
31,2019,A00,9_18,290,21.00
31,2019,A00,9_18,286,21.05
31,2019,A00,9_18,281,21.10
31,2019,A00,9_18,274,21.15
31,2019,A00,9_18,269,21.20
31,2019,A00,9_18,263,21.25
31,2019,A00,9_18,256,21.30
31,2019,A00,9_18,249,21.35
31,2019,A00,9_18,249,21.40
31,2019,A00,9_18,244,21.45
31,2019,A00,9_18,241,21.50
31,2019,A00,9_18,236,21.55
31,2019,A00,9_18,226,21.60
31,2019,A00,9_18,223,21.65
31,2019,A00,9_18,216,21.70
31,2019,A00,9_18,212,21.75
31,2019,A00,9_18,210,21.80
31,2019,A00,9_18,203,21.85
31,2019,A00,9_18,200,21.90
31,2019,A00,9_18,196,21.95
31,2019,A00,9_18,195,22.00
31,2019,A00,9_18,186,22.05
31,2019,A00,9_18,183,22.10
31,2019,A00,9_18,180,22.15
31,2019,A00,9_18,178,22.20
31,2019,A00,9_18,176,22.25
31,2019,A00,9_18,170,22.30
31,2019,A00,9_18,166,22.35
31,2019,A00,9_18,162,22.40
31,2019,A00,9_18,160,22.45
31,2019,A00,9_18,155,22.50
31,2019,A00,9_18,147,22.55
31,2019,A00,9_18,145,22.60
31,2019,A00,9_18,137,22.65
31,2019,A00,9_18,131,22.70
31,2019,A00,9_18,121,22.75
31,2019,A00,9_18,116,22.80
31,2019,A00,9_18,115,22.85
31,2019,A00,9_18,113,22.90
31,2019,A00,9_18,111,22.95
31,2019,A00,9_18,107,23.00
31,2019,A00,9_18,104,23.05
31,2019,A00,9_18,101,23.10
31,2019,A00,9_18,96,23.15
31,2019,A00,9_18,92,23.20
31,2019,A00,9_18,89,23.25
31,2019,A00,9_18,84,23.30
31,2019,A00,9_18,81,23.35
31,2019,A00,9_18,77,23.40
31,2019,A00,9_18,74,23.45
31,2019,A00,9_18,71,23.50
31,2019,A00,9_18,68,23.55
31,2019,A00,9_18,64,23.60
31,2019,A00,9_18,61,23.65
31,2019,A00,9_18,58,23.70
31,2019,A00,9_18,53,23.75
31,2019,A00,9_18,50,23.80
31,2019,A00,9_18,50,23.85
31,2019,A00,9_18,48,23.90
31,2019,A00,9_18,48,23.95
31,2019,A00,9_18,46,24.00
31,2019,A00,9_18,45,24.05
31,2019,A00,9_18,45,24.10
31,2019,A00,9_18,44,24.15
31,2019,A00,9_18,43,24.20
31,2019,A00,9_18,42,24.25
31,2019,A00,9_18,41,24.30
31,2019,A00,9_18,39,24.35
31,2019,A00,9_18,38,24.40
31,2019,A00,9_18,38,24.45
31,2019,A00,9_18,36,24.50
31,2019,A00,9_18,35,24.55
31,2019,A00,9_18,33,24.60
31,2019,A00,9_18,32,24.65
31,2019,A00,9_18,31,24.70
31,2019,A00,9_18,28,24.75
31,2019,A00,9_18,26,24.80
31,2019,A00,9_18,25,24.85
31,2019,A00,9_18,25,24.90
31,2019,A00,9_18,22,24.95
31,2019,A00,9_18,21,25.00
31,2019,A00,9_18,20,25.05
31,2019,A00,9_18,19,25.10
31,2019,A00,9_18,18,25.15
31,2019,A00,9_18,16,25.20
31,2019,A00,9_18,16,25.25
31,2019,A00,9_18,15,25.30
31,2019,A00,9_18,14,25.35
31,2019,A00,9_18,14,25.40
31,2019,A00,9_18,13,25.45
31,2019,A00,9_18,10,25.50
31,2019,A00,9_18,9,25.55
31,2019,A00,9_18,8,25.60
31,2019,A00,9_18,7,25.65
31,2019,A00,9_18,7,25.70
31,2019,A00,9_18,7,25.75
31,2019,A00,9_18,6,25.80
31,2019,A00,9_18,6,25.85
31,2019,A00,9_18,6,25.90
31,2019,A00,9_18,6,25.95
31,2019,A00,9_18,5,26.00
31,2019,A00,9_18,5,26.05
31,2019,A00,9_18,5,26.10
31,2019,A00,9_18,5,26.15
31,2019,A00,9_18,4,26.20
31,2019,A00,9_18,2,26.25
31,2019,A00,9_18,2,26.30
31,2019,A00,9_18,2,26.35
31,2019,A00,9_18,1,26.40
31,2019,A00,9_18,1,26.45
31,2019,A00,9_18,1,26.50
31,2019,A00,9_18,1,26.55
31,2019,A00,9_18,1,26.60
31,2019,A00,9_18,1,26.65
31,2019,A00,9_18,1,26.70
31,2019,A01,9_18,297,15.00
31,2019,A01,9_18,297,15.05
31,2019,A01,9_18,297,15.10
31,2019,A01,9_18,297,15.15
31,2019,A01,9_18,297,15.20
31,2019,A01,9_18,297,15.25
31,2019,A01,9_18,297,15.30
31,2019,A01,9_18,297,15.35
31,2019,A01,9_18,297,15.40
31,2019,A01,9_18,295,15.45
31,2019,A01,9_18,295,15.50
31,2019,A01,9_18,295,15.55
31,2019,A01,9_18,295,15.60
31,2019,A01,9_18,295,15.65
31,2019,A01,9_18,295,15.70
31,2019,A01,9_18,295,15.75
31,2019,A01,9_18,295,15.80
31,2019,A01,9_18,295,15.85
31,2019,A01,9_18,295,15.90
31,2019,A01,9_18,295,15.95
31,2019,A01,9_18,295,16.00
31,2019,A01,9_18,295,16.05
31,2019,A01,9_18,294,16.10
31,2019,A01,9_18,294,16.15
31,2019,A01,9_18,292,16.20
31,2019,A01,9_18,292,16.25
31,2019,A01,9_18,292,16.30
31,2019,A01,9_18,292,16.35
31,2019,A01,9_18,291,16.40
31,2019,A01,9_18,291,16.45
