Mã ngành,Tên ngành,Tổ hợp môn,Điểm chuẩn,Ghi chú,Mã trường,Năm xét tuyển
7520115,Kỹ thuật nhiệt,A00;A01;D07;D10,16.0,,DVL,2023
7520120,Kỹ thuật hàng không,A00;A01;C01;D01,16.0,,DVL,2023
7540101,Công nghệ thực phẩm,A00;B00;C08;D08,16.0,,DVL,2023
7580101,Kiến trúc,V00;V01;H02,16.0,,DVL,2023
7580108,Thiết kế nội thất,H03;H04;H05;H06,16.0,,DVL,2023
7580201,Kỹ thuật xây dựng,A00;A01;D01;D07,16.0,,DVL,2023
7580205,Kỹ thuật XD công trình giao thông,A00;A01;D01;D07,16.0,,DVL,2023
7580302,Quản lý xây dựng,A00;A01;D01;D07,16.0,,DVL,2023
7620118,Nông nghiệp công nghệ cao,A00;B00;D07;D08,16.0,,DVL,2023
7720101,Y khoa,A00;B00;D08;D12,22.5,,DVL,2023
7720201,Dược học,A00;B00;D07,21.0,,DVL,2023
7720301,Điều dưỡng,B00;C08;D07;D08,19.0,,DVL,2023
7720501,Răng - Hàm - Mặt,A00;B00;D07;D08,24.0,,DVL,2023
7720601,Kỹ thuật xét nghiệm Y học,A00;B00;D07;D08,19.0,,DVL,2023
7810101,Du lịch,A00;A01;C00;D01,16.0,,DVL,2023
7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;D01;D03,16.0,,DVL,2023
7810201,Quản trị khách sạn,A00;A01;D01;D03,16.0,,DVL,2023
7810202,Quản trị nhà hàng và dịch vụ ăn uống,A00;A01;D01;D03,16.0,,DVL,2023
7850201,Bảo hộ lao động,A00;A01;A02;B00,16.0,,DVL,2023
7210205,Thanh nhạc,N00,18.0,,DVL,2022
7210208,Piano,N00,18.0,,DVL,2022
7210234,"Diễn viên kịch, điện
ảnh - truyền hình",S00,18.0,,DVL,2022
7210235,"Đạo diễn điện ảnh, 
truyền hình",S00,18.0,,DVL,2022
7210402,Thiết kế công nghiệp,H03;H04;H05;H06,16.0,,DVL,2022
7210403,Thiết kế đồ họa,H03;H04;H05;H06,18.0,,DVL,2022
7210404,Thiết kế thời trang,H03;H04;H05;H06,17.0,,DVL,2022
7210407,Thiết kế Mỹ thuật số,H03;H04;H05;H06,17.0,,DVL,2022
7220201,Ngôn ngữ Anh,D01;D08;D10,16.0,,DVL,2022
7220204,Ngôn ngữ Trung Quốc,A01;D01;D04;D14,16.0,,DVL,2022
7220210,Ngôn ngữ Hàn Quốc,D01;D10;D14;D66,16.0,,DVL,2022
7229030,Văn học,C00;D01;D14;D66,16.0,,DVL,2022
7310106,Kinh tế quốc tế,A00;A01;D01;D07,16.0,,DVL,2022
7310401,Tâm lý học,B00;B03;C00;D01,17.0,,DVL,2022
7310608,Đông phương học,A01;C00;D01;D14,16.0,,DVL,2022
7310630,Việt Nam học,C00;D01;D14;D15,16.0,,DVL,2022
7320104,"Truyền thông đa phương
tiện",A00;A01;C00;D01,18.0,,DVL,2022
7320108,Quan hệ công chúng,A00;A01;C00;D01,18.0,,DVL,2022
7340101,Quản trị kinh doanh,A00;A01;C01;D01,17.0,,DVL,2022
7340115,Marketing,A00;A01;C01;D01,18.0,,DVL,2022
7340116,Bất động sản,A00;A01;C04;D01,16.0,,DVL,2022
7340120,Kinh doanh quốc tế,A00;A01;C01;D01,17.0,,DVL,2022
7340121,Kinh doanh thương mại,A00;A01;C01;D01,16.0,,DVL,2022
7340122,Thương mại điện tử,A00;A01;C01;D01,16.0,,DVL,2022
7340201,Tài chính - Ngân hàng,A00;A01;C04;D01,16.0,,DVL,2022
7340301,Kế toán,A00;A01;D01;D10,16.0,,DVL,2022
7340405,Hệ thống thông tin quản lý,A00;A01;C01;D01,16.0,,DVL,2022
7380101,Luật,A00;A01;C00;D01,16.0,,DVL,2022
7380107,Luật kinh tế,A00;A01;C00;D01,16.0,,DVL,2022
7420201,Công nghệ sinh học,A00;A02;B00;B08,16.0,,DVL,2022
7420205,Công nghệ sinh học y dược,A00;B00;D07;D08,16.0,,DVL,2022
7420207,Công nghệ thẩm mỹ,A00;B00;D07;D08,16.0,,DVL,2022
7480103,Kỹ thuật phần mềm,A00;A01;D01;D10,16.0,,DVL,2022
7480109,Khoa học dữ liệu,A00;A01;C01;D01,16.0,,DVL,2022
7480201,Công nghệ thông tin,A00;A01;D01;D10,17.0,,DVL,2022
7510205,Công nghệ kỹ thuật ô tô,A00;A01;C01;D01,16.0,,DVL,2022
7510301,"Công nghệ kỹ thuật điện, 
điện tử",A00;A01;C01;D01,16.0,,DVL,2022
7510406,"Công nghệ kỹ thuật môi
trường",A00;B00;D07;D08,16.0,,DVL,2022
7510601,Quản lý công nghiệp,A00;A01;A02;B00,16.0,,DVL,2022
7510605,"Logistics và quản lý chuỗi
cung ứng",A00;A01;C01;D01,16.0,,DVL,2022
7510606,"Quản trị môi trường doanh
nghiệp",A00;B00;D07;D08,16.0,,DVL,2022
7520114,Kỹ thuật cơ điện tử,A00;A01;C01;D01,16.0,,DVL,2022
7520115,Kỹ thuật nhiệt,A00;A01;D07,16.0,,DVL,2022
7540101,Công nghệ thực phẩm,A00;B00;C08;D08,16.0,,DVL,2022
7580101,Kiến trúc,V00;V01;V02,16.0,,DVL,2022
7580108,Thiết kế nội thất,H03;H04;H05;H06,16.0,,DVL,2022
7580201,Kỹ thuật xây dựng,A00;A01;D01;D07,16.0,,DVL,2022
7580205,"Kỹ thuật xây dựng công
trình giao thông",A00;A01;D01;D07,16.0,,DVL,2022
7580302,Quản lý xây dựng,A00;A01;D01;D07,16.0,,DVL,2022
7589001,Thiết kế xanh,A00;A01;B00;B08,16.0,,DVL,2022
7620118,Nông nghiệp công nghệ cao,A00;B00;D07;D08,16.0,,DVL,2022
7720201,Dược học,A00;B00;D07,21.0,,DVL,2022
7720301,Điều dưỡng,B00;C08;D07;D08,19.0,,DVL,2022
7720501,Răng - Hàm - Mặt,A00;B00;D07;D08,23.0,,DVL,2022
7720601,Kỹ thuật xét nghiệm y học,A00;B00;D07;D08,19.0,,DVL,2022
7760101,Công tác xã hội,C00;C14;C20;D01,16.0,,DVL,2022
7810101,Du lịch,A00;A01;C00;D01,16.0,,DVL,2022
7810103,"Quản trị dịch vụ du lịch và
lữ hành",A00;A01;D01;D03,16.0,,DVL,2022
7810201,Quản trị khách sạn,A00;A01;D01;D03,16.0,,DVL,2022
7810202,"Quản trị nhà hàng và Dịch
vụ ăn uống",A00;A01;D01;D03,16.0,,DVL,2022
7850201,Bảo hộ lao động,A00;A01;A02;B00,16.0,,DVL,2022
7210205,THANH NHẠC,N00,22.0,,DVL,2021
7210208,PIANO,N00,22.0,,DVL,2021
7210234,"DIỄN VIÊN KỊCH, ĐIỆN ẢNH - TRUYỀN HÌNH",S00,20.0,,DVL,2021
7210235,"ĐẠO DIỄN ĐIỆN ẢNH, TRUYỀN HÌNH",S00,20.0,,DVL,2021
7210402,THIẾT KẾ CÔNG NGHIỆP,H03;H04;H05;H06,23.0,,DVL,2021
7210403,THIẾT KẾ ĐỒ HỌA,H03;H04;H05;H06,26.0,,DVL,2021
7210404,THIẾT KẾ THỜI TRANG,H03;H04;H05;H06,25.0,,DVL,2021
7220201,NGÔN NGỮ ANH,D01;D08;D10,18.0,,DVL,2021
7220204,NGÔN NGỮ TRUNG QUỐC,A01;D01;D04;D14,16.0,,DVL,2021
7229030,VĂN HỌC (ỨNG DỤNG),C00;D01;D14;D66,16.0,,DVL,2021
7310401,TÂM LÝ HỌC,B00;B03;C00;D01,19.0,,DVL,2021
7310608,ĐÔNG PHƯƠNG HỌC,A01;C00;D01;D04,18.0,,DVL,2021
7320108,QUAN HỆ CÔNG CHÚNG,A00;A01;C00;D01,24.5,,DVL,2021
7340101,QUẢN TRỊ KINH DOANH,A00;A01;C01;D01,19.0,,DVL,2021
7340115,MARKETING,A00;A01;C01;D01,19.5,,DVL,2021
7340116,BẤT ĐỘNG SẢN,A00;A01;C04;D01,19.0,,DVL,2021
7340121,KINH DOANH THƯƠNG MẠI,A00;A01;C01;D01,18.0,,DVL,2021
7340201,TÀI CHÍNH - NGÂN HÀNG,A00;A01;C04;D01,19.0,,DVL,2021
7340301,KẾ TOÁN,A00;A01;D01;D10,17.0,,DVL,2021
7380101,LUẬT,A00;A01;C00;D01,17.0,,DVL,2021
7380107,LUẬT KINH TẾ,A00;A01;C00;D01,17.0,,DVL,2021
7420201,CÔNG NGHỆ SINH HỌC,A00;A02;B00;D08,16.0,,DVL,2021
7420205,CÔNG NGHỆ SINH HỌC Y DƯỢC,A00;B00;D07;D08,16.0,,DVL,2021
7480103,KỸ THUẬT PHẦN MỀM,A00;A01;D01;D10,17.0,,DVL,2021
7480109,KHOA HỌC DỮ LIỆU,A00;A01;C01;D01,16.0,,DVL,2021
7480201,CÔNG NGHỆ THÔNG TIN,A00;A01;D01;D10,18.0,,DVL,2021
7510205,CÔNG NGHỆ KỸ THUẬT Ô TÔ,A00;A01;C01;D01,17.0,,DVL,2021
7510301,"CÔNG NGHỆ KỸ THUẬT ĐIỆN, ĐIỆN TỬ",A00;A01;C01;D01,17.0,,DVL,2021
7510406,CÔNG NGHỆ KỸ THUẬT MÔI TRƯỜNG,A00;B00;D07;D08,16.0,,DVL,2021
7510605,LOGISTICS VÀ QUẢN LÝ CHUỖI CUNG ỨNG,A00;A01;C01;D01,20.0,,DVL,2021
7510606,QUẢN TRỊ MÔI TRƯỜNG DOANH NGHIỆP,A00;B00;D07;D05,16.0,,DVL,2021
7520114,KỸ THUẬT CƠ ĐIỆN TỬ,A00;A01;C01;D01,16.0,,DVL,2021
7520115,KỸ THUẬT NHIỆT,A00;A01;D07,16.0,,DVL,2021
7540101,CÔNG NGHỆ THỰC PHẨM,A00;B00;D07;C02,16.0,,DVL,2021
7580101,KIẾN TRÚC,V00;V01;H02,17.0,,DVL,2021
7580108,THIẾT KẾ NỘI THẤT,H03;H04;H05;H06,19.0,,DVL,2021
7580201,KỸ THUẬT XÂY DỰNG,A00;A01;D01;D07,16.0,,DVL,2021
7580205,KỸ THUẬT XD CÔNG TRÌNH GIAO THÔNG,A00;A01;D01;D07,16.0,,DVL,2021
7580302,QUẢN LÝ XÂY DỰNG,A00;A01;D01;D07,16.0,,DVL,2021
7589001,THIẾT KẾ XANH,A00;A01;B00;D08,16.0,,DVL,2021
7620118,NÔNG NGHIỆP CÔNG NGHỆ CAO,A00;B00;D07;D08,16.0,,DVL,2021
7720201,DƯỢC HỌC,A00;B00;D07,21.0,,DVL,2021
7720301,ĐIỀU DƯỠNG,B00;C08;D07;D08,19.0,,DVL,2021
7720501,RĂNG - HÀM - MẶT,A00;B00;D07;D08,24.0,,DVL,2021
7720601,KỸ THUẬT XÉT NGHIỆM Y HỌC,A00;B00;D07;D05,19.0,,DVL,2021
7760101,CÔNG TÁC XÃ HỘI,C00;C14;C20;D01,18.0,,DVL,2021
7810103,QUẢN TRỊ DỊCH VỤ DU LỊCH & LỮ HÀNH,A00;A01;D01;D03,19.0,,DVL,2021
7810201,QUẢN TRỊ KHÁCH SẠN,A00;A01;D01;D03,19.0,,DVL,2021
7810202,QUẢN TRỊ NHÀ HÀNG VÀ DỊCH VỤ ĂN UỐNG,A00;A01;D01;D03,17.0,,DVL,2021
7210205,Thanh nhạc,N00,18.0,,DVL,2020
7210208,Piano,N00,18.0,,DVL,2020
7210402,Thiết kế công nghiệp,"H03, H04, H05, H06",16.0,,DVL,2020
7210403,Thiết kế đồ họa,"H03, H04, H05, H06",18.0,,DVL,2020
7210404,Thiết kế thời trang,"H03, H04, H05, H06",16.0,,DVL,2020
7220201,Ngôn ngữ Anh,"D01, D08, D10",19.0,,DVL,2020
7229030,Văn học,"C00, D01, D14, D66",16.0,,DVL,2020
7310401,Tâm lý học,"B00, B03, C00, D01",18.0,,DVL,2020
7310608,Đông phương học,"A01, C00, D01, D04",18.0,,DVL,2020
7320108,Quan hệ công chúng,"A00, A01, C00, D01",19.0,,DVL,2020
7340101,Quản trị kinh doanh,"C01, C02, C04, D01",18.0,,DVL,2020
7340115,Marketing,"A00, A01, C01, D01",19.0,,DVL,2020
7340121,Kinh doanh thương mại,"C01, C02, C04, D01",18.0,,DVL,2020
7340201,Tài chính - Ngân hàng,"A00, A01, C04, D01",18.0,,DVL,2020
7340301,Kế toán,"A00, A01, D01, D10",17.0,,DVL,2020
7380101,Luật,"A00, A01, C00, D01",18.0,,DVL,2020
7380107,Luật kinh tế,"A00, A01, C00, D01",17.0,,DVL,2020
7420201,Công nghệ sinh học,"A00, A02, B00, D08",16.0,,DVL,2020
7420205,Công nghệ sinh học Y dược,"A00, B00, D07, D08",16.0,,DVL,2020
7429001,Quản trị Công nghệ Sinh học,"A00, B00, D07, D08",16.0,,DVL,2020
7480103,Kỹ thuật phần mềm,"A00, A01, D01, D10",17.0,,DVL,2020
7480201,Công nghệ thông tin,"A00, A01, D01, D10",18.0,,DVL,2020
7510205,Công nghệ Kỹ thuật ô tô,"A00, A01, C01, D01",17.0,,DVL,2020
7510301,"Công nghệ kỹ thuật điện, điện tử","A00, A01, C01, D01",16.0,,DVL,2020
7510406,Công nghệ kỹ thuật môi trường,"A00, B00, D07, D08",16.0,,DVL,2020
7510606,Quản trị môi trường doanh nghiệp,"A00, B00, D07, D08",16.0,,DVL,2020
7520115,Kỹ thuật nhiệt,"A00, A01, D07",16.0,,DVL,2020
7580101,Kiến trúc,"V00, V01, H02",17.0,,DVL,2020
7580108,Thiết kế nội thất,"H03, H04, H05, H06",17.0,,DVL,2020
7580201,Kỹ thuật xây dựng,"A00, A01",16.0,,DVL,2020
7580205,Kỹ thuật xây dựng công trình giao thông,"A00, A01, D01, D07",16.0,,DVL,2020
7580302,Quản lý xây dựng,"A00, A01, D07",16.0,,DVL,2020
7589001,Thiết kế Xanh,"A00, A01, B00, D08",16.0,,DVL,2020
7620118,Nông nghiệp công nghệ cao,"A00, B00, D07, D08",16.0,,DVL,2020
7720201,Dược học,"A00, B00, D07",21.0,,DVL,2020
7720301,Điều dưỡng,"B00, C08, D07, D08",19.0,,DVL,2020
7720501,Răng - Hàm - Mặt,"A00, B00, D07, D08",22.0,,DVL,2020
7720601,Kỹ thuật xét nghiệm y học,"A00, B00, D07, D08",19.0,,DVL,2020
7760101,Công tác xã hội,"C00, C14, C20, D01",16.0,,DVL,2020
7810103,Quản trị dịch vụ du lịch và lữ hành,"A00, A01, D01, D03",18.0,,DVL,2020
7810201,Quản trị khách sạn,"A00, A01, D01, D03",19.0,,DVL,2020
7210205,Thanh nhạc,N00,21.0,,DVL,2019
7210208,Piano,N00,18.0,,DVL,2019
7210402,Thiết kế công nghiệp,"H03, H04, H05, H06",15.0,,DVL,2019
7210403,Thiết kế đồ họa,"H03, H04, H05, H06",20.5,,DVL,2019
7210404,Thiết kế thời trang,"H03, H04, H05, H06",19.0,,DVL,2019
7220201,Ngôn ngữ Anh,"D01, D08, D10",16.5,,DVL,2019
7229030,Văn học,"C00, D01, D14, D66",15.0,,DVL,2019
7310401,Tâm lý học,"B00, B03, C00, D01",17.0,,DVL,2019
7310608,Đông phương học,"A01, C00, D01",19.0,,DVL,2019
7320108,Quan hệ công chúng,"A00, A01, C00, D01",17.0,,DVL,2019
7340101,Quản trị kinh doanh,"C01, C02, C04, D01",15.5,,DVL,2019
7340121,Kinh doanh thương mại,"C01, C02, C04, D01",15.0,,DVL,2019
7340201,Tài chính Ngân hàng,"A00, A01, C04, D01",15.0,,DVL,2019
7340301,Kế toán,"A00, A01, D01, D10",15.0,,DVL,2019
7380101,Luật,"A00, A01, C00, D01",15.0,,DVL,2019
7380107,Luật kinh tế,"A00, A01, C00, D01",15.0,,DVL,2019
7420201,Công nghệ sinh học,"A00, A02, B00, D08",15.0,,DVL,2019
7480103,Kỹ thuật phần mềm,"A00, A01, D01, D10",15.0,,DVL,2019
7480201,Công nghệ thông tin,"A00, A01, D01, D10",15.0,,DVL,2019
7510205,Công nghệ kỹ thuật ô tô,"A00, A01, C01, D01",16.0,,DVL,2019
7510406,Công nghệ kỹ thuật môi trường,"A00, B00, D07, D08",15.0,,DVL,2019
7520115,Kỹ thuật nhiệt,"A00, A01, D07",15.0,,DVL,2019
7580101,Kiến trúc,"H02, V00, V01",15.0,,DVL,2019
7580108,Thiết kế nội thất,"H03, H04, H05, H06",15.0,,DVL,2019
7580201,Kỹ thuật xây dựng,"A00, A01",15.0,,DVL,2019
7580205,Kỹ thuật xây dựng công trình giao thông,"A00, A01, D07",15.0,,DVL,2019
7580302,Quản lý xây dựng,"A00, A01, D01, D07",15.0,,DVL,2019
7720201,Dược học,"A00, B00, D07",20.0,,DVL,2019
7720301,Điều dưỡng,"B00, C08, D07, D08",18.0,,DVL,2019
7720601,Kỹ thuật xét nghiệm y học,"A00, B00, D07, D08",18.0,,DVL,2019
7810103,Quản trị dịch vụ du lịch và lữ hành,"A00, A01, D01, D03",16.0,,DVL,2019
7810201,Quản trị khách sạn,"A00, A01, D01 ,D03",17.0,,DVL,2019
7340101,Quản trị bệnh viện,A00;A01;D01,16.0,,DPC,2024
7720101,Y khoa (Bác sĩ đa khoa),A00;B00;D08,22.5,,DPC,2024
7720301A,Điều dưỡng đa khoa,A00;B00;D08,19.0,,DPC,2024
7720301B,Điều dưỡng nha khoa,A00;B00;D08,19.0,,DPC,2024
7720501,Răng - Hàm - Mặt,A00;B00;D08,22.5,,DPC,2024
7720601,Kỹ thuật xét nghiệm y học,A00;B00;D08,19.0,,DPC,2024
7340101,Quản trị bệnh viện,A00;C01;C02;D01,15.0,,DPC,2023
7720101,Bác sĩ đa khoa (Y khoa),A00;B00;D08;D90,22.5,,DPC,2023
7720301,Điều dưỡng,A00;B00;D07;D08,19.0,,DPC,2023
7720501,Bác sĩ Răng-Hàm-Mặt,A00;B00;D08;D90,22.5,,DPC,2023
7720601,Kỹ thuật xét nghiệm,A00;B00;D07;D08,19.0,,DPC,2023
7340101,"Quản trị kinh doanh
(Chuyên ngành: Quản trị bệnh viện)",A00;C01;C02;D01,15.0,,DPC,2022
7720101,Y khoa (Bác sĩ đa khoa),A00;B00;D90;D08,22.0,,DPC,2022
7720301,Điều dưỡng,A00;B00;D07;D08,19.0,,DPC,2022
7720501,Bác sĩ Răng - Hàm - Mặt,A00;B00;D90;D08,22.0,,DPC,2022
7720601,Kỹ thuật xét nghiệm y học,A00;B00;D07;D08,19.0,,DPC,2022
7340101,Quản trị kinh doanh (Chuyên ngành Quản trị bệnh viện),A00;C01;C02;D01,15.0,,DPC,2021
7720101,Y khoa,A00;B00;D90;D08,22.0,,DPC,2021
7720301,Điều dưỡng,A00;B00;D07;D08,19.0,,DPC,2021
7720501,Răng - Hàm - Mặt,A00;B00;D90;D08,22.0,,DPC,2021
7720601,Kỹ thuật xét nghiệm y học,A00;B00;D07;D08,19.0,,DPC,2021
7220201,Ngôn ngữ Anh,A01; D01; D14; D15,15.0,,DPC,2020
7340101,QTKD (QT bệnh viện),A00; C01; C02; D01,15.0,,DPC,2020
7720101,Y Khoa (Bác sĩ đa khoa),A00; B00; D90; D08,22.0,,DPC,2020
7720301,Điều dưỡng,A00; B00; B03; C02,19.0,,DPC,2020
7720501,Răng-hàm-mặt,A00; B00; D90; A16,22.0,,DPC,2020
7720601,Kĩ thuật xét nghiệm y học,A00; B00; D07; D08,19.0,,DPC,2020
7220201,Ngôn ngữ Anh,"A01, D01, D08, D90",19.0,,DPC,2019
7340101,Quản trị kinh doanh,"A01, D01, D08, D90",19.0,,DPC,2019
7720101,Y khoa,"B00, D08, D90, D91",21.0,,DPC,2019
7720301,Điều dưỡng,"B00, D08, D90, D91",19.0,,DPC,2019
7720601,Kỹ thuật xét nghiệm y học,"B00, D08, D90, D91",19.0,,DPC,2019
7220201,Ngôn ngữ Anh,D01; A01; D14; D10,15.0,,UKB,2024
7340101,Quản trị kinh doanh,A00; A01; C04; D01,15.0,,UKB,2024
7340301,Kế toán,A00; A01; C04; D01,15.0,,UKB,2024
7380101,Luật,A00; A01; D01; C00,15.0,,UKB,2024
7380107,Luật kinh tế,A00; A01; D01; C00,15.0,,UKB,2024
7480201,Công nghệ thông tin,A00; A01; C04; D01,15.0,,UKB,2024
7720101,Y khoa,A00; A01; B00; D90,22.5,,UKB,2024
7720115,Y học cổ truyền,A00; A01; B00; D90,21.0,,UKB,2024
7720201,Dược học,A00; A01; B00; D90,21.0,,UKB,2024
7810103,Quản trị dịch vụ du lịch và lữ hành,A00; A01; D01; C00,15.0,,UKB,2024
7210403,Thiết kế đồ họa,H01,15.0,,UKB,2023
7210404,Thiết kế thời trang,H01,15.0,,UKB,2023
7220201,Ngôn ngữ Anh,D01;A01;D14;D10,15.0,,UKB,2023
7310205,Quản lý nhà nước,A00;A01;D01;C00,15.0,,UKB,2023
7340101,Quản trị kinh doanh,A00;A01;C04;D01,15.0,,UKB,2023
7340201,Tài chính ngân hàng,A00;A01;C04;D01,15.0,,UKB,2023
7340301,Kế toán,A00;A01;C04;D01,15.0,,UKB,2023
7380101,Luật,A00;A01;D01;C00,15.0,,UKB,2023
7380107,Luật kinh tế,A00;A01;D01;C00,15.0,,UKB,2023
7480201,Công nghệ thông tin,A00;A01;C04;D01,15.0,,UKB,2023
7510302,Công nghệ kỹ thuật điện tử - viễn thông,A00;A01;C04;D01,15.0,,UKB,2023
7580101,Kiến trúc,V00;V01;V02;V03,15.0,,UKB,2023
7580108,Thiết kế nội thất,H01,15.0,,UKB,2023
7580302,Quản lý xây dựng,A00;A01;C04;D01,15.0,,UKB,2023
7720101,Y khoa,A00;A01;B00;D90,22.5,,UKB,2023
7720115,Y học cổ truyền,A00;A01;B00;D90,21.0,,UKB,2023
7720201,Dược học,A00;A01;B00;D90,21.0,,UKB,2023
7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;D01;C00,15.0,,UKB,2023
7210403,Thiết kế đồ họa,H00,15.0,Ngữ văn và các môn hình họa,UKB,2022
7210404,Thiết kế thời trang,H00,15.0,Ngữ văn và các môn hình họa,UKB,2022
7310205,Quản lý nhà nước,A00;A01;D01;C00,15.0,,UKB,2022
7340101,Quản trị kinh doanh,A00;D01;A01;C04,15.0,,UKB,2022
7340201,Tài chính ngân hàng,A00;D01;A01;C04,15.0,,UKB,2022
7340301,Kế toán,A00;D01;A01;C04,15.0,,UKB,2022
7380101,Luật,A00;A01;D01;C00,15.0,,UKB,2022
7380107,Luật kinh tế,A00;A01;D01;C00,15.0,,UKB,2022
7480201,Công nghệ thông tin,A00;D01;A01;C04,15.0,,UKB,2022
7510302,"Công nghệ kỹ thuật điện
tử - viễn thông",A00;D01;A01;C04,15.0,,UKB,2022
7580101,Kiến trúc,V00;V01;V02;V03,15.0,,UKB,2022
7580108,Thiết kế nội thất,H00,15.0,Ngữ văn và các môn hình họa,UKB,2022
7580302,Quản lý xây dựng,A00;D01;A01;C04,15.0,,UKB,2022
7720101,Y khoa,A00;A01;B00;D90,22.0,,UKB,2022
7720115,Y học cổ truyền,A00;A01;B00;D90,21.0,,UKB,2022
7720201,Dược học,A00;A01;B00;D90,21.0,,UKB,2022
7720201,Ngôn ngữ Anh,D01;A01;D14;D10,15.0,,UKB,2022
7810103,"Quản trị dịch vụ du lịch
và lữ hành",A00;A01;D01;C00,15.0,,UKB,2022
7210403,Thiết kế đồ họa,V00;V01;H00;H01,15.0,,UKB,2021
7210404,Thiết kế thời trang,V00;V01;H00;H01,15.0,,UKB,2021
7220201,Ngôn ngữ Anh,D01;A01;D14;D10,15.0,,UKB,2021
7310205,Quản lý nhà nước,A00;A01;D01;C00,15.0,,UKB,2021
7340101,Quản trị kinh doanh,A00;A01;B00;D01,15.0,,UKB,2021
7340201,Tài chính ngân hàng,A00;A01;B00;D01,15.0,,UKB,2021
7340301,Kế toán,A00;A01;B00;D01,15.0,,UKB,2021
7380107,Luật kinh tế,A01;C00;C10;D01,15.0,,UKB,2021
7480201,Công nghệ thông tin,A01;A10;A15;D90,15.0,,UKB,2021
7510302,Công nghệ kỹ thuật điện tử viễn thông,A00;A01;D01;004,15.0,,UKB,2021
7580101,Kiến trúc,V00;V01,15.0,,UKB,2021
7580108,Thiết kế nội thất,V00;V01;H00;H01,15.0,,UKB,2021
7580302,Quản lý xây dựng,A00;A01;D01;C04,15.0,,UKB,2021
7720115,Y học cổ truyền,A00;A01;B00;D90,21.0,,UKB,2021
7720201,Dược học,A00;A01;B00;D90,21.0,,UKB,2021
7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;D01;C00,15.0,,UKB,2021
7220201,Ngôn ngữ Anh,"A01, D01, D10, D14",15.0,,UKB,2020
7310205,Quản lý nhà nước,"A00, A01, C00, D01",15.0,,UKB,2020
7340101,Quản trị kinh doanh,"A00, A01, C04, D01",15.0,,UKB,2020
7340201,Tài chính - Ngân hàng,"A00, A01, C04, D01",15.0,,UKB,2020
7340301,Kế toán,"A00, A01, C04, D01",15.0,,UKB,2020
7380107,Luật kinh tế,"A00, A01, C00, D01",15.0,,UKB,2020
7480201,Công nghệ thông tin,"A00, A01, C04, D01",15.0,,UKB,2020
7510302,Công nghệ kỹ thuật điện tử - viễn thông,"A00, A01, C04, D01",15.0,,UKB,2020
7580101,Kiến trúc,"V00, V01, V02, V03",15.0,,UKB,2020
7580302,Quản lý xây dựng,"A00, A01, C04, D01",15.0,,UKB,2020
7810103,Quản trị dịch vụ du lịch và lữ hành,"A00, A01, C00, D01",15.0,,UKB,2020
7210403,Thiết kế đồ họa,H00,15.0,,UKB,2019
7210404,Thiết kế thời trang,H00,15.0,,UKB,2019
7220201,Ngôn ngữ Anh,"A01, D01, D10, D14",15.0,,UKB,2019
7310205,Quản lý nhà nước,"A00, A01, C00, D01",15.0,,UKB,2019
7340101,Quản trị kinh doanh,"A00, A01, C04, D01",15.0,,UKB,2019
7340201,Tài chính Ngân hàng,"A00, A01, C04, D01",15.0,,UKB,2019
7340301,Kế toán,"A00, A01, C04, D01",15.0,,UKB,2019
7380107,Luật kinh tế,"A00, A01, C00, D01",15.0,,UKB,2019
7480201,Công nghệ thông tin,"A00, A01, C04, D01",15.0,,UKB,2019
7510302,Công nghệ kỹ thuật điện tử - viễn thông,"A00, A01, C04, D01",15.0,,UKB,2019
7580101,Kiến trúc,"V00, V01, V02, V03",15.0,,UKB,2019
7580108,Thiết kế nội thất,H00,15.0,,UKB,2019
7580302,Quản lý xây dựng,"A00, A01, C04, D01",15.0,,UKB,2019
7810103,Quản trị dịch vụ du lịch và lữ hành,"A00, A01, C00, D01",15.0,,UKB,2019
7210403,Thiết kế đồ họa,H00;H01;V00;V01,17.0,,ETU,2024
7210404,Thiết kế thời trang,H00;H01;V00;V01,17.0,,ETU,2024
7220201,Ngôn ngữ Anh,D01;D14;D15;D78,17.0,,ETU,2024
7220204,Ngôn ngữ Trung Quốc,D01;D04;A01;C00,17.0,,ETU,2024
7320104,Truyền thông đa phương tiện,A00;A01;C00;D01,17.0,,ETU,2024
7320108,Quan hệ công chúng,C00;D01;D15;D78,17.0,,ETU,2024
7329001,Công nghệ đa phương tiện,A00;A01;C01;D01,17.5,,ETU,2024
7340101,Quản trị kinh doanh,A00;A01;D01;D96,17.0,,ETU,2024
7340122,Thương mại điện tử,A00;A01;D01;D96,17.0,,ETU,2024
7340201,Tài chính ngân hàng,A00;A01;D01;D96,17.0,,ETU,2024
7340301,Kế toán,A00;A01;D01;D96,17.0,,ETU,2024
7380107,Luật kinh tế,A00;C00;D01;D78,17.0,,ETU,2024
7480201,Công nghệ thông tin,A00;A01;C01;D01,17.0,,ETU,2024
7510605,Logistics và quản lý chuỗi cung ứng,A00;A01;D01;D96,17.0,,ETU,2024
7520130,Kỹ thuật ô tô,A00;A01;C01;D01,17.0,,ETU,2024
7520207,Kỹ thuật điện tử viễn thông,A00;A01;C00;D01,17.0,,ETU,2024
