Mã ngành,Tên ngành,Tổ hợp môn,Điểm chuẩn,Ghi chú,Mã trường,Năm xét tuyển
7220201,Ngôn ngữ Anh,D14;D15;D78;D01,26.1,,HNM,2024
7220204,Ngôn ngữ Trung Quốc,D14;D15;D78;D01,26.25,,HNM,2024
7229030,Văn học,D78;D14;D01;C00,27.08,,HNM,2024
7229040,Văn hóa học,C00;C20;D01;D14,25.75,,HNM,2024
7310201,Chính trị học,C00;D78;D66;D01,24.65,,HNM,2024
7310401,Tâm lý học,D96;D14;D01;C00,26.63,,HNM,2024
7310630,Việt Nam học,C00;D96;A00;D01,26.36,,HNM,2024
7340101,Quản trị kinh doanh,C00;D96;A00;D01,26.62,,HNM,2024
7340201,Tài chính - Ngân hàng,A00;A01;D01;D96,24.49,,HNM,2024
7340403,Quản lý công,C00;D96;A00;D01,23.47,,HNM,2024
7380101,Luật,C00;D78;D66;D01,26.5,,HNM,2024
7460112,Toán ứng dụng,A01;A00;D07;D01,24.68,,HNM,2024
7480201,Công nghệ thông tin,A01;A00;D07;D01,23.65,,HNM,2024
7510406,Công nghệ kỹ thuật môi trường,A01;A00;D07;D01,18.9,,HNM,2024
7510605,Logistics và quản lý chuỗi cung ứng,C00;D96;A00;D01,26.86,,HNM,2024
7760101,Công tác xã hội,D78;D14;D01;C00,24.87,,HNM,2024
7810103,Quản trị dịch vụ du lịch và lữ hành,D15;D78;D14;D01,24.88,,HNM,2024
7810201,Quản trị khách sạn,D15;D78;D14;D01,24.8,,HNM,2024
7850201,Bảo hộ lao động,A00;A01;D01;D07,26.5,,HNM,2024
7140114,Quản lý giáo dục,D78;D14;D01;C00,23.25,,HNM,2023
7140201,Giáo dục Mầm non,D96;D90;D72;D01,23.0,,HNM,2023
7140202,Giáo dục Tiểu học,D96;D78;D72;D01,25.15,,HNM,2023
7140203,Giáo dục Đặc biệt,D78;D14;D01;C00,25.5,,HNM,2023
7140204,Giáo dục Công dân,D84;D66;D78;D96,25.19,,HNM,2023
7140206,Giáo dục Thể chất,A01;A00;D07;D01,23.5,,HNM,2023
7140209,Sư phạm Toán học,A01;D07;D90;D01,26.15,,HNM,2023
7140211,Sư phạm Vật lý,A01;D07;D90;D11,24.2,,HNM,2023
7140217,Sư phạm Ngữ văn,D14;D14;D78;D01,25.8,,HNM,2023
7140218,Sư phạm Lịch sử,D14;D09;D78;D96,25.15,,HNM,2023
7220201,Ngôn ngữ Anh,D15;D78;D14;D01,25.22,,HNM,2023
7220204,Ngôn ngữ Trung Quốc,D15;D78;D14;D01,25.31,,HNM,2023
7229030,Văn học,D78;D14;D01;C00,24.59,,HNM,2023
7229040,Văn hóa học,D15;C00;D78;D14,16.0,,HNM,2023
7310201,Chính trị học,C00;D78;D66;D01,16.0,,HNM,2023
7310401,Tâm lý học,D96;D72;D70;C00,23.23,,HNM,2023
7310630,Việt Nam học,D15;D78;D14;C00,22.25,,HNM,2023
7340101,Quản trị kinh doanh,C00;D96;A00;D01,24.06,,HNM,2023
7340201,Tài chính - Ngân hàng,A01;A00;D01;D96,22.55,,HNM,2023
7340403,Quản lý công,C00;D96;A00;D01,16.0,,HNM,2023
7380101,Luật,C00;D78;D66;D01,23.5,,HNM,2023
7460112,Toán ứng dụng,A01;A00;D07;D01,23.55,,HNM,2023
7480201,Công nghệ thông tin,A01;A00;D07;D01,22.55,,HNM,2023
7510406,Công nghệ kỹ thuật môi trường,A01;A00;D07;D01,16.0,,HNM,2023
7510605,Logistics và quản lý chuỗi cung ứng,C00;D96;A00;D01,24.2,,HNM,2023
7760101,Công tác xã hội,D78;D14;D01;C00,22.0,,HNM,2023
7810103,Quản trị dịch vụ du lịch và lữ hành,D15;D78;D14;D01,23.57,,HNM,2023
7810201,Quản trị khách sạn,D15;D78;D14;D01,23.25,,HNM,2023
7850201,Bảo hộ lao động,A01;A00;D07;D01,26.0,,HNM,2023
7140114,Quản lí Giáo dục,D78;D14;D01;C00,32.0,TTNV<=4,HNM,2022
7140201,Giáo dục Mầm non,D96;D90;D72;D01,30.12,TTNV<=4,HNM,2022
7140202,Giáo dục Tiểu học,D96;D78;D72;D01,33.7,TTNV<=1,HNM,2022
7140203,Giáo dục đặc biệt,D78;D14;D01;C00,33.5,TTNV<=2,HNM,2022
7140204,Giáo dục công dân,D14;D15;D78;D96,30.57,TTNV<=8,HNM,2022
7140206,Giáo dục thể chất,T09;T10;T05;T08,29.0,,HNM,2022
7140209,Sư phạm Toán học,A01;A00;D90;D01,33.95,TTNV<=9,HNM,2022
7140211,Sư phạm Vật lí,A01;D07;D90;D72,29.87,TTNV<=2,HNM,2022
7140217,Sư phạm Ngữ văn,D14;D15;D78;D01,33.93,TTNV<=2,HNM,2022
7140218,Sư phạm Lịch sử,D14;C00;D78;D96,36.0,TTNV<=6,HNM,2022
7220201,Ngôn ngữ Anh,D14;D15;D78;D01,33.4,TTNV<=7,HNM,2022
7220204,Ngôn ngữ Trung Quốc,D14;D15;D78;D01,33.02,TTNV<=3,HNM,2022
7310201,Chính trị học,C00;D78;D66;D01,30.5,TTNV<=3,HNM,2022
7310630,Việt Nam học,D15;D78;D14;D01,24.6,,HNM,2022
7340101,Quản trị kinh doanh,D90;D96;A00;D01,31.53,TTNV<=2,HNM,2022
7340403,Quản lí công,D90;D96;A00;D01,25.0,,HNM,2022
7380101,Luật,C00;D78;D66;D01,33.93,TTNV<=22,HNM,2022
7460112,Toán ứng dụng,A01;A00;D90;D01,30.43,TTNV<=4,HNM,2022
7480201,Công nghệ thông tin,A01;A00;D90;D01,32.38,TTNV<=2,HNM,2022
7510406,Công nghệ kĩ thuật môi trường,A01;A00;D90;D01,25.0,,HNM,2022
7510605,Logistics và Quản lí chuỗi cung ứng,D90;D96;A00;D01,32.78,TTNV<=8,HNM,2022
7760101,Công tác xã hội,D78;D14;D01;C00,29.88,TTNV<=1,HNM,2022
7810103,Quản trị dịch vụ du lịch và lữ hành,D15;D78;D14;D01,30.35,TTNV<=1,HNM,2022
7810201,Quản trị khách sạn,D15;D78;D14;D01,29.65,TTNV<=4,HNM,2022
7140114,Quản lí Giáo dục,D78;D14;D01;C00,29.0,Thang điểm 40; TTNV <= 4,HNM,2021
7140201,Giáo dục Mầm non,D01;D96;D78;D72,26.57,Thang điểm 40; TTNV <= 3,HNM,2021
7140202,Giáo dục Tiểu học,D01;D96;D78;D72,33.95,Thang điểm 40; TTNV <= 4,HNM,2021
7140203,Giáo dục đặc biệt,D78;D14;D01;C00,28.42,Thang điểm 40; TTNV <= 7,HNM,2021
7140204,Giáo dục công dân,D14;D15;D78;D01,27.5,Thang điểm 40; TTNV <= 3,HNM,2021
7140209,Sư phạm Toán học,A01;D07;D90;D01,34.8,Thang điểm 40; TTNV <= 1,HNM,2021
7140211,Sư phạm Vật lí,A01;D07;D90;D01,29.0,Thang điểm 40; TTNV <= 5,HNM,2021
7140217,Sư phạm Ngữ văn,D14;D15;D78;D01,34.43,Thang điểm 40; TTNV <= 3,HNM,2021
7140218,Sư phạm Lịch sử,D14;D15;D78;D01,30.1,Thang điểm 40; TTNV <= 3,HNM,2021
7220201,Ngôn ngữ Anh,D14;D15;D78;D01,34.55,Thang điểm 40; TTNV <= 2,HNM,2021
7220204,Ngôn ngữ Trung Quốc,D14;D15;D78;D01,35.07,Thang điểm 40; TTNV <= 1,HNM,2021
7310201,Chính trị học,C00;D78;D66;D01,22.07,Thang điểm 40; TTNV <= 4,HNM,2021
7310630,Việt Nam học,D15;D78;C00;D01,23.25,Thang điểm 40; TTNV <= 1,HNM,2021
7340101,Quản trị kinh doanh,D90;D96;A00;D01,32.4,Thang điểm 40; TTNV <= 3,HNM,2021
7340403,Quản lí công,D90;D96;A00;D01,20.68,Thang điểm 40; TTNV <= 3,HNM,2021
7380101,Luật,C00;D78;D66;D01,32.83,Thang điểm 40; TTNV <= 6,HNM,2021
7460112,Toán ứng dụng,A01;A00;D90;D01,24.27,Thang điểm 40; TTNV <= 2,HNM,2021
7480201,Công nghệ thông tin,A01;A00;D90;D01,32.25,Thang điểm 40; TTNV <= 2,HNM,2021
7510605,Logistics và Quản lý chuỗi cung ứng,D90;D96;A00;D01,32.8,Thang điểm 40; TTNV <= 8,HNM,2021
7760101,Công tác xã hội,D78;D14;D01;C00,25.75,Thang điểm 40; TTNV <= 1,HNM,2021
7810103,Quản trị dịch vụ du lịch và lữ hành,D15;D78;C00;D01,32.3,Thang điểm 40; TTNV <= 12,HNM,2021
7810201,Quản trị khách sạn,D15;D78;C00;D01,32.33,Thang điểm 40; TTNV <= 2,HNM,2021
51140201,Giáo dục Mầm non,D01; D96; D78; D72,19.0,,HNM,2020
7140114,Quản lí Giáo dục,D78; D14; D15; D01,20.33,TTNV <= 4,HNM,2020
7140201,Giáo dục Mầm non,D01; D96; D78; D72,20.0,,HNM,2020
7140202,Giáo dục Tiểu học,D01; D96; D78; D72,28.78,TTNV <= 3,HNM,2020
7140203,Giáo dục đặc biệt,D78; D14; D15; D01,20.0,,HNM,2020
7140204,Giáo dục công dân,D14; D15; D78; D01,20.0,,HNM,2020
7140209,Sư phạm Toán học,A01; D07; D90; D01,29.03,TTNV <= 1,HNM,2020
7140211,Sư phạm Vật lí,A01; D07; D90; D01,28.65,,HNM,2020
7140217,Sư phạm Ngữ văn,D14; D15; D78; D01,28.3,TTNV <= 2,HNM,2020
7140218,Sư phạm Lịch sử,D14; D15; D78; D01,20.0,,HNM,2020
7220201,Ngôn ngữ Anh,D14; D15; D78; D01,29.88,TTNV <= 1,HNM,2020
7220204,Ngôn ngữ Trung Quốc,D14; D15; D78; D01,30.02,TTNV <= 2,HNM,2020
7310201,Chính trị học,C00; D78; D66; D01,18.0,,HNM,2020
7310630,Việt Nam học,D15; D78; C00; D01,22.08,TTNV <= 1,HNM,2020
7340101,Quản trị kinh doanh,D90; D96; A00; D01,29.83,TTNV <= 2,HNM,2020
7340403,Quản lí công,D90; D96; A00; D01,18.0,,HNM,2020
7380101,Luật,C00; D78; D66; D01,29.25,TTNV <= 4,HNM,2020
7460112,Toán ứng dụng,A01; A00; D90; D01,18.0,,HNM,2020
7480201,Công nghệ thông tin,A01; A00; D90; D01,29.2,TTNV <= 1,HNM,2020
7510406,Công nghệ kĩ thuật môi trường,A01; A00; D90; D01,18.0,,HNM,2020
7510605,Logistics và Quản lý chuỗi cung ứng,D90; D96; A00; D01,29.82,TTNV <= 3,HNM,2020
7760101,Công tác xã hội,D78; D14; D15; D01,18.0,,HNM,2020
7810103,Quản trị dịch vụ du lịch và lữ hành,D15; D78; C00; D01,29.93,TTNV <= 2,HNM,2020
7810201,Quản trị khách sạn,D15; D78; C00; D01,30.2,TTNV <= 8,HNM,2020
51140201,Giáo dục Mầm non,"M01, M09",27.0,,HNM,2019
51140202,Giáo dục Tiểu học,"D01, D72, D96",22.25,,HNM,2019
51140206,Giáo dục Thể chất,T01,40.0,,HNM,2019
51140210,Sư phạm Tin học,"A00, A01, D01, D90",24.5,,HNM,2019
51140212,Sư phạm Hoá học,"A00, B00, D07, D09",21.5,,HNM,2019
51140213,Sư phạm Sinh học,"A02, B00, D08, D90",20.0,,HNM,2019
51140219,Sư phạm Địa lý,"C00, C15, D15, D78",22.25,,HNM,2019
51140231,Sư phạm Tiếng Anh,"D01, D14, D15, D78",21.5,,HNM,2019
7140114,Quản lý giáo dục,C00,18.0,,HNM,2019
7140201,Giáo dục Mầm non,"M01, M09",30.5,,HNM,2019
7140202,Giáo dục Tiểu học,"D01, D72, D96",24.0,,HNM,2019
7140203,Giáo dục Đặc biệt,"C00, D14, D15, D78",24.25,,HNM,2019
7140204,Giáo dục Công dân,"C00, C19, D66, D78",25.0,,HNM,2019
7140209,Sư phạm Toán học,"A00, A01, D07, D90",24.0,,HNM,2019
7140211,Sư phạm Vật lý,"A00, A01. A02, D90",24.0,,HNM,2019
7140217,Sư phạm Ngữ văn,"C00, D14, D15, D78",25.5,,HNM,2019
7140218,Sư phạm Lịch sử,"C00, C19, D14, D78",23.5,,HNM,2019
7220201,Ngôn ngữ Anh,"D01, D14, D15, D78",27.5,,HNM,2019
7220204,Ngôn ngữ Trung Quốc,"D01, D14, D15, D78",28.0,,HNM,2019
7310201,Chính trị học,"C00, C19, D66, D78",18.0,,HNM,2019
7310630,Việt Nam học,"C00, D14, D15, D78",18.0,,HNM,2019
7340101,Quản trị kinh doanh,"A00, D01, D78, D90",20.0,,HNM,2019
7340403,Quản lý công,"C00, D01, D14, D15",20.0,,HNM,2019
7380101,Luật,"C00, D66, D78, D90",20.0,,HNM,2019
7460112,Toán ứng dụng,"A00, D01, D07, D90",20.0,,HNM,2019
7480201,Công nghệ thông tin,"A00, A01, D01, D90",20.0,,HNM,2019
7510406,Công nghệ kỹ thuật môi trường,"A00, B00, D07, D08",23.0,,HNM,2019
7510605,Logistics và Quản lý chuỗi cung ứng,"A00, D01, D78, D90",20.0,,HNM,2019
7760101,Công tác xã hội,"C00, D01, D66, D78",18.0,,HNM,2019
7810103,Quản trị dịch vụ du lịch và lữ hành,"D01, D14, D15, D78",18.0,,HNM,2019
7810201,Quản trị khách sạn,"D01, D14, D15, D78",18.0,,HNM,2019
7220201,Ngôn ngữ Anh,A00;A01;D01;D07,24.1,,GHA,2024
7310101,Kinh tế,A00;A01;D01;D07,25.19,,GHA,2024
7340101,Quản trị kinh doanh,A00;A01;D01;D07,25.1,,GHA,2024
7340101 QT,Quản trị kinh doanh (Chương trình CLC Quản trị kinh doanh Việt - Anh),A00;A01;D01;D07,23.96,,GHA,2024
7340201,Tài chính - Ngân hàng,A00;A01;D01;D07,25.46,,GHA,2024
7340301,Kế toán,A00;A01;D01;D07,25.2,,GHA,2024
7340301 QT,Kế toán (Chương trình chất lượng cao Kế toán tổng hợp Việt - Anh),A00;A01;D01;D07,23.51,,GHA,2024
7460112,Toán ứng dụng,A00;A01;D01;D07,23.91,,GHA,2024
7480101,Khoa học máy tính,A00;A01;D07,25.41,,GHA,2024
7480106,Kỹ thuật máy tính,A00;A01;D07,24.55,,GHA,2024
7480201,Công nghệ thông tin,A00;A01;D07,25.41,,GHA,2024
7480201 QT,Công nghệ thông tin (Chương trình chất lượng cao Công nghệ thông tin Việt - Anh),A00;A01;D01;D07,24.4,,GHA,2024
7510605,Logistics và quản lý chuỗi cung ứng,A00;A01;D01;D07,26.45,,GHA,2024
7520103,Kỹ thuật cơ khí,A00;A01;D01;D07,24.93,,GHA,2024
7520103 QT,Kỹ thuật cơ khí (Chương trình chất lượng cao Cơ khí ô tô Việt - Anh),A00;A01;D01;D07,23.84,,GHA,2024
7520114,Kỹ thuật cơ điện tử,A00;A01;D01;D07,25.66,,GHA,2024
7520115,Kỹ thuật nhiệt,A00;A01;D01;D07,24.25,,GHA,2024
7520116,Kỹ thuật cơ khí động lực,A00;A01;D01;D07,23.86,,GHA,2024
7520130,Kỹ thuật ô tô,A00;A01;D01;D07,25.35,,GHA,2024
7520201,Kỹ thuật điện,A00;A01;D07,24.63,,GHA,2024
7520207,Kỹ thuật điện tử - viễn thông,A00;A01;D07,25.15,,GHA,2024
7520216,Kỹ thuật điều khiển và tự động hoá,A00;A01;D01;D07,25.89,,GHA,2024
7520218,Kỹ thuật robot và trí tuệ nhân tạo,A00;A01;D01;D07,25.15,,GHA,2024
7520219,Hệ thống giao thông thông minh,A00;A01;D01;D07,22.8,,GHA,2024
7520320,Kỹ thuật môi trường,A00;A01;D01;D07,22.25,,GHA,2024
7580101,Kiến trúc,A00;A01;V00;V01,21.6,,GHA,2024
7580106,Quản lý đô thị và công trình,A00;A01;D01;D07,23.28,,GHA,2024
7580201,Kỹ thuật xây dựng,A00;A01;D01;D07,23.19,,GHA,2024
7580201 QT,Kỹ thuật xây dựng (Chương trình tiên tiến Kỹ thuật xây dựng công trình giao thông),A00;A01;D01;D07,21.4,,GHA,2024
7580202,Kỹ thuật xây dựng công trình thuỷ,A00;A01;D01;D07,21.15,,GHA,2024
7580205,Kỹ thuật xây dựng công trình giao thông,A00;A01;D01;D07,21.15,,GHA,2024
7580205 QT,"Kỹ thuật xây dựng công trình giao thông (gồm các Chương trình chất lượng cao: Cầu • Đường bộ Việt • Pháp, Cầu - Đường bộ Việt - Anh, Công trình giao thông đô thị Việt -Nhật)",A00;A01;D01;D03;D07,20.5,,GHA,2024
7580210,Kỹ thuật cơ sở hạ tầng,A00;A01;D01;D07,22.65,,GHA,2024
7580215,Công nghệ kỹ thuật giao thông,A00;A01;D01;D07,23.37,,GHA,2024
7580301,Kinh tế xây dựng,A00;A01;D01;D07,24.45,,GHA,2024
7580301 QT,Kinh tế xây dựng (Chương trình chất lượng cao Kinh tế xây dựng công trình Giao thông Việt - Anh),A00;A01;D01;D07,22.85,,GHA,2024
7580302,Quản lý xây dựng,A00;A01;D01;D07,23.93,,GHA,2024
7580302 QT,Quản lý xây dựng (Chương trình chất lượng cao Quản lý xây dựng Việt - Anh),A00;A01;D01;D07,21.35,,GHA,2024
7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;D01;D07,24.3,,GHA,2024
7840101,Khai thác vận tải,A00;A01;D01;D07,25.07,,GHA,2024
7840104,Kinh tế vận tải,A00;A01;D01;D07,25.01,,GHA,2024
7310101,Kinh tế,A00;A01;D01;D07,24.96,,GHA,2023
7340101,Quản trị kinh doanh,A00;A01;D01;D07,24.77,,GHA,2023
7340101QT,Quản trị kinh doanh (Chương trình chất lượng cao Quản trị kinh doanh Việt - Anh),A00;A01;D01;D07,23.85,,GHA,2023
7340201,Tài chính - Ngân hàng,A00;A01;D01;D07,25.1,,GHA,2023
7340301,Kế toán,A00;A01;D01;D07,24.77,,GHA,2023
7340301QT,Kế toán (Chương trình chất lượng cao Kế toán tổng hợp Việt - Anh),A00;A01;D01;D07,23.48,,GHA,2023
7460112,Toán ứng dụng,A00;A01;D07,22.55,,GHA,2023
7480101,Khoa học máy tính,A00;A01;D07,25.24,,GHA,2023
7480201,Công nghệ thông tin,A00;A01;D07,25.38,,GHA,2023
7480201QT,Công nghệ thông tin (Chương trinh chất lượng cao Công nghệ thông tin Việt - Anh),A00;A01;D07,24.03,,GHA,2023
7510104,Công nghệ kỹ thuật giao thông,A00;A01;D01;D07,22.75,,GHA,2023
7510605,Logistics và quản lý chuỗi cung ứng,A00;A01;D01;D07,26.15,,GHA,2023
7520103,Kỹ thuật cơ khí,A00;A01;D01;D07,23.79,,GHA,2023
7520103QT,Kỹ thuật cơ khi (Chương trình chất lượng cao Cơ khí ô tô Việt - Anh),A00;A01;D01;D07,22.45,,GHA,2023
7520114,Kỹ thuật cơ điện tử,A00;A01;D01;D07,24.87,,GHA,2023
7520115,Kỹ thuật nhiệt,A00;A01;D01;D07,22.85,,GHA,2023
7520116,Kỹ thuật cơ khi động lực,A00;A01;D01;D07,22.85,,GHA,2023
7520130,Kỹ thuật ô tô,A00;A01;D01;D07,24.87,,GHA,2023
7520201,Kỹ thuật điện,A00;A01;D07,23.72,,GHA,2023
7520207,Kỹ thuật điện tử - viễn thông,A00;A01;D07,24.26,,GHA,2023
7520216,Kỹ thuật điều khiến và tự động hoá,A00;A01;D07,25.19,,GHA,2023
7520218,Kỹ thuật robot và tri tuệ nhân tạo,A00;A01;D01;D07,24.34,,GHA,2023
7520219,Hệ thống giao thông thông minh,A00;A01;D01;D07,21.45,,GHA,2023
7520320,Kỹ thuật môi trường,A00;B00;D01;D07,21.0,,GHA,2023
7580106,Quản lý đô thị và công trình,A00;A01;D01;D07,22.55,,GHA,2023
7580201,Kỹ thuật xây dựng,A00;A01;D01;D07,22.0,,GHA,2023
7580201QT,Kỹ thuật xây dựng (Chương trinh tiên tiến Kỹ thuật xây dựng công trình giao thông),A00;A01;D01;D07,20.9,,GHA,2023
7580202,Kỹ thuật xây dựng công trình thuỷ,A00;A01;D01;D07,18.3,,GHA,2023
7580205,Kỹ thuật xây dựng công trình giao thông,A00;A01;D01;D07,19.25,,GHA,2023
7580205QT,"Kỹ thuật xây dựng công trình giao thông (gồm các Chương trinh chất lượng cao: Cầu - Đường bộ Việt • Pháp, cầu - Đường bộ Việt - Anh. Công trinh giao thông đô thị Việt - Nhật)",A00;A01;D01;D07,18.9,,GHA,2023
7580210,Kỹ thuật cơ sở hạ tầng,A00;A01;D01;D07,21.6,,GHA,2023
7580301,Kinh tế xây dựng,A00;A01;D01;D07,23.98,,GHA,2023
7580301QT,Kinh tế xây dựng (Chương trình chất lượng cao Kinh tế xây dựng công trinh Giao thông Việt - Anh),A00;A01;D01;D07,22.7,,GHA,2023
7580302,Quản lý xây dựng,A00;A01;D01;D07,23.51,,GHA,2023
7580302QT,Quản lý xây dựng (Chương trình chất lượng cao Quản lý xây dựng Việt - Anh),A00;A01;D01;D07,20.5,,GHA,2023
7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;D01;D07,23.8,,GHA,2023
7840101,Khai thác vận tải,A00;A01;D01;D07,24.4,,GHA,2023
7840104,Kinh tế vận tải,A00;A01;D01;D07,24.35,,GHA,2023
7310101,Kinh tế,A00;A01;D01;D07,25.0,"Tiêu chí phụ: Điểm toán >= 8;
NV <= 7",GHA,2022
7340101,Quản trị kinh doanh,A00;A01;D01;D07,25.1,"Tiêu chí phụ: Điểm toán >= 8.6;
NV <= 3",GHA,2022
7340110QT,"Quản trị kinh doanh
(Chương trình chất lượng cao Quản trị kinh doanh Việt - Anh)",A00;A01;D01;D07,23.95,"Tiêu chí phụ: Điểm toán >= 7.2;
NV <= 2",GHA,2022
7340201,Tài chính - Ngân hàng,A00;A01;D01;D07,24.95,"Tiêu chí phụ: Điểm toán >= 8.2;
NV <= 6",GHA,2022
7340301,Kế toán,A00;A01;D01;D07,25.05,"Tiêu chí phụ: Điểm toán >= 8.8;
NV <= 4",GHA,2022
7340301QT,"Kế toán (Chương trình
chất lượng cao Kế toán tổng hợp Việt - Anh)",A00;A01;D01;D07,23.3,"Tiêu chí phụ: Điểm toán >= 7.4;
NV <= 6",GHA,2022
7460112,Toán ứng dụng,A00;A01;D07,23.4,"Tiêu chí phụ: Điểm toán >= 8.4;
NV <= 1",GHA,2022
7480101,Khoa học máy tính,A00;A01;D07,25.25,"Tiêu chí phụ: Điểm toán >= 8.2;
NV <= 1",GHA,2022
7480201,Công nghệ thông tin,A00;A01;D07,25.9,"Tiêu chí phụ: Điểm toán >= 8.4;
NV <= 2",GHA,2022
7480201QT,"Công nghệ thông tin 
(Chương trình chất lượng cao Công nghệ thông tin Việt - Anh)",A00;A01;D07,24.65,"Tiêu chí phụ: Điểm toán >= 8.4;
NV <= 3",GHA,2022
7510104,"Công nghệ kỹ thuật giao
thông",A00;A01;D07,22.75,"Tiêu chí phụ: Điểm toán >= 8;
NV <= 5",GHA,2022
7510605,"Logistics và quản lý chuỗi
cung ứng",A00;A01;D01;D07,26.25,"Tiêu chí phụ: Điểm toán >= 8.4;
NV <= 2",GHA,2022
7520103,Kỹ thuật cơ khí,A00;A01;D01;D07,23.6,"Tiêu chí phụ: Điểm toán >= 8;
NV <= 6",GHA,2022
7520103QT,"Kỹ thuật cơ khí (Chương
trình chất lượng cao Cơ khí ô tô Việt - Anh)",A00;A01;D01;D07,20.55,"Tiêu chí phụ: Điểm toán >= 7;
NV <= 5",GHA,2022
7520114,Kỹ thuật cơ điện tử,A00;A01;D01;D07,24.85,"Tiêu chí phụ: Điểm toán >= 8.6;
NV <= 13",GHA,2022
7520115,Kỹ thuật nhiệt,A00;A01;D01;D07,21.25,"Tiêu chí phụ: Điểm toán >= 7.6;
NV <= 1",GHA,2022
7520116,Kỹ thuật cơ khí động lực,A00;A01;D01;D07,21.65,"Tiêu chí phụ: Điểm toán >= 8;
NV <= 2",GHA,2022
7520130,Kỹ thuật ô tô,A00;A01;D01;D07,24.85,"Tiêu chí phụ: Điểm toán 8.6;
NV <= 1",GHA,2022
7520201,Kỹ thuật điện,A00;A01;D07,23.6,"Tiêu chí phụ: Điểm toán >= 6;
NV <= 4",GHA,2022
7520207,Kỹ thuật điện tử - viễn thông,A00;A01;D07,24.1,"Tiêu chí phụ: Điểm toán >= 8.6;
NV <= 14",GHA,2022
7520216,"Kỹ thuật điều khiển và tự
động hóa",A00;A01;D07,25.3,"Tiêu chí phụ: Điểm toán >= 8.8;
NV <= 1",GHA,2022
7520218,"Kỹ thuật robot và trí tuệ
nhân tạo",A00;A01;D01;D07,24.35,"Tiêu chí phụ: Điểm toán >= 8.8;
NV <= 6",GHA,2022
7520219,"Hệ thống giao thông thông
minh",A00;A01;D01;D07,17.1,"Tiêu chí phụ: Điểm toán >= 5.6;
NV <= 15",GHA,2022
7520320,Kỹ thuật môi trường,A00;B00;D01;D07,21.35,"Tiêu chí phụ: Điểm toán >= 7.8;
NV <= 4",GHA,2022
7580106,Quản lý đô thị và công trình,A00;A01;D01;D07,19.0,"Tiêu chí phụ: Điểm toán >= 5.8;
NV <= 2",GHA,2022
7580201,Kỹ thuật xây dựng,A00;A01;D01;D07,21.2,"Tiêu chí phụ: Điểm toán >= 8.2;
NV <= 5",GHA,2022
7580201QT,"Kỹ thuật xây dựng (Chương
trình tiên tiến Kỹ thuật xây dựng công trình giao thông)",A00;A01;D01;D07,18.45,"Tiêu chí phụ: Điểm toán >= 6.6;
NV <= 2",GHA,2022
7580202,Kỹ thuật xây dựng công trình thủy,A00;A01;D01;D07,17.25,"Tiêu chí phụ: Điểm toán >= 6.4;
NV <= 1",GHA,2022
7580205,Kỹ thuật xây dựng công trình giao thông,A00;A01;D01;D07,17.0,"Tiêu chí phụ: Điểm toán 5.4;
NV <= 7",GHA,2022
7580205QT,"Kỹ thuật xây dựng công trình giao thông (gồm các Chương trình chất lượng cao, Cầu - Đường bộ Việt - Pháp, Cầu - Đường bộ Việt - Anh, Công trình giao thông đô thị Việt - Nhật)",A00;A01;D01;D07,17.0,"Tiêu chí phụ: Điểm toán >= 5;
NV <= 3",GHA,2022
7580210,Kỹ thuật cơ sở hạ tầng,A00;A01;D01;D07,17.35,"Tiêu chí phụ: Điểm toán >= 6.2;
NV <= 3",GHA,2022
7580301,Kinh tế xây dựng,A00;A01;D01;D07,24.1,"Tiêu chí phụ: Điểm toán >= 8.6;
NV <= 1",GHA,2022
7580301QT,"Kinh tế xây dựng (Chương
trình chất lượng cao Kinh tế xây dựng công trinhg Giao thông Việt - Anh)",A00;A01;D01;D07,22.5,"Tiêu chí phụ: Điểm toán >= 7.4;
NV <= 8",GHA,2022
7580302,Quản lý xây dựng,A00;A01;D01;D07,23.5,"Tiêu chí phụ: Điểm toán >= 7.8;
NV <= 8",GHA,2022
7580302QT,"Quản lý xây dựng (Chương 
trình chất lượng cao Quản lý xây dựng Việt - Anh)",A00;A01;D01;D07,18.55,"Tiêu chí phụ: Điểm toán >= 7.8;
NV <= 1",GHA,2022
7810103,"Quản trị dịch vụ du lịch và
lữ hành",A00;A01;D01;D07,24.4,"Tiêu chí phụ: Điểm toán >= 8;
NV <= 4",GHA,2022
7840101,Khai thác vận tải,A00;A01;D01;D07,24.7,"Tiêu chí phụ: Điểm toán >= 8.2;
NV <= 12",GHA,2022
7840104,Kinh tế vận tải,A00;A01;D01;D07,24.2,"Tiêu chí phụ: Điểm toán >= 8.2;
NV <= 16",GHA,2022
7310101,Kinh tế,A00;A01;D01;D07,25.15,Tiêu chí phụ: Điểm toán >= 7.4; TTNV <= 2,GHA,2021
7340101,Quản trị kinh doanh,A00;A01;D01;D07,25.3,Tiêu chí phụ: Điểm toán >= 7.8; TTNV <= 3,GHA,2021
7340101 QT,Quản trị kinh doanh (Chương trình chất lượng cao QTKD Việt - Anh),A00;A01;D01;D07,23.85,Tiêu chí phụ: Điểm toán >= 7; TTNV <= 5,GHA,2021
